date,underlying_price
2023-09-23,7751.282167219671
2023-09-24,13789.35844878559
2023-09-25,7473.673395956192
2023-09-26,9110.30335342619
2023-09-27,10211.995129734301
2023-09-28,13272.172695472223
2023-09-29,7465.127247824097
2023-09-30,12554.104418851572
2023-10-01,9968.812994970804
2023-10-02,8175.2653649135045
2023-10-03,10911.699932391695
2023-10-04,10352.487677251238
2023-10-05,8823.084554163039
2023-10-06,10088.289785405506
2023-10-07,9210.574145039582
2023-10-08,10176.878933565016
2023-10-09,11357.076637302001
2023-10-10,13662.000190248358
2023-10-11,7766.750044898549
2023-10-12,15241.494076015693
2023-10-13,6732.842029098637
2023-10-14,9650.964784277867
2023-10-15,11190.64709141458
2023-10-16,10523.525561148155
2023-10-17,8783.500365134796
2023-10-18,9542.83352858261
2023-10-19,9014.322669167927
2023-10-20,8842.255185686214
2023-10-21,11790.985825052527
2023-10-22,10684.755481144468
2023-10-23,8661.024238751092
2023-10-24,11909.481911088307
2023-10-25,10579.041334102401
2023-10-26,11704.663250014559
2023-10-27,11283.490902804204
2023-10-28,8428.475427446283
2023-10-29,8894.016070387946
2023-10-30,11552.1738113149
2023-10-31,11240.113700223697
2023-11-01,9906.93075251366
2023-11-02,10184.636748155275
2023-11-03,12844.91336849716
2023-11-04,8838.353726200716
2023-11-05,11098.7710196713
2023-11-06,9554.157274956615
2023-11-07,9524.607057542677
2023-11-08,12393.47689578937
2023-11-09,11734.088783298808
2023-11-10,11706.179142234269
2023-11-11,12916.565933923119
2023-11-12,9990.310520719597
2023-11-13,11402.190673312933
2023-11-14,9349.86173683763
2023-11-15,10614.78857623405
2023-11-16,9692.82863530334
2023-11-17,10143.30721188704
2023-11-18,11205.965966872116
2023-11-19,8446.657241326957
2023-11-20,15118.094869875798
2023-11-21,8135.290343615982
2023-11-22,7803.537717902128
2023-11-23,12541.423953965923
2023-11-24,11655.141880801191
2023-11-25,11271.06554281884
2023-11-26,11280.5951799603
2023-11-27,9924.09414553459
2023-11-28,8314.19281951245
2023-11-29,10100.407995695005
2023-11-30,8688.34580241752
2023-12-01,12090.727707669088
2023-12-02,9660.094499229635
2023-12-03,8434.373738413437
2023-12-04,9329.092457346096
2023-12-05,10804.915806711613
2023-12-06,8887.715091796912
2023-12-07,8439.903103319952
2023-12-08,10445.302431998043
2023-12-09,10447.975433579863
2023-12-10,8989.221710490605
2023-12-11,9054.00540404922
2023-12-12,10421.019731840277
2023-12-13,7446.901491571559
2023-12-14,7507.647383095779
2023-12-15,8616.905786526902
2023-12-16,9532.676008885135
2023-12-17,10586.678019970024
2023-12-18,13362.952649588802
2023-12-19,11810.002378972238
2023-12-20,9635.239906267472
2023-12-21,9910.667134752213
2023-12-22,8140.967529576768
2023-12-23,9911.664340567559
2023-12-24,9390.35575629553
2023-12-25,10611.71541966905
2023-12-26,8431.449631780772
2023-12-27,11037.341545949752
2023-12-28,13517.196499473554
2023-12-29,9734.369567118349
2023-12-30,10780.697337039639
2023-12-31,11420.885097091535
2024-01-01,9181.318416072121
2024-01-02,10404.447961995707
2024-01-03,9973.51806834638
2024-01-04,10144.68706645441
2024-01-05,8523.379782216169
2024-01-06,9997.318848129995
2024-01-07,10990.31648182308
2024-01-08,13298.39868779174
2024-01-09,12052.46341981835
2024-01-10,15303.03842434124
2024-01-11,8533.037501541363
2024-01-12,11844.682519632264
2024-01-13,10319.995336395195
2024-01-14,15415.53078321783
2024-01-15,8463.436103252914
2024-01-16,8410.412643282369
2024-01-17,8824.539127272608
2024-01-18,6505.420563012393
2024-01-19,8955.464482437657
2024-01-20,8547.068637055965
2024-01-21,10252.21381588479
2024-01-22,10652.19636301162
2024-01-23,14478.27246372985
2024-01-24,12031.156675821827
2024-01-25,8864.319516337371
2024-01-26,8312.263652005284
2024-01-27,10976.962311655683
2024-01-28,7639.775864202565
2024-01-29,14349.378916327623
2024-01-30,12595.038053905795
2024-01-31,9057.378927376343
2024-02-01,7062.421639985951
2024-02-02,13042.188626088828
2024-02-03,9723.123727205895
2024-02-04,12742.949896795231
2024-02-05,7232.099456284777
2024-02-06,8824.570229398363
2024-02-07,9958.870354582745
2024-02-08,10042.348746101654
2024-02-09,9092.06279611336
2024-02-10,11268.203315556493
2024-02-11,8035.673537515788
2024-02-12,9669.136512742929
2024-02-13,10190.684649497816
2024-02-14,11026.513312495432
2024-02-15,11470.033853553687
2024-02-16,7944.552618918308
2024-02-17,7319.866373782346
2024-02-18,12844.944006503865
2024-02-19,10632.099813588069
2024-02-20,8565.286657519358
2024-02-21,13567.066866579842
2024-02-22,10181.270774824228
2024-02-23,12594.678000524298
2024-02-24,10083.683306488923
2024-02-25,15022.731569962894
2024-02-26,14132.584313718868
2024-02-27,9465.20153706702
2024-02-28,12082.149279834903
2024-02-29,11319.08339046688
2024-03-01,13080.743913236383
2024-03-02,8202.428056489973
2024-03-03,11411.540854884644
2024-03-04,12293.858200482387
2024-03-05,6998.29823155393
2024-03-06,7851.9601752169965
2024-03-07,6616.512850730737
2024-03-08,9426.58171163673
2024-03-09,11483.63936105108
2024-03-10,13435.310021007683
2024-03-11,10096.95469554646
2024-03-12,13778.89420673841
2024-03-13,7548.845331674718
2024-03-14,7076.209755826194
2024-03-15,9838.5207278412
2024-03-16,10742.716572345225
2024-03-17,9883.591495415427
2024-03-18,6579.287698684729
2024-03-19,9772.681578825943
2024-03-20,7663.900109886925
2024-03-21,11374.220292484059
2024-03-22,10705.25300692606
2024-03-23,8243.61490465056
2024-03-24,8976.782514737544
2024-03-25,8049.195935300614
2024-03-26,9824.498248058042
2024-03-27,12042.515794760226
2024-03-28,8168.37260714562
2024-03-29,11003.61890558658
2024-03-30,8947.403543547856
2024-03-31,8489.586888605681
2024-04-01,9737.73782983383
2024-04-02,8087.878363896672
2024-04-03,8905.642333645746
2024-04-04,7829.035548143787
2024-04-05,14736.979299806948
2024-04-06,10018.8429746776
2024-04-07,8649.22572526589
2024-04-08,10383.426083780565
2024-04-09,9727.425791045618
2024-04-10,9518.344980454682
2024-04-11,11248.65141243442
2024-04-12,11575.796955108564
2024-04-13,8946.967763286904
2024-04-14,8866.244018323136
2024-04-15,9415.945364926298
2024-04-16,6277.86951713812
2024-04-17,7347.621787697707
2024-04-18,13076.147388702384
2024-04-19,13824.030933232329
2024-04-20,9465.065445338318
2024-04-21,11164.357074450301
2024-04-22,10587.403420593075
2024-04-23,18415.46993469756
2024-04-24,12445.136316721964
2024-04-25,9697.143801635773
2024-04-26,8217.835217805856
2024-04-27,7214.7363018259075
2024-04-28,10361.61004162078
2024-04-29,8551.825406085982
2024-04-30,7485.472671826778
2024-05-01,8741.661985883042
2024-05-02,8013.321195419735
2024-05-03,13941.126797450133
2024-05-04,11866.779509780688
2024-05-05,9932.581149214198
2024-05-06,13375.219913583174
2024-05-07,10103.56739121702
2024-05-08,8374.22106934442
2024-05-09,13491.228350641772
2024-05-10,11080.612014317097
2024-05-11,8084.637663576685
2024-05-12,9576.83509361783
2024-05-13,8350.248144530186
2024-05-14,7544.772661961284
2024-05-15,11972.95572126479
2024-05-16,14574.8615798917
2024-05-17,7521.017180975928
2024-05-18,11134.058616018654
2024-05-19,8734.549718823482
2024-05-20,9024.92171779699
2024-05-21,8836.899874019611
2024-05-22,8369.68921568921
2024-05-23,10045.444343652529
2024-05-24,8425.18035999435
2024-05-25,10501.375747603475
2024-05-26,9848.97397827277
2024-05-27,9484.181425244771
2024-05-28,8297.06779436276
2024-05-29,8864.55411382445
2024-05-30,11570.897993717695
2024-05-31,10996.734273924243
2024-06-01,8181.731950117281
2024-06-02,10148.047963161489
2024-06-03,11561.635490803525
2024-06-04,7124.459408476181
2024-06-05,11090.478478608784
2024-06-06,8713.644715865603
2024-06-07,11151.06089289318
2024-06-08,8540.0176598584
2024-06-09,6934.011369066578
2024-06-10,7184.359844288918
2024-06-11,10044.567050457088
2024-06-12,10478.85489679781
2024-06-13,8302.457721422292
2024-06-14,11303.737223252856
2024-06-15,7135.703856967616
2024-06-16,9817.818482965682
2024-06-17,7808.4904979022485
2024-06-18,8732.464963068101
2024-06-19,10043.188477323802
2024-06-20,8375.679711074554
2024-06-21,9211.970670895369
2024-06-22,12166.344216903128
2024-06-23,8864.340411582845
2024-06-24,11758.228923891316
2024-06-25,7936.509238442737
2024-06-26,11060.450665414184
2024-06-27,13272.956657002582
2024-06-28,6068.345555097677
2024-06-29,8482.75989281487
2024-06-30,11165.507428959601
2024-07-01,9552.527983692713
2024-07-02,10714.99413626795
2024-07-03,8816.437436547783
2024-07-04,10122.218553634395
2024-07-05,9643.45512561842
2024-07-06,12565.705523728562
2024-07-07,10467.74972356212
2024-07-08,10643.351654383052
2024-07-09,9161.771120678435
2024-07-10,9024.053850300901
2024-07-11,9123.954060957112
2024-07-12,10765.056028367622
2024-07-13,9145.098117222866
2024-07-14,10542.027408731947
2024-07-15,15066.821380506492
2024-07-16,11841.84976839938
2024-07-17,9320.443380420073
2024-07-18,12650.00602475639
2024-07-19,9168.739634665115
2024-07-20,6617.978759370921
2024-07-21,8131.924771674392
2024-07-22,6843.207283291955
2024-07-23,9273.048761082266
2024-07-24,9985.145941587756
2024-07-25,13911.312658574489
2024-07-26,10620.651726332531
2024-07-27,9521.903737559578
2024-07-28,11743.454519963561
2024-07-29,6392.899013260323
2024-07-30,10428.451777404267
2024-07-31,11606.763003692944
2024-08-01,7401.61084183463
2024-08-02,12505.46458585849
2024-08-03,10645.254313784539
2024-08-04,9155.523187488192
2024-08-05,11290.608570722547
2024-08-06,15666.95126247476
2024-08-07,10316.9498378302
2024-08-08,10454.777220808177
2024-08-09,9075.175575242356
2024-08-10,8393.402940919392
2024-08-11,11745.63955854765
2024-08-12,8382.935419028963
2024-08-13,10091.849869204643
2024-08-14,9042.02738627491
2024-08-15,10948.592094544387
2024-08-16,10634.966812589291
2024-08-17,12242.614973079577
2024-08-18,8983.698230701255
2024-08-19,9425.69923476607
2024-08-20,8179.754711938682
2024-08-21,9102.565118819584
2024-08-22,10728.191599881095
2024-08-23,11574.595233525872
2024-08-24,8272.872943930466
2024-08-25,11838.253273861099
2024-08-26,13046.794595954947
2024-08-27,10806.003806185303
2024-08-28,14480.08228370255
2024-08-29,8522.051235334295
2024-08-30,7756.133628990223
2024-08-31,6970.387768981252
2024-09-01,13418.35799920412
2024-09-02,11339.452744546374
2024-09-03,9838.447978125274
2024-09-04,10521.372160062945
2024-09-05,7943.20699644538
2024-09-06,16225.19535567904
2024-09-07,10208.892389684108
2024-09-08,10168.49145205682
2024-09-09,11502.544040145523
2024-09-10,10953.036824175915
2024-09-11,10404.014193930683
2024-09-12,8493.660111115787
2024-09-13,10932.156442055042
2024-09-14,14495.232558592388
2024-09-15,13020.15987950559
2024-09-16,13681.60503365693
2024-09-17,8981.543699531363
2024-09-18,8162.038410222607
2024-09-19,9701.276967570415
2024-09-20,10059.926811674753
2024-09-21,12382.116460725316
2024-09-22,7091.677979810561
2024-09-23,13508.579078418183
2024-09-24,9638.961043947682
2024-09-25,9134.319496956645
2024-09-26,8125.392477351204
2024-09-27,7145.219792518705
2024-09-28,11728.819565489333
2024-09-29,10095.386127797221
2024-09-30,7686.17089945735
2024-10-01,7678.307556239987
2024-10-02,9302.265448878157
2024-10-03,13890.6952854846
2024-10-04,9445.105178025451
2024-10-05,7365.348125762175
2024-10-06,9471.301144180767
2024-10-07,9420.330689894268
2024-10-08,5801.042126630428
2024-10-09,9840.986240181153
2024-10-10,9499.393941731121
2024-10-11,11434.741028700208
2024-10-12,14399.682043058527
2024-10-13,12462.547078772253
2024-10-14,9427.55862739713
2024-10-15,7973.389823350681
2024-10-16,16644.617113292526
2024-10-17,10066.958182388635
2024-10-18,9976.18512645751
2024-10-19,9900.545826235975
2024-10-20,10350.469273926548
2024-10-21,9665.306500961668
2024-10-22,8870.068381829262
2024-10-23,8917.74506078805
2024-10-24,9883.47581434314
2024-10-25,8923.872175403825
2024-10-26,8626.559433604316
2024-10-27,10162.464204388525
2024-10-28,9453.825397111446
2024-10-29,13439.706602995937
2024-10-30,5854.560588655259
2024-10-31,12375.469874499453
2024-11-01,12764.041318277035
2024-11-02,6571.465457555661
2024-11-03,9289.431797909943
2024-11-04,9236.164793087295
2024-11-05,7507.575429635639
2024-11-06,8515.189506610941
2024-11-07,7966.9340933811
2024-11-08,14123.908443225735
2024-11-09,11995.727990769163
2024-11-10,12829.226982138403
2024-11-11,11493.128324980173
2024-11-12,7937.549121717596
2024-11-13,8957.676317161513
2024-11-14,10971.377314715111
2024-11-15,7791.156786717647
2024-11-16,11473.208170563907
2024-11-17,9481.569175152497
2024-11-18,9229.923363455311
2024-11-19,11468.531584229631
2024-11-20,10872.836006904263
2024-11-21,9255.534286364793
2024-11-22,12544.481749914028
2024-11-23,8014.098005985254
2024-11-24,11252.631679886874
2024-11-25,11201.359541853244
2024-11-26,9351.20880726104
2024-11-27,10618.964554184073
2024-11-28,7746.120920932859
2024-11-29,11967.807192467977
2024-11-30,9587.25372928041
2024-12-01,8960.896725070696
2024-12-02,12270.730006352858
2024-12-03,8641.240672813161
2024-12-04,7506.149723828485
2024-12-05,7286.979112668069
2024-12-06,11230.315887775429
2024-12-07,7700.837094380813
2024-12-08,14131.039253177658
2024-12-09,6560.252056266553
2024-12-10,13967.122579683251
2024-12-11,10377.275843246953
2024-12-12,9757.851906282443
2024-12-13,8921.205557485557
2024-12-14,10775.145397608638
2024-12-15,9873.83141952003
2024-12-16,12404.698143696116
2024-12-17,10178.324770624427
2024-12-18,10252.025125596556
2024-12-19,9250.637467574015
2024-12-20,9835.770409860632
2024-12-21,10580.10404797919
2024-12-22,7066.612504158618
2024-12-23,7597.185293573786
2024-12-24,11542.867639229318
2024-12-25,10294.27581496468
2024-12-26,9589.015645078753
2024-12-27,9985.177003180113
2024-12-28,10664.614959443563
2024-12-29,8930.415933863373
2024-12-30,8514.358400282574
2024-12-31,10345.834325077878
2025-01-01,8180.394292605171
2025-01-02,10794.809946868558
2025-01-03,7077.340391112992
2025-01-04,12222.103007430018
2025-01-05,10934.625475663644
2025-01-06,10471.118559232602
2025-01-07,12109.04996211349
2025-01-08,13880.844496268634
2025-01-09,12186.014235489734
2025-01-10,6884.276621132659
2025-01-11,7702.150023066563
2025-01-12,8779.778604729167
2025-01-13,10000.480252072484
2025-01-14,11033.617085461743
2025-01-15,8604.334985792913
2025-01-16,10327.066456649214
2025-01-17,8553.48087974199
2025-01-18,8803.16526844655
2025-01-19,7508.852723812194
2025-01-20,8271.10617612058
2025-01-21,7591.870364480651
2025-01-22,8184.48473435207
2025-01-23,12282.104279784988
2025-01-24,8227.93547174221
2025-01-25,16842.261951821074
2025-01-26,10980.033501137308
2025-01-27,10323.079655274532
2025-01-28,8379.123803476426
2025-01-29,11444.12940604917
2025-01-30,8866.563943726229
2025-01-31,10194.178987998432
2025-02-01,16600.483387371696
2025-02-02,9759.126779033175
2025-02-03,12519.276447429518
2025-02-04,8643.258232586028
2025-02-05,9879.05845267702
2025-02-06,14176.349304775675
2025-02-07,8776.006779247358
2025-02-08,14294.925563713869
2025-02-09,11461.175659308004
2025-02-10,8889.951125592796
2025-02-11,11289.76377791174
2025-02-12,12084.52606913938
2025-02-13,11265.859840305293
2025-02-14,7267.191934130189
2025-02-15,8601.937528024955
2025-02-16,9467.938346894123
2025-02-17,9801.429292210545
2025-02-18,11263.296327239408
2025-02-19,10308.358873107763
2025-02-20,7616.721557072225
2025-02-21,10734.410083692494
2025-02-22,11240.598114265396
2025-02-23,11126.98230159257
2025-02-24,12348.950159304326
2025-02-25,11754.067347383832
2025-02-26,10905.321955227273
2025-02-27,9809.798810116607
2025-02-28,7136.501857025089
2025-03-01,10841.03586374942
2025-03-02,10370.367334690203
2025-03-03,10503.732544722445
2025-03-04,7706.508193842258
2025-03-05,8014.108884636427
2025-03-06,12280.903288049698
2025-03-07,9870.039705009587
2025-03-08,11401.15933725846
2025-03-09,10004.93611023847
2025-03-10,10007.813470037156
2025-03-11,12001.98038435329
2025-03-12,8972.873419199605
2025-03-13,10141.531907008757
2025-03-14,9069.887397899725
2025-03-15,9120.418229380639
2025-03-16,9351.908894592047
2025-03-17,10400.372900613018
2025-03-18,9040.054314916495
2025-03-19,12788.753247187387
2025-03-20,8318.595633722403
2025-03-21,9583.47803891081
2025-03-22,9110.87445692829
2025-03-23,13287.32381169034
2025-03-24,10347.302547448582
2025-03-25,12228.677582904276
2025-03-26,7391.294083362174
2025-03-27,10494.223471220397
2025-03-28,11885.760252124805
2025-03-29,10113.50545977471
2025-03-30,12311.219265215102
2025-03-31,8970.641744964354
2025-04-01,13187.697600432371
2025-04-02,15755.579109624474
2025-04-03,9252.06893273456
2025-04-04,9100.363909023421
2025-04-05,13304.360018280215
2025-04-06,13644.402116377174
2025-04-07,8960.651187974738
2025-04-08,9146.55717620846
2025-04-09,9403.274552227756
2025-04-10,7602.862375942533
2025-04-11,8278.68813223883
2025-04-12,8138.344277852957
2025-04-13,8532.269558942357
2025-04-14,9879.658333463782
2025-04-15,10425.532583364615
2025-04-16,13565.299239846581
2025-04-17,8147.768604107932
2025-04-18,12113.001582764698
2025-04-19,9531.64330898089
2025-04-20,9850.499505095795
2025-04-21,11385.934814316233
2025-04-22,7947.6040246394095
2025-04-23,10739.159812185937
2025-04-24,10285.193622538907
2025-04-25,10978.130525681749
2025-04-26,10540.749343423233
2025-04-27,16256.209111897519
2025-04-28,8757.118479645327
2025-04-29,8946.080612723877
2025-04-30,8782.725682965545
2025-05-01,8902.3873574167
2025-05-02,8757.736503466866
2025-05-03,12619.184220531548
2025-05-04,13217.156976971244
2025-05-05,8875.242405249768
2025-05-06,8422.812447584116
2025-05-07,10932.040997453632
2025-05-08,8908.18305018704
2025-05-09,11290.947184875275
2025-05-10,10360.489773789697
2025-05-11,7346.80910808534
2025-05-12,13557.175268397537
2025-05-13,14247.628069900435
2025-05-14,8800.92798626528
2025-05-15,9206.176293123817
2025-05-16,10533.787890456808
2025-05-17,10636.657236003452
2025-05-18,11348.933350032723
2025-05-19,14871.6365973057
2025-05-20,9602.519015554028
2025-05-21,8480.381678926242
2025-05-22,7550.0264110191665
2025-05-23,8595.414806280038
2025-05-24,9882.737145711711
2025-05-25,14243.86773501754
2025-05-26,8970.06253123625
2025-05-27,10403.814287628722
2025-05-28,9915.80875808483
2025-05-29,12617.611317921617
2025-05-30,16490.77926340736
2025-05-31,8946.309961110543
2025-06-01,9020.745844372987
2025-06-02,12258.837217582195
2025-06-03,11402.050469033153
2025-06-04,14393.207186892929
2025-06-05,11180.828204202875
2025-06-06,9258.633696971794
2025-06-07,11195.880220136303
2025-06-08,12418.106673311357
2025-06-09,11722.514902399631
2025-06-10,11010.72406885403
2025-06-11,12314.160310049208
2025-06-12,12569.509810894302
2025-06-13,13116.181608423842
2025-06-14,11326.633331749073
2025-06-15,9621.414496650523
2025-06-16,10244.670757645506
2025-06-17,12663.409589322222
2025-06-18,8448.828331901777
2025-06-19,10709.696743370067
2025-06-20,9195.802634251244
2025-06-21,10005.789461235236
2025-06-22,12846.93523172937
2025-06-23,10336.018331632555
2025-06-24,10041.256106400257
2025-06-25,7579.473050317336
2025-06-26,11549.771118731382
2025-06-27,11319.328409520152
2025-06-28,15333.896749323903
2025-06-29,9354.516361708498
2025-06-30,10394.168965743545
2025-07-01,10457.209488556047
2025-07-02,13638.62120950283
2025-07-03,9760.618804626696
2025-07-04,10519.379389333504
2025-07-05,11234.55401656207
2025-07-06,10326.740867302793
2025-07-07,9098.669409502816
2025-07-08,10342.203032119938
2025-07-09,12331.306306948138
2025-07-10,8102.007310788255
2025-07-11,10216.548849984438
2025-07-12,8648.541932494692
2025-07-13,12634.412384462443
2025-07-14,7335.8810924368645
2025-07-15,8896.256208875566
2025-07-16,10728.001459431647
2025-07-17,13606.120290224684
2025-07-18,9818.465572307092
2025-07-19,8902.88161827073
