date,underlying_price,strike,expiry_date,option_price
2023-03-25,8968.88049977165,84.44444444444444,2023-10-29,8884.436055327205
2023-03-26,8463.105498209648,111.11111111111111,2024-01-14,8351.994387098537
2023-03-27,8998.550405328244,97.77777777777777,2023-09-06,8900.772627550466
2023-03-28,11947.180756028074,80.0,2023-11-23,11867.180756028074
2023-03-29,10624.5262856643,88.88888888888889,2023-06-26,10535.637396775412
2023-03-30,8948.293701665485,120.0,2023-11-27,8828.293701665485
2023-03-31,11023.93032145533,111.11111111111111,2023-12-01,10912.819210344218
2023-04-01,10143.472720273276,93.33333333333333,2023-12-12,10050.139386939942
2023-04-02,12075.080970076264,106.66666666666667,2023-09-09,11968.414303409598
2023-04-03,8645.20029914863,120.0,2023-07-17,8525.20029914863
2023-04-04,9317.389358280589,84.44444444444444,2024-02-13,9232.944913836143
2023-04-05,9198.06629263284,106.66666666666667,2024-02-05,9091.399625966174
2023-04-06,7423.954876290297,97.77777777777777,2023-10-08,7326.1770985125195
2023-04-07,10555.414620349993,97.77777777777777,2024-01-09,10457.636842572216
2023-04-08,10481.648450746769,102.22222222222223,2023-12-11,10379.426228524546
2023-04-09,9958.610943180269,115.55555555555556,2023-11-14,9843.055387624714
2023-04-10,9492.456972560956,102.22222222222223,2023-10-19,9390.234750338734
2023-04-11,7495.784220699253,111.11111111111111,2023-11-06,7384.673109588141
2023-04-12,9145.718465000089,106.66666666666667,2023-06-14,9039.051798333423
2023-04-13,9289.381779198638,115.55555555555556,2023-06-22,9173.826223643084
2023-04-14,8473.63393921864,93.33333333333333,2024-03-15,8380.300605885306
2023-04-15,9632.644172195382,84.44444444444444,2024-03-23,9548.199727750936
2023-04-16,10785.742017646262,106.66666666666667,2023-07-29,10679.075350979596
2023-04-17,14507.301686230485,102.22222222222223,2024-02-19,14405.079464008262
2023-04-18,10301.921894950898,80.0,2023-11-09,10221.921894950898
2023-04-19,10474.303638258194,115.55555555555556,2023-10-15,10358.74808270264
2023-04-20,9801.404814806097,115.55555555555556,2024-02-16,9685.849259250543
2023-04-21,6777.854889733352,84.44444444444444,2024-04-09,6693.410445288908
2023-04-22,9895.816894283367,88.88888888888889,2023-09-06,9806.928005394479
2023-04-23,10068.995489700015,97.77777777777777,2023-10-08,9971.217711922238
2023-04-24,16282.050903330213,97.77777777777777,2024-02-18,16184.273125552436
2023-04-25,9572.96245558624,80.0,2024-03-08,9492.96245558624
2023-04-26,10566.877825197935,111.11111111111111,2023-12-23,10455.766714086823
2023-04-27,9879.605215982256,111.11111111111111,2024-02-22,9768.494104871144
2023-04-28,7874.89065457566,93.33333333333333,2023-08-01,7781.557321242327
2023-04-29,12503.135713250918,106.66666666666667,2024-01-31,12396.469046584252
2023-04-30,11562.897880619485,120.0,2023-11-01,11442.897880619485
2023-05-01,11653.671684566878,88.88888888888889,2023-07-16,11564.78279567799
2023-05-02,8294.041919829973,102.22222222222223,2023-12-18,8191.819697607751
2023-05-03,13170.42478462859,120.0,2023-10-27,13050.42478462859
2023-05-04,7516.079766951714,120.0,2023-10-04,7396.079766951714
2023-05-05,11187.379647368683,115.55555555555556,2023-06-04,11071.824091813129
2023-05-06,15417.543235115954,80.0,2024-02-06,15337.543235115954
2023-05-07,8160.5179561489595,97.77777777777777,2023-10-11,8062.740178371182
2023-05-08,8883.142336095018,93.33333333333333,2023-12-14,8789.809002761684
2023-05-09,10148.695550366503,111.11111111111111,2023-08-13,10037.584439255392
2023-05-10,8995.457936134442,80.0,2023-06-12,8915.457936134442
2023-05-11,7295.678749751704,115.55555555555556,2024-04-07,7180.123194196149
2023-05-12,10085.789994647486,102.22222222222223,2024-03-30,9983.567772425264
2023-05-13,8044.222760350398,93.33333333333333,2023-11-01,7950.889427017065
2023-05-14,10936.801569401878,115.55555555555556,2023-12-20,10821.246013846323
2023-05-15,8277.409525101171,97.77777777777777,2023-07-04,8179.631747323394
2023-05-16,13563.76349671356,97.77777777777777,2024-01-27,13465.985718935783
2023-05-17,8505.935794464312,97.77777777777777,2024-04-23,8408.158016686535
2023-05-18,9327.831856449,80.0,2023-10-11,9247.831856449
2023-05-19,11706.196892020527,80.0,2024-04-14,11626.196892020527
2023-05-20,7777.555173232446,111.11111111111111,2023-11-07,7666.444062121334
2023-05-21,10411.457619671217,111.11111111111111,2023-07-28,10300.346508560106
2023-05-22,12920.865145807693,102.22222222222223,2024-02-27,12818.64292358547
2023-05-23,7213.240244305919,93.33333333333333,2024-05-19,7119.906910972586
2023-05-24,10322.66206384407,84.44444444444444,2024-01-15,10238.217619399626
2023-05-25,10479.190838608847,84.44444444444444,2024-01-19,10394.746394164402
2023-05-26,11632.227530778482,115.55555555555556,2023-10-17,11516.671975222927
2023-05-27,7768.093479441783,97.77777777777777,2024-02-05,7670.315701664005
2023-05-28,7639.434517377941,93.33333333333333,2023-11-07,7546.101184044608
2023-05-29,11043.071526453146,120.0,2024-03-04,10923.071526453146
2023-05-30,10557.23959008631,80.0,2024-02-02,10477.23959008631
2023-05-31,10459.52950344708,106.66666666666667,2023-09-28,10352.862836780414
2023-06-01,10662.197574072534,88.88888888888889,2023-08-15,10573.308685183645
2023-06-02,8683.372262184486,102.22222222222223,2023-08-08,8581.150039962264
2023-06-03,10421.444417479894,97.77777777777777,2023-11-21,10323.666639702116
2023-06-04,10548.982414473192,97.77777777777777,2023-10-11,10451.204636695415
2023-06-05,8623.96213411748,97.77777777777777,2024-05-27,8526.184356339703
2023-06-06,14448.199565249115,80.0,2024-01-11,14368.199565249115
2023-06-07,10937.327620939723,80.0,2023-08-10,10857.327620939723
2023-06-08,7839.336553985416,88.88888888888889,2023-12-01,7750.447665096527
2023-06-09,11344.41586667138,120.0,2023-08-07,11224.41586667138
2023-06-10,8186.435464953971,93.33333333333333,2024-06-07,8093.102131620638
2023-06-11,11644.475106679265,97.77777777777777,2023-10-02,11546.697328901488
2023-06-12,12542.639792349388,84.44444444444444,2024-04-17,12458.195347904943
2023-06-13,8442.499747214888,111.11111111111111,2024-04-07,8331.388636103777
2023-06-14,12062.363286688169,84.44444444444444,2023-12-14,11977.918842243724
2023-06-15,10804.590524562847,115.55555555555556,2023-10-24,10689.034969007293
2023-06-16,11726.215062239295,84.44444444444444,2024-02-15,11641.77061779485
2023-06-17,14538.11037981039,115.55555555555556,2023-12-13,14422.554824254836
2023-06-18,9471.973532083828,106.66666666666667,2023-10-08,9365.306865417162
2023-06-19,8556.29846342033,111.11111111111111,2023-11-05,8445.187352309218
2023-06-20,8327.07305997933,84.44444444444444,2024-04-19,8242.628615534884
2023-06-21,8450.730184586651,106.66666666666667,2024-02-06,8344.063517919985
2023-06-22,9796.20009546492,102.22222222222223,2024-04-30,9693.977873242697
2023-06-23,10650.909653363595,93.33333333333333,2024-01-11,10557.57632003026
2023-06-24,10514.476972905743,106.66666666666667,2024-06-14,10407.810306239076
2023-06-25,11738.236108453433,93.33333333333333,2024-02-15,11644.9027751201
2023-06-26,9974.334915164254,84.44444444444444,2023-09-26,9889.890470719809
2023-06-27,13304.758090792508,120.0,2023-10-07,13184.758090792508
2023-06-28,9435.54122163211,106.66666666666667,2024-04-03,9328.874554965443
2023-06-29,17140.5798072303,111.11111111111111,2023-11-29,17029.46869611919
2023-06-30,11274.554546743875,84.44444444444444,2023-11-27,11190.11010229943
2023-07-01,8381.13540960816,97.77777777777777,2024-04-30,8283.357631830382
2023-07-02,8030.416602670006,80.0,2023-11-28,7950.416602670006
2023-07-03,10956.242553775488,106.66666666666667,2024-06-13,10849.575887108822
2023-07-04,9513.59996307907,111.11111111111111,2024-01-13,9402.488851967959
2023-07-05,11475.507778581827,102.22222222222223,2024-05-15,11373.285556359604
2023-07-06,10936.025508238974,97.77777777777777,2024-04-25,10838.247730461197
2023-07-07,9804.575107828026,102.22222222222223,2024-06-20,9702.352885605804
2023-07-08,8398.52557277732,84.44444444444444,2024-01-14,8314.081128332875
2023-07-09,7348.127082671375,80.0,2024-06-10,7268.127082671375
2023-07-10,9098.521398072071,106.66666666666667,2023-11-05,8991.854731405405
2023-07-11,11807.024676014384,106.66666666666667,2023-12-29,11700.358009347718
2023-07-12,10383.662482602169,120.0,2024-02-29,10263.662482602169
2023-07-13,7754.452164546094,120.0,2024-06-15,7634.452164546094
2023-07-14,10299.044172840711,84.44444444444444,2024-03-26,10214.599728396266
2023-07-15,10745.406736649145,84.44444444444444,2024-07-12,10660.9622922047
2023-07-16,8336.4996310878,80.0,2024-03-23,8256.4996310878
2023-07-17,10259.046771805628,120.0,2023-09-25,10139.046771805628
2023-07-18,10064.925434764418,111.11111111111111,2024-02-28,9953.814323653307
2023-07-19,7915.484049556406,111.11111111111111,2023-10-24,7804.3729384452945
2023-07-20,10686.40506627785,80.0,2024-05-08,10606.40506627785
2023-07-21,11129.194740154438,111.11111111111111,2023-08-21,11018.083629043327
2023-07-22,12354.559134522306,115.55555555555556,2023-12-23,12239.00357896675
2023-07-23,12282.497940866911,93.33333333333333,2023-12-09,12189.164607533578
2023-07-24,7552.518119495211,80.0,2023-11-16,7472.518119495211
2023-07-25,8247.003308463767,80.0,2023-12-21,8167.003308463767
2023-07-26,11027.828706561831,88.88888888888889,2023-12-29,10938.939817672943
2023-07-27,11025.073601552409,97.77777777777777,2024-05-06,10927.295823774632
2023-07-28,11027.85609773159,97.77777777777777,2024-02-25,10930.078319953813
2023-07-29,21498.027895522497,115.55555555555556,2023-09-12,21382.472339966942
2023-07-30,11151.711781694326,120.0,2023-10-29,11031.711781694326
2023-07-31,12485.001389709634,84.44444444444444,2024-02-03,12400.556945265189
2023-08-01,12039.769072894607,84.44444444444444,2024-05-24,11955.324628450162
2023-08-02,11332.709125473135,102.22222222222223,2023-10-05,11230.486903250912
2023-08-03,9340.511900546267,115.55555555555556,2024-05-25,9224.956344990713
2023-08-04,11579.181079311806,80.0,2023-11-05,11499.181079311806
2023-08-05,8523.694418901867,115.55555555555556,2023-10-23,8408.138863346312
2023-08-06,9488.221484788799,115.55555555555556,2024-05-16,9372.665929233244
2023-08-07,9028.102364421497,115.55555555555556,2024-02-01,8912.546808865942
2023-08-08,10112.676489932266,97.77777777777777,2024-07-27,10014.898712154489
2023-08-09,15805.320444456387,115.55555555555556,2024-07-07,15689.764888900832
2023-08-10,6848.035812724265,93.33333333333333,2024-06-10,6754.702479390932
2023-08-11,11412.017251871268,84.44444444444444,2024-02-28,11327.572807426823
2023-08-12,7205.695339946424,102.22222222222223,2024-03-29,7103.473117724201
2023-08-13,9052.387488900358,93.33333333333333,2024-07-31,8959.054155567024
2023-08-14,12369.144520321355,102.22222222222223,2023-10-17,12266.922298099133
2023-08-15,10077.154295436623,88.88888888888889,2024-04-16,9988.265406547735
2023-08-16,8019.4188079840715,102.22222222222223,2023-11-18,7917.196585761849
2023-08-17,8622.319785813996,84.44444444444444,2023-09-23,8537.87534136955
2023-08-18,11396.820999203865,84.44444444444444,2024-07-13,11312.37655475942
2023-08-19,8596.38340633019,115.55555555555556,2024-08-14,8480.827850774634
2023-08-20,10388.57479559564,106.66666666666667,2023-12-03,10281.908128928973
2023-08-21,10039.51970514883,88.88888888888889,2024-03-11,9950.630816259942
2023-08-22,8732.876726306615,80.0,2023-11-06,8652.876726306615
2023-08-23,15274.789509099384,111.11111111111111,2023-10-06,15163.678397988273
2023-08-24,11293.176699881946,102.22222222222223,2024-02-16,11190.954477659723
2023-08-25,6635.18393729142,106.66666666666667,2023-10-19,6528.517270624753
2023-08-26,10326.421139033304,115.55555555555556,2024-07-28,10210.86558347775
2023-08-27,8715.104014845454,97.77777777777777,2023-12-27,8617.326237067677
2023-08-28,11797.66433261331,80.0,2024-05-15,11717.66433261331
2023-08-29,8490.184735887207,120.0,2023-10-18,8370.184735887207
2023-08-30,9722.741428858633,106.66666666666667,2024-07-31,9616.074762191967
2023-08-31,11005.689460895326,97.77777777777777,2023-11-06,10907.911683117549
2023-09-01,11829.139609951142,88.88888888888889,2024-07-02,11740.250721062253
2023-09-02,7825.24953672289,115.55555555555556,2024-03-06,7709.693981167335
2023-09-03,9304.65357891245,80.0,2024-03-29,9224.65357891245
2023-09-04,9046.933357602196,80.0,2024-02-12,8966.933357602196
2023-09-05,8729.857620445651,80.0,2024-08-10,8649.857620445651
2023-09-06,14161.19893259402,88.88888888888889,2023-11-02,14072.31004370513
2023-09-07,10787.750195108356,102.22222222222223,2024-06-22,10685.527972886133
2023-09-08,7730.999194434538,120.0,2023-12-22,7610.999194434538
2023-09-09,11953.059807236914,88.88888888888889,2023-12-14,11864.170918348025
2023-09-10,15208.373227489246,111.11111111111111,2024-04-20,15097.262116378135
2023-09-11,12230.19579673845,120.0,2024-03-20,12110.19579673845
2023-09-12,7341.483352391599,84.44444444444444,2024-06-24,7257.038907947154
2023-09-13,9030.14199790086,115.55555555555556,2023-12-23,8914.586442345306
2023-09-14,12817.31686701599,88.88888888888889,2024-01-08,12728.427978127102
2023-09-15,8635.49481939551,97.77777777777777,2024-07-02,8537.717041617732
2023-09-16,10871.870795597022,120.0,2024-05-16,10751.870795597022
2023-09-17,11615.515153741479,111.11111111111111,2024-03-17,11504.404042630367
2023-09-18,8264.99240791788,84.44444444444444,2024-05-14,8180.547963473436
2023-09-19,9830.696987775813,102.22222222222223,2023-12-18,9728.47476555359
2023-09-20,5202.615287150357,97.77777777777777,2024-07-13,5104.83750937258
2023-09-21,8105.455704695108,120.0,2024-07-08,7985.455704695108
2023-09-22,9458.38147253114,115.55555555555556,2024-05-26,9342.825916975586
2023-09-23,7751.282167219671,97.77777777777777,2024-07-31,7653.504389441893
2023-09-24,13789.35844878559,84.44444444444444,2024-03-07,13704.914004341144
2023-09-25,7473.673395956192,97.77777777777777,2024-01-25,7375.895618178414
2023-09-26,9110.30335342619,93.33333333333333,2024-02-11,9016.970020092856
2023-09-27,10211.995129734301,106.66666666666667,2024-06-23,10105.328463067635
2023-09-28,13272.172695472223,102.22222222222223,2024-03-17,13169.95047325
2023-09-29,7465.127247824097,84.44444444444444,2024-08-14,7380.682803379653
2023-09-30,12554.104418851572,97.77777777777777,2024-06-22,12456.326641073794
2023-10-01,9968.812994970804,106.66666666666667,2024-09-06,9862.146328304138
2023-10-02,8175.2653649135045,106.66666666666667,2024-04-25,8068.598698246838
2023-10-03,10911.699932391695,97.77777777777777,2024-03-21,10813.922154613918
2023-10-04,10352.487677251238,115.55555555555556,2024-05-09,10236.932121695683
2023-10-05,8823.084554163039,93.33333333333333,2023-12-22,8729.751220829705
2023-10-06,10088.289785405506,88.88888888888889,2024-09-01,9999.400896516618
2023-10-07,9210.574145039582,93.33333333333333,2024-05-13,9117.240811706248
2023-10-08,10176.878933565016,97.77777777777777,2024-03-21,10079.101155787239
2023-10-09,11357.076637302001,102.22222222222223,2023-12-20,11254.854415079779
2023-10-10,13662.000190248358,88.88888888888889,2024-02-06,13573.11130135947
2023-10-11,7766.750044898549,84.44444444444444,2024-08-30,7682.305600454105
2023-10-12,15241.494076015693,93.33333333333333,2024-07-12,15148.16074268236
2023-10-13,6732.842029098637,97.77777777777777,2024-05-21,6635.0642513208595
2023-10-14,9650.964784277867,93.33333333333333,2024-09-25,9557.631450944533
2023-10-15,11190.64709141458,88.88888888888889,2024-02-27,11101.75820252569
2023-10-16,10523.525561148155,111.11111111111111,2024-09-19,10412.414450037044
2023-10-17,8783.500365134796,120.0,2024-07-05,8663.500365134796
2023-10-18,9542.83352858261,93.33333333333333,2024-08-07,9449.500195249277
2023-10-19,9014.322669167927,84.44444444444444,2023-12-24,8929.878224723481
2023-10-20,8842.255185686214,84.44444444444444,2024-09-18,8757.810741241768
2023-10-21,11790.985825052527,80.0,2023-12-30,11710.985825052527
2023-10-22,10684.755481144468,93.33333333333333,2023-12-07,10591.422147811134
2023-10-23,8661.024238751092,120.0,2024-08-24,8541.024238751092
2023-10-24,11909.481911088307,115.55555555555556,2024-09-24,11793.926355532752
2023-10-25,10579.041334102401,106.66666666666667,2024-01-21,10472.374667435735
2023-10-26,11704.663250014559,120.0,2024-05-25,11584.663250014559
2023-10-27,11283.490902804204,106.66666666666667,2024-01-05,11176.824236137538
2023-10-28,8428.475427446283,106.66666666666667,2024-01-04,8321.808760779617
2023-10-29,8894.016070387946,111.11111111111111,2024-06-06,8782.904959276835
2023-10-30,11552.1738113149,80.0,2024-08-21,11472.1738113149
2023-10-31,11240.113700223697,120.0,2024-04-24,11120.113700223697
2023-11-01,9906.93075251366,120.0,2024-10-28,9786.93075251366
2023-11-02,10184.636748155275,111.11111111111111,2024-04-06,10073.525637044164
2023-11-03,12844.91336849716,93.33333333333333,2024-01-17,12751.580035163826
2023-11-04,8838.353726200716,93.33333333333333,2024-01-17,8745.020392867382
2023-11-05,11098.7710196713,93.33333333333333,2023-12-05,11005.437686337966
2023-11-06,9554.157274956615,102.22222222222223,2024-05-21,9451.935052734392
2023-11-07,9524.607057542677,106.66666666666667,2024-03-23,9417.94039087601
2023-11-08,12393.47689578937,102.22222222222223,2023-12-26,12291.254673567148
2023-11-09,11734.088783298808,80.0,2024-11-04,11654.088783298808
2023-11-10,11706.179142234269,111.11111111111111,2024-02-19,11595.068031123157
2023-11-11,12916.565933923119,120.0,2024-03-28,12796.565933923119
2023-11-12,9990.310520719597,106.66666666666667,2024-09-04,9883.64385405293
2023-11-13,11402.190673312933,102.22222222222223,2024-08-08,11299.96845109071
2023-11-14,9349.86173683763,102.22222222222223,2024-10-09,9247.639514615408
2023-11-15,10614.78857623405,97.77777777777777,2024-03-13,10517.010798456273
2023-11-16,9692.82863530334,102.22222222222223,2024-03-27,9590.606413081117
2023-11-17,10143.30721188704,115.55555555555556,2024-08-22,10027.751656331486
2023-11-18,11205.965966872116,120.0,2023-12-25,11085.965966872116
2023-11-19,8446.657241326957,115.55555555555556,2024-05-19,8331.101685771402
2023-11-20,15118.094869875798,120.0,2024-06-10,14998.094869875798
2023-11-21,8135.290343615982,111.11111111111111,2024-05-26,8024.179232504871
2023-11-22,7803.537717902128,120.0,2024-07-23,7683.537717902128
2023-11-23,12541.423953965923,115.55555555555556,2024-06-16,12425.868398410368
2023-11-24,11655.141880801191,120.0,2024-06-15,11535.141880801191
2023-11-25,11271.06554281884,111.11111111111111,2024-05-18,11159.954431707729
2023-11-26,11280.5951799603,111.11111111111111,2024-11-13,11169.48406884919
2023-11-27,9924.09414553459,80.0,2024-06-04,9844.09414553459
2023-11-28,8314.19281951245,120.0,2024-05-02,8194.19281951245
2023-11-29,10100.407995695005,97.77777777777777,2024-03-19,10002.630217917227
2023-11-30,8688.34580241752,93.33333333333333,2024-05-24,8595.012469084186
2023-12-01,12090.727707669088,84.44444444444444,2024-08-25,12006.283263224643
2023-12-02,9660.094499229635,111.11111111111111,2024-03-24,9548.983388118524
2023-12-03,8434.373738413437,88.88888888888889,2024-04-23,8345.484849524548
2023-12-04,9329.092457346096,93.33333333333333,2024-08-14,9235.759124012762
2023-12-05,10804.915806711613,106.66666666666667,2024-11-30,10698.249140044947
2023-12-06,8887.715091796912,120.0,2024-09-03,8767.715091796912
2023-12-07,8439.903103319952,115.55555555555556,2024-05-27,8324.347547764397
2023-12-08,10445.302431998043,84.44444444444444,2024-02-16,10360.857987553598
2023-12-09,10447.975433579863,88.88888888888889,2024-09-21,10359.086544690974
2023-12-10,8989.221710490605,93.33333333333333,2024-10-19,8895.888377157271
2023-12-11,9054.00540404922,120.0,2024-04-23,8934.00540404922
2023-12-12,10421.019731840277,80.0,2024-07-30,10341.019731840277
2023-12-13,7446.901491571559,106.66666666666667,2024-11-13,7340.234824904892
2023-12-14,7507.647383095779,84.44444444444444,2024-12-08,7423.202938651335
2023-12-15,8616.905786526902,97.77777777777777,2024-10-05,8519.128008749125
2023-12-16,9532.676008885135,80.0,2024-08-11,9452.676008885135
2023-12-17,10586.678019970024,88.88888888888889,2024-03-06,10497.789131081136
2023-12-18,13362.952649588802,84.44444444444444,2024-05-13,13278.508205144357
2023-12-19,11810.002378972238,80.0,2024-08-05,11730.002378972238
2023-12-20,9635.239906267472,106.66666666666667,2024-02-26,9528.573239600806
2023-12-21,9910.667134752213,97.77777777777777,2024-02-16,9812.889356974436
2023-12-22,8140.967529576768,80.0,2024-10-05,8060.967529576768
2023-12-23,9911.664340567559,102.22222222222223,2024-04-14,9809.442118345336
2023-12-24,9390.35575629553,97.77777777777777,2024-06-25,9292.577978517753
2023-12-25,10611.71541966905,88.88888888888889,2024-05-19,10522.826530780161
2023-12-26,8431.449631780772,106.66666666666667,2024-01-26,8324.782965114106
2023-12-27,11037.341545949752,120.0,2024-04-27,10917.341545949752
2023-12-28,13517.196499473554,115.55555555555556,2024-07-10,13401.640943917999
2023-12-29,9734.369567118349,115.55555555555556,2024-11-18,9618.814011562794
2023-12-30,10780.697337039639,115.55555555555556,2024-10-12,10665.141781484084
2023-12-31,11420.885097091535,84.44444444444444,2024-04-19,11336.44065264709
2024-01-01,9181.318416072121,88.88888888888889,2024-10-24,9092.429527183232
2024-01-02,10404.447961995707,106.66666666666667,2024-09-22,10297.781295329041
2024-01-03,9973.51806834638,97.77777777777777,2024-12-18,9875.740290568603
2024-01-04,10144.68706645441,84.44444444444444,2024-12-09,10060.242622009964
2024-01-05,8523.379782216169,88.88888888888889,2024-11-30,8434.49089332728
2024-01-06,9997.318848129995,120.0,2024-09-04,9877.318848129995
2024-01-07,10990.31648182308,102.22222222222223,2024-04-07,10888.094259600857
2024-01-08,13298.39868779174,106.66666666666667,2024-03-26,13191.732021125074
2024-01-09,12052.46341981835,115.55555555555556,2024-06-13,11936.907864262796
2024-01-10,15303.03842434124,80.0,2024-09-18,15223.03842434124
