IPO_Date,Company_Age,Revenue,Profit_Margin,Sector,IPO_Price,Opening_Price,Closing_Price,IPO_Return
2024-01-24,78,540365933.6627103,-0.33264026686137205,0,135.03942143073348,125.33438580070434,141.9704610774905,0.05132604667083978
2023-10-10,53,35153578.17321902,0.4720252564965911,1,199.57238391193812,26.500937541396993,158.69982227850085,-0.2048006885134589
2024-01-01,51,986706287.3768045,-0.27151325324522924,3,95.83050043647432,141.93214123919466,169.2376828308904,0.7660106339847137
2024-01-06,39,123847837.7210971,0.4774521179903679,1,77.3984257787404,110.1194269541685,210.70991514459038,1.7224056952650273
2023-12-08,51,231899781.51521897,0.03191270652426337,3,86.13379169854866,220.65985716702997,61.711097746175206,-0.28354369952559483
2023-08-29,70,52645140.40428543,-0.36421095293606287,2,31.877773895088215,58.95870486625297,38.91563738523231,0.22077650444808822
2024-06-09,6,640362963.8700768,-0.40069779724630705,1,177.8219842709825,208.3515062781239,214.36892125550216,0.20552541427513177
2023-10-26,67,225476475.79570732,-0.29113592929426,3,88.81687454905688,143.84528588450866,47.587075574235975,-0.46421132452761715
2023-12-28,7,180830427.03525078,0.42563733002533577,1,83.58213817071984,23.10647277123257,243.94241952068688,1.9185951072754897
2023-11-23,51,89467028.63901815,-0.08584977567177321,1,135.34115185679013,243.24287231811633,212.2091750556729,0.5679575069689068
2024-01-26,72,104205648.16689165,-0.10456573200708563,3,93.98634997691347,133.02765858476798,130.2103854135038,0.3854180468279519
2024-06-21,42,585086029.7421461,-0.18679373892982598,3,133.16435907349074,79.8104450155798,245.54114198128605,0.8438953462448372
2024-02-26,64,688519658.0007288,-0.3529381494334116,4,21.674795124849627,122.65764207742194,33.37041498592101,0.5395954053407701
2024-07-17,15,397981609.4759366,-0.012148802807593562,1,164.6074353072232,215.88586804419737,82.7357826820244,-0.49737517914906826
2023-10-05,29,480417184.5104812,-0.3699522174888613,0,188.6957510470865,83.17674985241524,163.17385960974676,-0.1352541925068101
2024-05-28,33,686281768.2470012,0.3354802363823276,1,133.26542337028332,56.242335156808075,94.0016484335629,-0.2946283735401075
2023-08-22,94,18362410.39529416,-0.12960301372469352,1,191.36752648317403,40.977099263411546,232.80941247539005,0.2165565221738903
2023-09-09,27,323807526.41320825,-0.12519643221820365,3,38.77213973029303,81.4862556136507,25.750261162676217,-0.3358565882151378
2024-07-23,36,973124650.3222761,-0.025993571516844116,1,100.7090760012672,197.21154088961043,141.85883969463148,0.4086003499113277
2023-08-23,29,580532117.4657726,-0.055872286834248386,1,124.34327944963498,123.19032764686281,151.80790417482748,0.2208774358112133
2024-03-25,38,254970355.31759575,0.49485797305932155,0,120.52996301002547,64.59558488644959,166.65474970653378,0.3826831564917325
2024-03-18,57,522208316.5895769,0.04538112121830251,3,86.27773802691821,49.88439990633981,71.35989359963546,-0.1729049088262892
2024-05-30,97,343310834.63279444,-0.4117982962101293,1,74.23603777958967,89.85507436249098,97.49594260476746,0.31332362988226237
2024-03-15,27,532712743.8374728,0.10687734157692996,2,34.09656428457957,235.58184949257011,212.48332711959463,5.231810494047104
2024-05-12,55,126615770.29484218,-0.34841570713012004,4,84.43106560683286,92.32641102160585,56.78626455283836,-0.3274245191068304
2024-02-20,33,133581939.16545811,-0.469062355268658,0,40.905554870042174,247.14977822911248,208.44828332160688,4.095842948075183
2023-10-17,68,144398819.67735347,0.47074215367724814,1,149.52947853352148,126.45530938368549,145.0373014966582,-0.030042083212750863
2023-11-14,86,939879972.1349149,0.2735388915345639,2,49.6778777439721,52.99934038963621,192.92500268657972,2.8835194144337053
2023-12-14,66,733166019.4230005,0.4801089924137669,1,21.127408004061433,223.87362203044225,181.26576790323318,7.579650086200234
2024-06-21,10,163219512.76765856,-0.02212155197775756,1,114.94956618527452,120.48528955235845,59.80275889237096,-0.4797478504966126
2024-07-04,5,189160734.68183583,0.032257531148976115,3,123.0936492166863,180.32112244108586,146.51505674412948,0.19027307807093777
2024-03-19,74,731098645.3960055,-0.3316630440808698,3,175.66348164329605,246.09077997019642,218.25355667322216,0.24245264087620627
2024-01-13,97,157007680.94738176,-0.2530925733324144,3,119.62650635935955,22.04208407679376,113.70789683246304,-0.04947573666589358
2023-09-08,38,235326732.04149383,0.3385492149028282,2,75.64136220745469,33.20669434901611,241.98178485359603,2.199066989168368
2023-11-07,13,963383485.9875786,-0.14381435288240585,1,162.5722574900009,182.90961795106148,118.53162402441234,-0.27089882459371833
2024-06-29,31,256051218.2037034,0.326814973796419,4,112.65298970561,77.63800079091328,44.268552800292326,-0.6070361477668994
2024-06-14,47,661970718.0207756,0.2090137242870318,0,25.06325407992643,54.232335268023775,103.46432321864158,3.1281280909771345
2024-05-31,88,978652656.1131299,-0.3228290747281345,3,117.51160645951687,19.44685115673508,238.40857753372893,1.0288087680586808
2023-12-29,52,374922470.3726529,0.007446366119742143,3,182.52352363011585,15.243210876688433,86.73300384156502,-0.5248119140120834
2023-10-13,56,18498474.871200174,0.17738732151871683,1,85.29939884466191,195.8765447487498,218.34355836809507,1.559731502512918
2024-04-24,15,244903143.1319519,-0.2649627851961749,1,66.301902360962,42.264022568692,221.50016360365356,2.340781421289519
2024-02-11,29,831046314.1503638,0.33068851052007686,2,37.259196833423815,122.2529478330762,94.04476583967066,1.5240685208572897
2023-08-07,8,864744227.1190816,0.044827657545186805,2,38.77464916771789,155.41523564307593,29.98183793215171,-0.22676700948429723
2023-12-31,5,768750845.1592674,-0.3347579495573968,3,92.22658202494559,112.8044321365231,183.89389819811637,0.9939359581641709
2024-06-27,29,113996709.25749645,0.08298442616460244,1,123.17916659069061,16.505596560695945,84.76295176335665,-0.3118726639463828
2023-12-18,47,795714861.3247068,0.49971380415591404,4,25.31692698222433,198.04036062109813,197.90166742181736,6.816970344021975
2024-04-22,68,918759119.1965108,-0.34947850833658645,0,188.5180319147815,12.523173889996837,116.23716358250394,-0.38341620479547395
2024-03-23,76,601008933.0036899,0.3167569301195281,1,153.47538731458724,192.85357465059616,126.46401816222918,-0.17599805170708782
2023-11-18,45,940934480.9817268,-0.29269099681244204,1,121.45854447389591,224.39307850914946,196.69825761964884,0.6194682594926336
2024-07-27,2,827012044.8281655,0.2823883294600873,2,167.40334747840825,113.88158105372135,101.7671994547907,-0.39208384427368353
2023-12-27,27,667304545.4739164,0.23457792312141323,0,25.235483794301526,138.53019354347157,116.35056287749948,3.6105937110574766
2023-11-20,95,577608051.4750364,-0.19951061439956763,3,100.59938676929363,124.4760142282369,100.28571250470931,-0.003118053446028216
2023-08-08,36,349225093.5747285,-0.17417688243555018,1,129.71769410371604,103.41006846962532,98.16172366654719,-0.2432665077436407
2023-10-23,36,160128157.79756233,0.29252139196291915,3,167.44405216247495,222.98188848888645,136.22717845635026,-0.1864316665953247
2024-01-07,26,605348968.7678503,-0.03855448811268736,1,158.85921640936087,224.54404256079772,204.11186668027617,0.284860087401569
2024-07-17,43,318793442.06450135,0.2308180287118088,3,62.64315744554593,90.59592751396829,96.82439486141581,0.5456499769441338
2023-08-21,27,866572228.8601178,-0.35201585263416524,0,188.7672322162488,157.61674096352752,135.8211329290568,-0.2804835281291711
2024-06-20,69,993343600.4212699,0.3525577819015535,2,33.62570987186537,232.4578149150074,170.9745581062242,4.084637878508511
2024-02-04,20,752675334.852957,0.21088471668231912,0,176.27538753801892,240.89403974592437,74.66546711287721,-0.5764271566456013
2024-05-30,11,91391213.59176369,0.4069428088348339,4,194.47864742487752,132.15016970129142,76.60547317657421,-0.6060982828144921
2023-08-15,74,289396909.93510747,-0.36762762096502755,2,43.65916941229886,118.67795326823843,234.01915048562915,4.360137483964722
2023-12-14,38,110000522.13398397,0.09301450036059766,0,147.1925521987192,76.88663582284619,183.64829759946127,0.24767384528752873
2023-12-04,6,650861136.1439241,0.09912058504032517,4,17.654248567819707,240.1292495656984,148.52480229359412,7.412977857597758
2024-06-10,72,765425673.6912289,-0.14653925945321755,1,87.03033677643944,44.275433073488166,165.45281306094688,0.9010935633393723
2024-04-27,23,925749156.049831,-0.04153357543074221,1,108.09382684755806,149.159098251454,17.031866344820408,-0.8424344216359367
2023-12-23,47,438734174.06557566,-0.46201843671014653,3,120.32259292283048,77.81206420447333,158.34471173480725,0.3160014913937439
2023-12-14,90,901474273.9388559,0.245860038627012,2,187.8280771672263,76.96198968347119,132.28212957380845,-0.295727605963641
2023-12-08,46,878013267.8822862,0.049322479403174024,1,137.72763058589697,107.19246097028523,140.97992314706457,0.02361394403818794
2024-03-11,12,317878521.0486332,-0.4422589481308262,2,101.44281073165503,249.7103045957571,96.2617184393961,-0.05107402145987833
2024-02-12,90,869031724.9150305,0.18075589296048555,1,163.83825689051898,23.191913641557296,29.553735451106053,-0.8196163947785733
2024-07-03,13,376296579.6298448,-0.03321792276881208,3,190.6012359813377,148.85003636884755,56.40141606689252,-0.704086829361301
2024-06-26,62,297572405.2857205,-0.465538740575,0,14.19256824963526,29.817317928466522,238.17873117104122,15.781933120326004
2024-07-19,82,649425584.1355987,0.4696077268480954,3,196.67904172864735,47.08499919772456,108.08789494502415,-0.45043511502282974
2024-02-23,89,329052846.657196,0.4491121430894405,4,26.365106422099263,115.49510602549569,122.0039573994074,3.6274782830818975
2023-09-09,97,630578539.5808151,0.01290241614719756,1,164.73348806106466,132.5104315231459,22.65034956482536,-0.8625030658221166
2024-01-27,60,610221973.6931958,-0.4063275792940898,4,63.263602984768376,72.11017800748576,19.01589509055534,-0.6994180825405456
2023-12-02,43,563875488.4211104,0.2546212215985918,4,35.114134973235636,85.94971140985989,182.12354729122185,4.186616370588037
2024-05-07,76,381039284.5285649,-0.008068899894270953,2,93.57257154562863,30.872084861423936,139.1427193890667,0.48700326485327794
2023-10-22,68,548951221.9298253,-0.1975525217106201,1,132.35175009504655,82.77274812262013,132.089436211904,-0.0019819449531583563
2024-05-27,5,596888989.5104362,-0.008581822471443235,4,82.38085055446025,241.9740254513306,68.34988730144048,-0.1703182615691034
2024-02-13,37,546141201.6069779,0.022444145405464466,0,20.367427573712803,236.7297716013956,188.74017559118133,8.266765520982071
2024-06-17,72,444975033.29845035,0.0627116990223392,4,123.89761653515616,90.3707896328764,50.37677898603805,-0.5933999346004889
2024-05-31,92,15652389.989217546,-0.05877628634467347,0,181.4566224610282,147.0049447069028,55.58433847864481,-0.6936769916425466
2024-03-20,31,587474645.9934498,0.10575530313905668,2,82.81091952997782,228.30289386662665,120.57092112358612,0.4559785328786145
2023-10-22,9,169275940.7575769,0.41873471060637735,4,51.10322774985713,11.484117433815202,78.70716690686581,0.5401603846263086
2024-07-04,51,642933392.9782424,-0.13773191290140885,3,94.08969572723493,204.56405688102205,69.39111549595512,-0.26250037307890484
2024-04-15,29,759584983.5949432,0.2257164632199491,2,19.188915099268364,237.60869266934057,164.8570346927996,7.5912639583821635
2024-06-18,78,500944863.82161075,0.3944525568242322,0,165.8926410512522,31.918176240053697,166.23321885245068,0.002053001260575765
2023-08-27,40,542821301.3147585,-0.04402072424006309,2,167.0047540805355,48.74744464790105,207.884096751983,0.24477951478994472
2023-10-20,41,951527081.1063251,-0.05654416361809589,4,121.7200880516294,240.5791126651253,110.2500560735142,-0.09423285968417978
2023-09-05,86,847320194.0112016,0.10211698535477953,1,77.089548898294,139.00963447368312,27.540421846276057,-0.6427476585365577
2024-03-26,11,914322279.4355185,0.0914067594224881,1,161.95883924469885,13.407192273213688,75.67993238114984,-0.5327211979655692
2023-08-19,23,813952522.0312668,0.306589342326277,0,115.39053470978976,71.831679703247,245.20131116723607,1.1249690174668472
2023-12-14,1,109809423.5048847,-0.02351661622170731,0,166.92713862450307,117.98648182452631,153.1020580558485,-0.08282104804871564
2024-01-24,46,149842864.11422452,0.49612294963944115,1,129.97717059077394,176.29813864594425,180.33690035224487,0.3874505771480886
2023-12-20,21,527097173.4716906,-0.4405284311327192,0,159.03703991043147,185.9584907528319,11.765879110099489,-0.9260179948223008
2023-10-23,90,246823589.13920024,-0.49683215141929826,2,123.7269687113744,248.90116310210948,134.369375723805,0.08601525700719959
2024-04-02,36,477218779.566118,0.1401983115596238,3,88.68680296097658,79.00268785210217,19.006877807632748,-0.7856853875317161
2024-04-07,54,394970958.49453187,-0.2015650876381233,3,192.00971338596614,139.17282444843406,146.61525090194752,-0.23641753161085896
2023-12-12,87,549864824.1920229,-0.2596176113005162,2,112.8116267269805,137.9976514863052,230.9850039126581,1.047528349818705
2023-11-16,57,747128840.4196869,-0.18810091999571954,3,124.96700852270229,107.354862267337,242.42059132009788,0.9398767257524473
2023-08-08,1,715775416.1921751,-0.2439524348950457,4,51.89265148880236,50.598854522180844,139.7326420933418,1.6927250407216903
2024-01-16,63,521712898.352849,-0.46920995033955215,2,128.87364999118253,244.5895751641222,119.96915326053183,-0.06909478183678314
2024-03-17,54,822571025.398241,0.4715330423905887,0,118.60545340175933,214.79612479998065,236.80410261963857,0.9965701055709293
2023-09-18,55,431431229.4464953,-0.27925451154721825,2,45.11929560993474,129.59992679061693,171.66635967920683,2.8047216242757105
2024-02-18,40,896817575.5502822,0.2340297625893063,1,21.321548497097304,154.77890144416716,25.575827089218272,0.1995295319521536
2023-12-20,15,72208989.78510875,0.2625963946941753,0,124.8282707458065,64.54265285431896,121.77413864019941,-0.02446666998877493
2023-09-29,21,954705370.0032742,0.4292573980072293,1,155.1015311765609,140.50889689401924,67.65880443143294,-0.563777327546734
2023-12-11,47,655038388.3499168,-0.46945054290662,0,109.44626047518156,176.7928319491542,122.75303714768357,0.12158274403098043
2024-02-11,73,380694434.4282681,0.3720483384470077,3,53.08679881073268,133.6400868127813,119.31173728152682,1.247484119487071
2024-03-02,53,197956972.44630447,0.027226180839800218,2,136.63917557167662,247.6684409403859,149.71475267553808,0.09569420372419055
2023-09-21,9,479704046.2141563,0.13254410996582788,4,25.220088055824426,156.7219974994543,95.6249176838203,2.7916171217227888
2024-02-23,74,195363764.86211568,0.14447027712103366,0,93.94840391237138,99.03369102212056,49.42490786942273,-0.4739143422221106
2024-04-27,52,167165276.135399,0.31979780498472754,0,41.03968409569984,195.31648662780114,130.8926643015895,2.189416955461031
2023-12-12,57,617734405.6555612,-0.1665926778408895,1,45.04721970137784,50.91100277959409,209.24869224298288,3.645096714738705
2024-02-03,26,523561639.8572029,0.2330511898599934,3,48.43585034005869,102.28379528950397,169.36293473622456,2.4966441911757573
2024-04-10,41,670425938.5763308,0.028578109722197098,1,83.4743408383558,93.27014809062061,91.2082878220518,0.09265059066081673
2023-09-18,35,929676271.5445672,0.29339401430534773,1,19.718539067875547,113.63370282586655,234.52552546212573,10.893656251857061
2024-06-10,63,532727953.1257011,0.4905460327701334,3,85.58075377652865,197.6271582228943,228.92981709980373,1.6750151990667548
2023-11-07,25,581351121.2095349,-0.29934898259623877,4,107.22441495179316,126.2015277192178,60.24361585218371,-0.43815393276551307
2023-10-11,90,90536712.81578717,0.4946486415599979,1,101.82591414360179,200.56346806383107,19.460220428887112,-0.8088873486424782
2024-04-10,75,717918150.122721,-0.410187845717226,1,82.7289790765777,148.3573367535678,187.91409000418292,1.2714421488296272
2024-04-22,38,400505301.597352,-0.49768245209518613,0,169.43785553344296,92.09666431781328,208.62646272379678,0.2312860196853644
2024-04-10,2,976748513.4239163,-0.45583806382216874,3,37.61207155989578,204.39489848403338,242.28749582832526,5.441748241451996
2024-05-12,7,823350841.5800647,-0.1582175952632383,2,106.08238131846106,67.18952093274197,223.56073458119457,1.1074256799539741
2024-01-27,82,522958559.4756022,0.13290633067843416,4,21.787869221745318,63.85191515195092,154.12834436953955,6.0740439462392315
2024-04-10,91,124099431.51799388,-0.4309704591121504,4,23.519578986802852,131.08070177316057,137.2125614109714,4.833971836314042
2024-07-30,34,859556377.4873085,-0.49433418547043273,3,119.0345114386483,72.60381903090135,16.68185230302071,-0.8598570103627575
2024-03-24,91,799981314.3285977,0.4370910284587948,0,117.54350072868598,12.180888388291917,69.19754724274668,-0.4113026512417005
2023-12-25,17,185400544.40749595,0.32192663593992965,0,176.82636744044683,165.59140655171237,120.30754041590234,-0.3196289549044738
2024-06-08,43,295983010.93108976,0.30918317113903104,3,115.9959983754139,132.66251715337552,160.8409360200563,0.3866076267519549
2023-08-24,59,793613850.8896894,0.3844242755019771,0,192.36029387692153,116.92427547835868,143.74043999641856,-0.25275410481339544
2023-12-21,51,186043218.10086226,0.2000342727721044,4,19.252021195986657,242.07244350839568,188.23263752360572,8.777292244143453
2023-12-20,54,917834736.6822059,-0.39559587025191856,4,28.621460108340802,147.08780415109928,77.1440634128898,1.6953224301232857
2024-03-28,24,425102897.77116555,-0.10089981192627695,2,18.372513698372465,217.22357866945228,145.58862583659356,6.924262745249202
2024-03-24,25,87951923.62507099,0.2231494864646295,3,45.2026015633726,43.46805668923844,31.15413841379011,-0.31078881886669724
2024-06-09,71,815932894.8607767,-0.2196655392084791,1,112.84132107891884,146.60955115106265,109.27972565996967,-0.03156286531294917
2024-02-11,52,374136173.35534924,0.18740636413623757,1,132.65871447121134,218.31511041541668,190.03859990910425,0.4325376260927441
2023-12-27,70,526972694.9596272,-0.47550155173234765,2,18.661180010247072,149.94538174717553,176.41620482297057,8.453646807227537
2024-02-23,88,113192040.06680796,-0.1938626591204068,2,189.73446907066386,182.32340275048037,247.75425692132296,0.30579466206032635
2024-01-16,33,3581430.8301374028,0.04913033627717267,0,170.0114215635724,99.29045627492977,76.69387023706145,-0.5488898949745956
2023-11-28,49,638347220.5875044,0.13208982950624226,2,66.35637160984768,32.187884088895984,129.56543180175498,0.9525695672987444
2023-09-12,29,515659995.1633979,0.07704066446191082,2,24.665630743028913,119.89607083049714,89.08729930575922,2.6117989535271615
2024-01-11,63,593945030.554024,0.1977562760734295,1,42.27854391162088,104.6750538013258,115.74474737420194,1.737671089528412
2024-01-30,22,793950106.5301358,-0.49391125176016093,0,34.11943861344481,218.09444377094735,215.66803116865316,5.320972440726763
2024-03-31,26,646959307.5094372,-0.3990588000224785,2,33.4239180667999,68.55887256459334,174.21017804523677,4.212141128908534
