city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,85000,"== للايجار فيلا دبلكس راقية جدا وموقعها ممتاز 

== الموقع حى العارض شمال الملك سلمان 

==مواصفات الفيلا ،،،،،،

===== الدور الارضى ====


== مجلس رجال == مقلط طعام == صاله عائلية 

== مطبخ راكب بفتح على الصاله والحوش 

== حوش امامى وحوش خلفى صغير  

..."
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
 الرياض,   حي الياسمين ,جنوب,339,9,4,5,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,120000,"للايجار فيلا درج صاله فقط حي الياسمين
بناء شخصي  ساكنها المالك 
مساحه ٣٣٩م شارع ١٥ م جنوبي
مدخل سيارة غرفة سائق ملحق خارجي مجلس رجال ونساء وصاله طعام مطبخ
الدور الاول 4غرف نوم وصاله السطح غرفة وسطح
موسس بلا كامل
تكييف اسبلت
الايجار دفع واحده
١٢٠ الف
..."
 الرياض,   حي المونسية ,جنوب,350,0,3,3,2,1,0,1,1,0,0,1,0,1,0,0,1,0,0,65000,فله درج داخلي جديدة مجالس تحت وفوق ٣غرف نوم للاجار بالمونسيه.....خوجا...موقع ممتاز وديكورات جبسيه
 الرياض,   حي السليمانية ,شمال,200,10,4,5,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,90000,"للايجار فيلا بحي السليمانية مساحه 
دبلكس مجلس ومقلط وصاله 
الدور الاول علوي 
٤غرف نوم  وصاله 
السطح غرفه شغاله ومكان غسيل 
عليها ٩٠الف"
 الرياض,   حي العارض ,شرق,220,0,4,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,85000,"للايجار فيلا دبلكس فاخرة 
الفيلا شغل شخصى ممتاز
موقعها بحى العارض 
مواصفات الفيلا // الارضى 
مجلس رجال + مقلط طعام 
صاله عائلية + مطبخ + مستودع 
وحوش + مغاسل + دورتين مياة 
//// الدور العلوى ////
ثلاث غرف نوم ( غرفه ماستر رئيسيه )
//// السطح /////
غر..."
 الرياض,   حي العقيق ,شرق,900,20,5,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,200000,"لايجار فيلا درج صالة 
حي العقيق 
شارع تجاري ٣٠ 
الدور الارضي استقبال كامل 
مجالس رجال و صالة طعام و مجلس نساء مع صالة 
مطبخ كبير 

الدور العلوي 
خمس غرف نوم 
مع صالة 
مع السطح مع المنافع 

مطلوب ايجار ٢٠٠ الف 
قابل للتفاوض"
 الرياض,   حي المونسية ,شمال غربي,290,0,7,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,90000,"للإيجار فيلا جديده مستخدمه ثلاثة أشهر حي المونسية الغربيه موقع مميز جداً  قريبه من المطار ومن جميع الخدمات على شارعين  مطبخ راكب + فرن + ميكرويف +ثلاجات عدد ٢ +ومكيفات راكبة سبليت جميع الغرف + مكيف دولاب في الصاله  + غسالات اتوماتيك عدد ٣ 


 🔷 أسس ..."
 الرياض,   حي المرسلات ,غرب,400,18,5,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,150000,"عمرها 18 سنة, حالتها ممتازة , شارع 20 , رخام , جبس ,سيراميك ,مكيغات سبيلت , مطبخ , ستائر"
 الرياض,   حي العقيق ,غرب,375,13,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,80000,"فيلا للايجار بالعقيق
مكونه من
مدخل سياره وملحق خارجي وحوش ومجلس رجال ومقلط وصاله ومطبخ بداخله مستودع صغير وغرفه كبار سن
وفوق ٤ غرف نوم وصاله
والسطح غرفه شغاله 
بدون بدون بدون مطبخ ولا مكيفات
الايجار ٨٠الف

و"
 الرياض,   حي المونسية ,شرق,200,5,7,5,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,50000,"فيلا للايجار 

حي المونسية

دبلوكس

درج داخلي 

المكيفات سبيلت راكبة

المطبخ راكب

مجلس ومقلط وصالة ومطبخ

الدور الاول 4 غرف و صالة 

السطح 2 غرفة وسطح كبير


الايجار 50000 ريال

0568191192
0501690778
0582920639"
 الرياض,   حي الرحمانية ,شمال,450,12,7,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,130000,للايجار فله فاخره استعمال نظيف بموقع متميز حي الرحمانيه يتوسط موقعها مابين طريق الملك فهد وطريق التخصصي وطريق العروبه وطريق الملك عبدالله مكيفه بالكامل يوجد غرفة سائق ومدخل سياره وغرفه خادمه الرجاء الاتصال
 الرياض,   حي الرمال ,غرب,360,0,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,45000,"فرصة ذهبية
فيلا درج صالة بالرمال الذهبي ممتاذة جدا يوجد صور  تواصل معنا وتس اب"
 الرياض,   حي القادسية ,غرب,250,0,5,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,55000,"ايجار فيلا جديد دبلكس متلاصقه مشب مقلط مجلس رجال صالةغرفة كبارسن مطبخ هذا الارضي اربع غرف نوم ثنين غرفة نوم ماستر صاله كورنر صغير كوفي
الاول غرفة شغاله حمام سطح الثاني
باقي التفاصيل واتس......"
 الرياض,   حي النرجس ,شرق,270,0,4,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,100000,"للايجار فيلا درج صاله

شغل مودرن تصميم راقي جداً

بحي النرجس

عمرها سنة وحده

المساحه ٢٧٠م شارع ١٥شرقي 

تتكون من....
الدور الارضي استقبال بالكامل

حوش و مدخل سياره 🚐 و غرفة سائق
مجلس رجال و مقلط و صاله ومطبخ راكب
ومكيفات راكب اسبلت

الدور العلوي......"
 الرياض,   حي الرمال ,شمال غربي,350,0,4,4,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,40000,"للإيـجار فله ب حي الـرمال على شارعين  درج داخلي تتكون من :-ء

الدور الأرضي 
مجالس استقبال + غرفة كبار سن + مطبخ + مستدوع
.
الدور الثاني 
غرفتين ماستر+ غرفة نوم مع دورات مياة +صاله
.
الدور الثالث 
غرفه خادمه مع سطح 
.
الموقع ممتاز جدا وقريب من جميع ال..."
 الرياض,   حي طويق ,جنوب غربي,400,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,40000,فيلا للاجار على دفعتين
 الرياض,   حي الملقا ,شمال,200,0,4,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,120000,"ماشاء الله تبارك الله فيلا بحي الملقا بمدينة الرياض دبلوكس جديدة بناء شخصي للايجار.

الدور الأرضي: مجلس رجال بدورة مياه، صالة، مطبخ مع توصيلة غاز مركزي فقط، مجلس نساء دورة مياه. 

الدور الأول: غرفة نوم رئيسية مع دورة مياه مؤسس لها جاكوزي، صالة، غرفة ..."
 الرياض,   حي الياسمين ,شمال,300,3,4,3,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,110000,"للايجار فيلا دبلكس حي الياسمين
4 غرف نوم تحت مجالس مودرن مفتوحه علي بعض
مطبخ راكب ومكيفات 
غرفه خادمه غرفه غسيل غرفه سواق
مدخل سياره عمرها 3 سنوات
السعر 110 الف
لتواصل ابو زياد 0551613918"
 الرياض,   حي النرجس ,غرب,300,0,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,70000,"فله مساحه ٣٠٠ م بحي النرجس شمال سلمان مباشره للايجار .
الارضي مجلس رجال وغرفه طعام وصالتين 
وغرفه خادمه مستقله 
ملحق مستقل بحمام
مطبخ راكب ..
بوفيه 
غرفة ملابس وغساله اوتماتيك .
الدور الاول ٣ غرف بحماماته منها وحده ماستر 
صاله بحمام..مكيفات راكبه اسب..."
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
 الرياض,   حي المعيزلة ,غرب,300,5,5,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,45000,"إيجار فيلا درج داخلي حي المعزلية مساحة 300 متر 
الدور الارضي يتكون من
 مدخل سيارة و حوش و مجلس رجال مع حمام مياه و مقلط 
و صالة و حمام و مطبخ 
الدور الاول يتكون من
 صالة و أربع غرف نوم كلها  ماستر 
شارع 20 غربي الفيلا قريبة من الحديقة و الخدمات 
الاي..."
 الرياض,   حي النزهة ,شمال,300,0,7,5,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,125000,فيلا فاخره جديده في حي النزهه مكونه من مجلس - صاله طعام - صاله - ٤ غرف نوم -  مطبخ جديد - غرفه خادمه - غرفه غسيل ومستودع -غرفه سائق - مدخل سياره - وجميع الغرفه بها مكيفات اسبلت جديده - قريبه جداً من مدارس الرواد العالميه - قريبه من مستشفى الحمادي - ا...
 الرياض,   حي المعيزلة ,غرب,250,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,55000,"فيلا للايجار     لن تستخدم  جديده   كن انت اول مستأجر  لمن يبحث عن الجميل والمنزل الراقي 
الفيلا علي شارع ٢٠
حي القادسيه الجديده 
تتكون من دور ارضي 
مقلط 
ومجلس
٢ دوره مياه 
مطبخ 
وصاله 
درج اعلا تتكون من 
٢ غرف ماستر 
٢ غرف عادي 
٢دوره مياه 
وصاله 
..."
 الرياض,   حي السليمانية ,غرب,375,10,4,5,3,1,1,1,1,0,1,0,1,1,1,1,1,0,0,110000,"فيلا للايجار تقع في قلب حي العليا وجنوب طريق خريص خلف مستشفى ادما  وبالقرب 

التكييف مركزي لكامل الفيلا 

الدور الارضي مجلس - صالة طعام - وصاله ومطبخ ودورتين مياه وغرفة سائق ومدخل سياره ومسبح 

الطابق العلوي اربع غرف نوم ودورتين مياه 

القبو صالتين و..."
 الرياض,   حي الرمال ,شمال,300,0,4,4,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,45000,"درج داخلى الرمال الواحه جديد موقع مميز 
يوجد ٤ مكيفات ومطبخ راكب جديد 
مطلوب ٤٥ألف 
الفيلا بحاله جيده 
مطلوب عائله خفيفه"
 الرياض,   حي المونسية ,جنوب,312,0,3,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,65000,"جديدددددددد🔄
فيلا درج داخلي،
استقبال تحت،
و٣ غرف نوم فوق،
وفوق غرفة غسيل..
المساحة ٣١٢ م
الشارع ١٥ جنوبي،
للايجار ٦٥ الف السنة.."
 الرياض,   حي الرمال ,جنوب,312,0,5,5,5,0,1,1,1,1,0,1,1,1,0,0,1,0,0,50000,"فيلا زاوية درج داخلى 
استقبال تحت أرضى مجلس وصالة وثلاثة غرف ومقلط..
فوق ثلاثة غرف نوم و صالة 
جديد بناء شخصى ..
حى الملك خالد طريق الثمامة...
55 الف دفعتين 
50 الف دفعة واحدة 
السعر قابل للتفاوض البسيط 
أضواء المساكن
أبو صلاح .....
رجاء مراسلتنا توا..."
 الرياض,   حي الرمال ,غرب,300,0,3,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000,"فيلا درج صالة جديدة برمال الواحة

فيلا للايجار بالخنيني
درج داخلي نظيفة جدا 
٣ غرف نوم وغرفة خادمة وغرفة كبار السن ومشب وحوش ومدخل سيارة 
٥٥٠٠٠ الف


فيلا ٣٥٠ درج داخلي حي مطار الملك خالد جنوب١٥ يوجد مسبح 4غرف نوم إجمالي الغرف٦
غرفة سائق وغرفة خادمة ..."
 الرياض,   حي العارض ,شمال,400,0,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000,"فله تصميم حلو نظيفه الدور الارضي الحوش فيه حديقه واستقبال مجلس رجال ودورة مياه ومغاسل الدور الأول غرفه ماستر وغرفتين بينهم حمام وجناح وصاله الدور الثاني غرفة خادمه مع حمام مع غسيل وسطح 
المكيفات والمطبخ راكب
الإيجار في السنه ١٠٠الف دفعتين 
تأمين ٥ ال..."
 الرياض,   حي القادسية ,غرب,250,0,5,5,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,55000,"إيجار فيلا درج داخلي جديدة تمامآ تشطيب سوبر لوكس ممتازة جدآ
الدور الارضي يتكون من مدخل سيارة و حوش و مجلس رجال و مقلط و صالة كبيرة و مطبخ و اثنين غرفة كبار السن و ثلاث دورات مياه الدور الاول يتكون من أربع غرف نوم منهم اثنين ماستر و دورة مياه الدور ال..."
 الرياض,   حي القادسية ,غرب,250,0,5,5,2,0,1,1,0,0,0,1,0,0,0,1,1,0,0,55000,"إيجار فيلا حي القادسية مساحة ٢٥٠ متر درج داخلي تتكون من مشب
مقلط
مجلس رجال
صالة
غرفة كبار سن
مطبخ 
هذا الارضي اربع غرف نوم 
ثنين غرفة نوم ماستر 
صاله
كورنر صغير كوفي
الاول غرفة شغاله 
حمام
سطح
الثاني الايجار سنوي ٥٥ الف"
 الرياض,   حي الربيع ,جنوب غربي,327,10,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000,"للايجار فيلا بحي الربيع الشرقي مساحه 327م
زاوية جنوبيه غربية شوارع 15متر
تحت استقبال كامل 
مجلس ومقلط وصاله 
غرفه سائق 
مدخل سياره 
الدور الاول علوي 
4غرف نوم وصاله 
السطح غرفه شغاله ومكان غسيل 
ركب مكيفات 
بدون مطبخ
عليها 100الف"
 الرياض,   حي النرجس ,شمال,336,0,5,5,2,1,1,1,1,0,1,0,1,1,0,0,0,1,0,140000,"فله المساحه ٣٣٦متر درج صاله مجلس و صاله طعام وصاله ومطبخ ٢حمام مغاسل مصعد مسبح ٥غرف نوم غرفة سائق وغرفة خادمه العمر مايقارب سنه
الإيجار ١٤٠الف
تأمين ٥ الف
الموقع غير دقيق
0568811135 خالد"
 الرياض,   حي العارض ,شرق,325,7,5,5,4,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000,"فيلا للإيجار في حي النرجس

الأرضي: مجلس + صالة + مقلط + مجلس نساء + مطبخ + ملحق   
الأول: 5غرف نوم + 3غرف نوم ماستر+ غرفتين نوم ودورة مياه + غرفة ملابس

الثاني: غرفة خادمة + سطح 

مشاري

0556118008  

وائل الزارع

0535747576


   &&شركة باز التنمية ل..."
 الرياض,   حي المونسية ,جنوب,325,2,4,4,2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,50000,"نظيفه 
قريبه من طريق الثمامه"
 الرياض,   حي الياسمين ,شمال,312,9,6,5,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,85000,"فله مفصوله ٣١٢ م للايجار
تحت كراج ومجلسين رجال ونساء ومقلط 
٣ حمامات ومطبخ بدون سايق او ملحق
دور علوي
غرفتين بينهم حمام و٣ غرف وااسعه بحماماتها
وسطح به غرفتين وغسيل وسطح
الفله قرب مسجد
يوجد فيديو للجادين"
 الرياض,   حي ظهرة لبن ,شمال غربي,500,8,7,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,50000,"للإيجار فله في لبن دور ارضي مع مسروق على شارعين 20م
الدور الأرضي عباره عن مجلس ومقلط وصالة وغرفتين ومطبخ ودورتين مياه
والدور الثاني غرفتين ودورة مياه ( وممكن فتح شقة بجانب الدور المسروق ليصبح الدور العلوي ٤ غرف مع دورتين مياه + الغرفتين الأرضية ليصبح..."
 الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
 الرياض,   حي الروضة ,جنوب,352,30,7,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,1,80000,"الجزء الثاني (يوجد جزء ثالث واخير )
======================


فيلا مجددة بالكامل( درج بالصالة ) للايجار :
==========================

      فيلا (درج بالصالة) مجددة بالكامل حديثة التشطيب من اسقف جبسية ودهانات مختارة وادوات صحية وبلاط .

وتتكون الفيلا ..."
 الرياض,   حي النرجس ,شمال شرقي,450,0,5,4,3,1,1,1,0,0,1,1,0,1,1,0,1,0,0,110000,"للايجار فيلا درج صاله في حي النرجس 
شغله شخصية 
مكون من ٢ مدخل سياره 
وغرف سايق 
مدخل رجال ومدخل نساء 
وملحق خارجي وحمام
مجلس صاله مقلط 
٣غرف نوام ومطبخ راكب 
الدور الأول ٣غرف نوام وصاله 
٥حمام
مكيفات اسبلت راكب 
شغله شخصية 
الفلا تفتح علي ٣شوارع
غرب..."
 الرياض,   حي العقيق ,شمال,600,4,5,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,180000,"للإيجار فيلا ممتازه vip حي عقيق الموسىمكونه من الدور الارضي غرفة سائق بدورة مياه ملحق خرجي كراج سيارة حوش كبير
مجلس و مجلط و صاله كبيره و مطبخ و دورين مياه 
الدور الاول مكون من ٤ اجنحه وصاله كبيره و ٤ دورات مياه 
الدور الثاني مكون من غرفتين و صاله و ..."
 الرياض,   حي العليا ,شمال,500,27,5,5,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,115000,حي العليا جنوب شارع الامير سلطان
 الرياض,   حي عكاظ ,شرق,360,0,6,3,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000,"المساحه ٣٦٠  
حديقه وشلال و٦ غرف نوم وملحق خارجي مع مشب  
تحت استقبال مجلس رجال ومجالس نساء وصاله ومقلط ومدخل سياره جديده لم يسكن فيها احد من قبل
الموقع غير دقيق 
للتواصل واتس اب او اتصال 
٠٥٣٣٨٨٣١٥٩
نقدم افضل التمويلات العقارية ✅✅
ونحن نتعامل مع جمي..."
 الرياض,   حي الورود ,غرب,400,10,3,4,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,80000,"فيلا للايجار في منطقه حيويه تحتاج الى اعاده تأهيل وبالامكان تخفيض الايجار للسنه الأولى بمقابل عمل الاصلاحات والترميم
علماً بأن الايجار الفعلي للفيلا 160ألف . 
تناسب الافراد والمقيمين لوقوعها في المنطقه الحيويه 
للتواصل 
0530005055منصور.              ..."
 الرياض,   حي النرجس ,شمال شرقي,450,0,5,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,110000,"للايجار فيلا درج صاله في حي النرجس 
شغله شخصية 
مكون من ٢ مدخل سياره 
وغرف سايق 
مدخل رجال ومدخل نساء 
وملحق خارجي وحمام
مجلس صاله مقلط 
٣غرف نوام ومطبخ راكب 
الدور الأول ٣غرف نوام وصاله 
٥حمام
مكيفات اسبلت راكب 
شغله شخصية 
الفلا تفتح علي ٣شوارع
غرب..."
 الرياض,   حي المونسية ,شرق,200,2,7,5,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,65000,"فيلا للايجار ثلاث ادوار درج داخلي 
حي المونسية مربع 37 
قريبة من طريق الصحابة 
الدور الاول 
مدخل سيارة 
مقلط صالة مجلس + 2 دورة مياة 
مطبخ + مستودع + حوش غسيل 
الثاني 
4 غرف نوم + صالة + 3 دورات مياة 
الدور الثالث 
4 غرف نوم + دورتين مياة + صالة 
الا..."
 الرياض,   حي الروضة ,جنوب,352,30,7,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,1,80000,"الجزء الثالث والاخير للتصوير
==================


فيلا مجددة بالكامل( درج بالصالة ) للايجار :
==========================

      فيلا (درج بالصالة) مجددة بالكامل حديثة التشطيب من اسقف جبسية ودهانات مختارة وادوات صحية وبلاط .

وتتكون الفيلا من ( 3 مداخ..."
 الرياض,   حي الملقا ,جنوب,200,3,5,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,85000,فلة للإيجار في حي الملقا راكب مكيفات ومطبخ مجددة الارضي مجلس ومقلط وصالة ومدخل سيارة والعلوي ٤ غرف نوم والسطح ٥رفتين وغرفة شغالة وغسيل  ب ٨٥ الف دفعتين
