HouseID,Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude
300,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",32539000,3,3,247.4,93.0,14.4321626,121.0452418
301,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",,27088000,3,3,219.3,90.0,14.4321626,121.0452418
302,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",27088000,3,3,219.3,90.0,14.4321626,121.0452418
303,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,"Cupang, Muntinlupa",31706000,3,3,247.4,92.0,14.4378843,121.0503212
304,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26365000,3,3,219.3,90.0,14.4321626,121.0452418
305,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",27676000,3,3,219.3,91.0,14.4321626,121.0452418
306,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",29098000,3,3,219.3,106.0,14.4321626,121.0452418
307,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",34016000,3,3,247.4,93.0,14.4321626,121.0452418
308,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella SF 88sqm","Aningway Sacatihan, Subic",4866000,2,2,53.0,88.0,14.9131781,120.2282421
309,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 198sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",11871000,5,3,142.0,198.0,15.4777848,120.6140745
310,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani 104sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",6893000,4,3,83.0,104.0,15.4777848,120.6140745
311,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 66sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",3999000,2,1,46.0,66.0,15.4777848,120.6140745
312,For Sale RFO 2BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Ezabelle Combo Lot 96sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5192000,2,1,46.0,96.0,15.4777848,120.6140745
313,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4488000,2,1,46.0,63.0,15.4777848,120.6140745
314,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",3559000,2,1,46.0,63.0,15.4777848,120.6140745
315,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella SF 115sqm","Aningway Sacatihan, Subic",5605000,2,2,53.0,115.0,14.9131781,120.2282421
316,"3-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | CHESSA Model","San Sebastian, Kawit",5978000,3,3,90.0,100.0,14.4129793,120.8886677
317,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 176sqm","Aningway Sacatihan, Subic",10770000,5,3,166.0,176.0,14.9131781,120.2282421
318,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 190sqm","Aningway Sacatihan, Subic",11739000,5,3,142.0,190.0,14.9131781,120.2282421
319,"3BR Single Attached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan","Valle Cruz, Cabanatuan",4772388,3,2,80.0,203.0,15.4799841,120.9920413
320,"4-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | ALEXANDRA Model","San Sebastian, Kawit",7410000,4,3,100.0,120.0,14.4129793,120.8886677
321,3-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | MADELYN Model,"Ungka Ii, Pavia",4436364,3,2,72.0,100.0,10.7529006,122.5376029
322,"3BR House and Lot for Sale in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!","President Jose P. Laurel Hwy Banaybanay Ii, San Jose",8700000,3,3,84.8,125.2,13.9184235,121.1054948
323,"3BR 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | AGOHO","Sapang Biabas, Mabalacat",2706500,3,2,62.0,65.0,15.1987752,120.6026101
324,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26953000,3,3,219.3,91.0,14.4302736,121.0452586
325,"For Sale 3BR House and Lot in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!","President Jose P. Laurel Hwy Banaybanay Ii, San Jose",8700000,3,3,84.8,125.2,13.9184235,121.1054948
326,"Ready For You: Shophouse for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan","Valle Cruz, Cabanatuan",7452000,3,2,80.0,203.0,15.4799841,120.9920413
327,"3-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | MARGARET Model","Pasong Camachile I, General Trias",5690000,3,2,72.0,100.0,14.3723207,120.8976745
328,"Ready For You: Shophouse for Sale in Capas, Tarlac at Ajoya Capas at Php 75,608.33 monthly amortization","Talaga, Capas",9273000,,2,99.0,60.0,15.38374425,120.5870832
329,"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 110sqm","Macarthur Hwy Anonas, Urdaneta",5691000,2,2,53.0,110.0,16.0015834,120.5760561
330,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 230sqm","Aningway Sacatihan, Subic",13479000,5,3,166.0,230.0,14.9131781,120.2282421
331,"4-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | ALEXANDRA Model","San Sebastian, Kawit",7410000,4,3,100.0,120.0,14.4129793,120.8886677
332,"Ready For You: Shophouse for Sale in Capas, Tarlac at Ajoya Capas at Php 75,608.33 monthly amortization","Talaga, Capas",9273000,,2,99.0,60.0,15.38374425,120.5870832
333,"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 246sqm","Macarthur Hwy Anonas, Urdaneta",8434000,2,2,53.0,246.0,16.0015834,120.5760561
334,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28678000,3,3,219.3,91.0,14.4302736,121.0452586
335,"4BR Single Detached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan","Valle Cruz, Cabanatuan",5772333,4,2,96.0,196.0,15.4799841,120.9920413
336,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26953000,3,3,219.3,91.0,14.4302736,121.0452586
337,"For Sale 3BR House and Lot in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!","President Jose P. Laurel Hwy Banaybanay Ii, San Jose",8700000,3,3,84.8,125.2,13.9184235,121.1054948
338,"2BR 2-Storey Townhouse for Sale in Malolos, Bulacan at Camella Provence | Arielle EU 74sqm","Longos, Malolos",4079000,2,1,36.0,74.0,14.87426,120.7915336
339,"RFO 4BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Drina w/ CB","Longos, Malolos",12576000,4,3,83.0,132.0,14.87426,120.7915336
340,"4BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Dana","Longos, Malolos",7425000,4,3,85.0,99.0,14.87426,120.7915336
341,"RFO 2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Criselle 63sqm","Longos, Malolos",4414000,2,1,36.0,63.0,14.87426,120.7915336
342,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4608000,2,1,46.0,63.0,15.468244,120.9764138
343,"RFO 5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 142sqm","Aningway Sacatihan, Subic",10185000,5,3,142.0,142.0,14.9131781,120.2282421
344,2BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3702000,2,1,40.0,63.0,15.468244,120.9764138
345,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Reana 64sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4432000,2,1,40.0,64.0,15.468244,120.9764138
346,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 121sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8158000,5,3,100.0,121.0,15.468244,120.9764138
347,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dani w/ CB","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7764000,4,3,83.0,110.0,15.468244,120.9764138
348,"For Sale 2BR 2-Storey Townhouse in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 42sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",2717000,2,1,36.0,42.0,15.468244,120.9764138
349,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 54sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3228000,2,1,36.0,54.0,15.468244,120.9764138
350,"Pineview | Molave 2BR SD House and Lot for Sale in Tanza, Cavite | Futura by Filinvest","Antero-Soriano Hwy, Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",3643800,2,1,39.6,100.0,14.3631351,120.8207756
351,"For Sale 5BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Greta 143sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10061000,5,3,166.0,143.0,15.468244,120.9764138
352,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 132sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8608000,5,3,100.0,132.0,15.468244,120.9764138
353,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 143sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10354000,5,3,142.0,143.0,15.468244,120.9764138
354,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 120sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8086000,4,3,85.0,120.0,15.468244,120.9764138
355,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 96sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5779000,2,2,53.0,96.0,15.468244,120.9764138
356,"RFO 5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 198sqm","Aningway Sacatihan, Subic",12866000,5,3,166.0,198.0,14.9131781,120.2282421
357,"Newly Renovated 2 Storey House and Lot for Sale in Cainta, Rizal","San Isidro, Cainta",10500000,3,3,120.0,132.0,14.6092561,121.1106377
358,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Tahoe Model","Km.71, North Luzon Expressway Panipuan, Mexico",3116400,3,2,89.5,154.0,15.0941848,120.6701583
359,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 190sqm","Aningway Sacatihan, Subic",12035000,5,3,166.0,190.0,14.9131781,120.2282421
360,"RFO RFO FOR SALE House & Lot in Bacoor, Cavite with BIG LOT Area near CAVITEX","Buhay Na Tubig, Imus",15500000,2,1,60.0,185.0,14.4069709,120.9565072
361,"50% off on Reservation Fee and 1st Equity Payment (Complete Finished 2 Storey Townhouse in Hana South, Trece Martires Cavite)","Cabuco, Trece Martires",2089739,2,2,40.0,45.0,14.2792049,120.8446323
362,"Futura Homes Palm Estates | Elisa SA 2BR House for Sale in Talisay, Negros Occ. | Futura by Filinvest","Efigenio Lizares, Talisay",3079100,2,1,34.2,84.0,10.7425424,122.9987613
363,"M-R-3-25- Acquired Property for Sale in Unit C, 18/F, Vierra Condominium (Now known as Marfori Tower), Brittany Bay (Lakefront), Brgy. Sucat, Muntinlupa City - Retail","Sucat, Muntinlupa",7110000,,,79.0,,14.4569804,121.0531587
364,"50% Discount on 1st Equity Payment! 2-Bedroom LYCA Townhouse for Sale at Hana South in Trece Martires, Cavite","Cabuco, Trece Martires",1918427,2,2,38.0,36.0,14.2792049,120.8446323
365,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani w/ CB 110sqm","Aningway Sacatihan, Subic",6480000,4,3,83.0,110.0,14.9131781,120.2282421
366,"House and Lot for Sale in San Miguel Village, Poblacion, Makati City","Poblacion, Makati",85000000,,,890.0,481.5,14.566261,121.0313853
367,"Semi-furnished 2-storey house for sale in Orange Grove Matina, Davao City","Orange Grv, 8000 Davao City, Philippines Matina Pangi, Davao",8000000,4,3,133.5,122.0,7.0824169,125.5617732
368,02348 Ponte Verde Davao House for sale by Patrimonio Realty,"Buhangin, Davao",17500000,5,4,260.0,232.0,7.1469686,125.5940509
369,"Springfield View | Walnut Basic House and Lot for Sale in Tanza, Cavite | Futura by Filinvest","Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",5820400,,,67.5,100.0,14.3631351,120.8207756
370,"4-Bedroom House and Lot for Sale in Imus, Cavite at Lancaster New City | ALEXANDRA Model","Alapan Ii-A, Imus",7410000,4,3,100.0,120.0,14.4084522,120.8964956
371,"Pineview | Walnut 3BR SA House and Lot for Sale in Tanza, Cavite | Futura by Filinvest","Antero-Soriano Hwy, Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",3649500,3,1,67.5,100.0,14.3631351,120.8207756
372,"3-Bedroom Quadruplex House and Lot for Sale in General Trias, Cavite at Minami Residences | HANNA Model","Arnaldo Highway Santiago, General Trias",4058400,3,2,54.0,80.0,14.3409388,120.9073794
373,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,"Cupang, Muntinlupa",32539000,3,3,247.4,93.0,14.4378843,121.0503212
374,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28628000,3,3,219.3,105.0,14.4302736,121.0452586
375,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26393000,3,3,219.3,91.0,14.4302736,121.0452586
376,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28090000,3,3,219.3,90.0,14.4302736,121.0452586
377,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26953000,3,3,219.3,91.0,14.4302736,121.0452586
378,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",29196000,3,3,219.3,105.0,14.4302736,121.0452586
379,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",28636000,3,3,219.3,105.0,14.4302736,121.0452586
380,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa",32539000,3,3,247.4,93.0,14.4302736,121.0452586
381,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",26981000,3,3,219.3,92.0,14.4302736,121.0452586
382,"50% off on Reservation Fee and 1st Equity Payment (Complete Finished 2 Storey Townhouse in Hana South, Trece Martires Cavite)","Cabuco, Trece Martires",2089739,2,2,40.0,45.0,14.2792049,120.8446323
383,"BIG DISCOUNT (up to 500k)! 3-Bedroom Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite | Rosanna Model","Carsadang Bago I, Imus",5234791,3,2,75.0,80.0,14.4289186,120.928888
384,"Pre-selling 5 bedroom House and Lot For Sale in Binangonan, Rizal","Bilibiran, Binangonan",,5,3,142.0,397.0,14.4979795,121.1751624
385,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani w/ CB 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",7805000,4,3,83.0,121.0,15.4777848,120.6140745
386,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 72sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4359000,2,1,46.0,72.0,15.4777848,120.6140745
387,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Criselle 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4057000,2,1,40.0,63.0,15.4777848,120.6140745
388,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5869000,3,2,66.0,88.0,15.4777848,120.6140745
389,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",8079000,4,3,85.0,121.0,15.4777848,120.6140745
390,RFO 2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 115sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4944000,2,1,36.0,115.0,15.4777848,120.6140745
391,Futura Homes Koronadal | Amber 2BR Townhouse End Unit for Sale in South Cotabato | Futura by Filinvest,"Purok Hurtado Concepcion, Koronadal",3136800,2,1,40.3,78.4,6.4918813,124.7994309
392,"BIG DISCOUNT (up to 500k)! 3-Bedroom Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite | Rosanna Model","Carsadang Bago I, Imus",5234791,3,2,75.0,80.0,14.4289186,120.928888
393,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani w/ CB 121sqm","Aningway Sacatihan, Subic",6753000,4,3,83.0,121.0,14.9131781,120.2282421
394,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa",27088000,3,3,219.3,90.0,14.4302736,121.0452586
395,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 246sqm","Aningway Sacatihan, Subic",12069000,5,3,142.0,246.0,14.9131781,120.2282421
396,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella 88sqm","Aningway Sacatihan, Subic",5362000,2,2,53.0,88.0,14.9131781,120.2282421
397,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",8079000,4,3,85.0,121.0,15.4777848,120.6140745
398,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5869000,3,2,66.0,88.0,15.4777848,120.6140745
399,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani w/ CB 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",7805000,4,3,83.0,121.0,15.4777848,120.6140745
400,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 72sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4359000,2,1,46.0,72.0,15.4777848,120.6140745
401,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 91sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5074000,2,1,50.0,91.0,15.4777848,120.6140745
402,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 236sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",12941000,5,3,166.0,236.0,15.4777848,120.6140745
403,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Criselle 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4057000,2,1,40.0,63.0,15.4777848,120.6140745
404,RFO 2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 115sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4944000,2,1,36.0,115.0,15.4777848,120.6140745
405,"Pre-selling 5 bedroom House and Lot For Sale in Binangonan, Rizal","Bilibiran, Binangonan",,5,3,142.0,397.0,14.4979795,121.1751624
406,"For Sale 2BR 2-Storey House and Lot in Mabalacat, Pampanga at Talanai Homes | APITONG","Sapang Biabas, Mabalacat",2224500,2,1,50.0,65.0,15.1987752,120.6026101
407,"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 88sqm","Macarthur Hwy Anonas, Urdaneta",4706000,2,2,53.0,88.0,16.0015834,120.5760561
408,"Futura Homes Palm Estates | Amber Duplex 2BR House for Sale in Talisay, Negros Occ. | Futura by Filinvest","Efigenio Lizares, Talisay",3185000,2,1,40.3,84.0,10.7425424,122.9987613
409,"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 96sqm","Macarthur Hwy Anonas, Urdaneta",5301000,2,2,53.0,96.0,16.0015834,120.5760561
410,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Pebble Model","Km.71, North Luzon Expressway Panipuan, Mexico",2146550,3,2,61.3,154.0,15.0941848,120.6701583
411,"2 Storey, 5 Bedrooms, House & Lot @ Praverde Residences in Dasmariñas, Cavite","Governor'S Dr, 4114 Dasmarinas, Philippines Paliparan Iii, Dasmarinas",14451000,5,3,142.0,154.0,14.3019569,120.88374
412,"4-Bedroom Townhouse for Sale in General Trias, Cavite at Lancaster New City | ADELLE Model","Pasong Camachile I, General Trias",3336800,4,2,70.0,60.0,14.3723207,120.8976745
413,"2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Criselle 63sqm","Longos, Malolos",4196000,2,1,40.0,63.0,14.87426,120.7915336
414,"2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Bella 88sqm","Longos, Malolos",5733000,2,2,53.0,88.0,14.87426,120.7915336
415,"RFO 2BR 2-Storey Townhouse for Sale in Malolos, Bulacan at Camella Provence | Arielle EU 104sqm","Longos, Malolos",5544000,2,1,36.0,104.0,14.87426,120.7915336
416,"RFO 3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Cara w/ CB 99sqm","Longos, Malolos",7810000,3,2,66.0,99.0,14.87426,120.7915336
417,"5BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Ella w/ CB","Longos, Malolos",8298000,5,3,100.0,110.0,14.87426,120.7915336
418,"2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Ezabelle","Longos, Malolos",4466000,2,1,46.0,63.0,14.87426,120.7915336
419,"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa",32184000,3,3,247.4,92.0,14.4302736,121.0452586
420,"RFO 2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Mika SF","Aningway Sacatihan, Subic",4594000,2,1,46.0,63.0,14.9131781,120.2282421
421,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 60sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4160000,2,1,46.0,60.0,15.468244,120.9764138
422,"For Sale 4BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 110sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6884000,4,3,85.0,110.0,15.468244,120.9764138
423,"3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara 96sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6262000,3,2,66.0,96.0,15.468244,120.9764138
424,"RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara w/ CB 99sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6559000,3,2,66.0,99.0,15.468244,120.9764138
425,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 141sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",9003000,5,3,100.0,141.0,15.468244,120.9764138
426,"For Sale 3BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara 96sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6347000,3,2,66.0,96.0,15.468244,120.9764138
427,"House and Lot at Portofino Heights Las Piñas City, Metro Manila","Almanza Dos, Las Pinas",35000000,5,5,380.0,350.0,14.42473245,121.0145735
428,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Marga 60sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4904000,2,1,46.0,60.0,15.468244,120.9764138
429,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Marga 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5282000,2,1,46.0,63.0,15.468244,120.9764138
430,"BTS 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 60sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4281000,2,1,46.0,60.0,15.468244,120.9764138
431,For Sale RFO 2BR 2-Storey House and Lot in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Ezabelle 63sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4364000,2,1,36.0,63.0,15.468244,120.9764138
432,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4393000,2,1,40.0,63.0,15.468244,120.9764138
433,Futura Homes Zamboanga | Amber 2BR Townhouse Inner Unit for Sale in Zamboanga City | Futura by Filinvest,"Zambowood Rd. Boalan, Zamboanga",2450200,2,1,40.3,50.4,6.9483885,122.1148889
434,For sale Beautiful House and Lot in Carcar! Spacious and Overlooking,"Perrelos, Carcar",11000000,3,3,442.0,283.0,10.1143434,123.6747667
