Timestamp,Price,Bid_Price,Ask_Price,Bid_Volume,Ask_Volume,Trade_Volume
2024-07-15 00:55:00,152.61001701188928,145.0836168860172,160.78241658862328,8,9,4
2024-07-15 00:56:00,152.72717524440782,144.03348273604956,160.95464620334766,2,9,3
2024-07-15 00:57:00,151.8635293219816,143.46729030265806,162.44879090884777,3,7,6
2024-07-15 00:58:00,156.99357493154315,146.71065911302122,165.60933741468577,5,8,5
2024-07-15 00:59:00,158.03938719913032,149.9707594713669,166.1120802817291,4,6,4
2024-07-15 01:00:00,159.13373133033292,152.87605693379405,167.915109740615,6,5,2
2024-07-15 01:01:00,161.5268389086185,151.55376275250802,172.27234058471655,3,8,4
2024-07-15 01:02:00,162.56150051248326,157.24010616169306,172.0137244303987,1,2,4
2024-07-15 01:03:00,163.38378267525277,156.16890623191193,168.64831525798937,4,2,3
2024-07-15 01:04:00,164.8452000561048,155.79364547199208,173.18302728244825,8,2,3
2024-07-15 01:05:00,163.96328913675023,154.9843911509767,171.2737934469745,9,6,5
2024-07-15 01:06:00,162.52003167584925,155.79354882715083,170.67590729438325,3,9,6
2024-07-15 01:07:00,160.27449439612047,153.2526653507099,168.2664139330442,5,7,5
2024-07-15 01:08:00,159.03953391885779,149.61708434197328,165.12190306214274,6,4,3
2024-07-15 01:09:00,162.6702325754485,154.98683119783723,167.30444606533763,1,9,5
2024-07-15 01:10:00,165.91023284818215,154.8939566580936,173.22303348260002,4,9,7
2024-07-15 01:11:00,165.2400897518346,156.5765494866667,172.82227844517266,8,2,13
2024-07-15 01:12:00,169.31192387953692,161.86617138448463,180.37224664347642,6,2,8
2024-07-15 01:13:00,167.22711630205924,158.86785730114448,175.80277301867858,8,8,3
2024-07-15 01:14:00,171.16958459780332,164.57058122596214,182.66213971174184,6,8,6
2024-07-15 01:15:00,169.01445636366955,159.60213400293037,175.97656137458299,8,2,6
2024-07-15 01:16:00,176.1872487642473,170.523102817398,186.7973209815008,1,6,5
2024-07-15 01:17:00,177.7251382105625,167.54511718176934,187.69000299176096,6,8,2
2024-07-15 01:18:00,185.74715420100188,176.66275962222264,199.60560695819825,4,3,10
2024-07-15 01:19:00,185.91927143334607,172.80048146886324,194.70000989682921,3,9,4
2024-07-15 01:20:00,184.69824990490628,174.41081434621807,192.8911061411445,2,5,4
2024-07-15 01:21:00,186.38243797856063,177.30166797657049,195.90620830423376,1,9,5
2024-07-15 01:22:00,184.94702877987802,176.6392217042649,195.2014582979735,8,8,3
2024-07-15 01:23:00,194.57173907853033,183.1617477405688,206.31232049413813,6,9,4
2024-07-15 01:24:00,191.93176813904563,183.5633725071719,200.5054818540719,9,6,10
2024-07-15 01:25:00,187.77746784346715,183.4723771870843,196.86691630653758,9,1,7
2024-07-15 01:26:00,186.95749022104425,179.80643970514316,197.29481087272958,3,3,2
2024-07-15 01:27:00,188.32909515964414,181.03948200383095,195.12190316558974,7,7,5
2024-07-15 01:28:00,192.05930312350225,180.99675038582942,203.32821863423328,4,1,3
2024-07-15 01:29:00,189.02844291054447,178.08205507853776,197.54009559820352,8,6,6
2024-07-15 01:30:00,192.91572195821846,182.94707346984086,200.75758067409052,8,5,2
2024-07-15 01:31:00,193.38413417609954,185.40167198241144,202.78325599674608,2,9,7
2024-07-15 01:32:00,189.66608072430026,180.4141891114278,202.79832534508864,4,4,6
2024-07-15 01:33:00,189.81585866161984,181.05037042814482,199.96410915761246,5,4,7
2024-07-15 01:34:00,192.26885699641852,185.42503191500305,201.2215642687336,6,4,9
2024-07-15 01:35:00,190.27272656296583,181.41487853115774,197.87567930413775,9,2,3
2024-07-15 01:36:00,195.8102916313822,185.48266647224435,204.36761348111273,3,1,5
2024-07-15 01:37:00,198.1438869305449,186.31202207224177,204.78367545249495,4,2,10
2024-07-15 01:38:00,195.5828537909674,184.72527672756797,206.29446911822447,4,6,6
2024-07-15 01:39:00,199.95107221786503,189.77473880746808,211.7774369689212,5,2,3
2024-07-15 01:40:00,204.56322691633,197.66521430505537,214.06491948472615,9,6,5
2024-07-15 01:41:00,212.16268311619905,202.02970587597702,222.64386583381633,6,7,2
2024-07-15 01:42:00,222.0185993634539,208.3921595138673,229.87005283304654,8,2,3
2024-07-15 01:43:00,226.1778902120395,212.70114952829093,238.04607786962714,4,5,5
2024-07-15 01:44:00,224.75780959886694,213.68213002994764,237.52951090166712,8,3,6
2024-07-15 01:45:00,237.83565273993284,225.1291423039493,249.59285613881883,8,1,1
2024-07-15 01:46:00,239.41581577958178,227.1615677689013,252.2124673139454,7,9,4
2024-07-15 01:47:00,238.95937061605426,227.94923806557313,251.84665010230995,1,6,5
2024-07-15 01:48:00,244.84267452648436,230.75987954230027,255.80324488904415,9,9,4
2024-07-15 01:49:00,242.29510665782917,230.8405285219301,258.7765206512434,1,1,5
2024-07-15 01:50:00,239.92271104878324,227.21011864127792,247.93416513964726,7,5,9
2024-07-15 01:51:00,235.4000539317592,225.82156087119296,250.42869030600102,6,2,4
2024-07-15 01:52:00,229.47858632804068,216.6566065095197,233.6566755048324,8,4,5
2024-07-15 01:53:00,232.42699788022833,222.19960516919633,245.49715246371343,5,7,7
2024-07-15 01:54:00,236.06457308479372,224.9686858785213,248.70669942272642,5,7,9
2024-07-15 01:55:00,241.36586913706037,229.86110069541277,255.12252436640622,6,7,2
2024-07-15 01:56:00,240.1506501936985,230.15943145028362,253.47950163522663,5,7,4
2024-07-15 01:57:00,244.08236732311806,228.52216383047448,262.1019313465386,3,1,3
2024-07-15 01:58:00,237.7479866689185,223.34343508472406,248.07585861496273,2,2,1
2024-07-15 01:59:00,242.17535374070863,231.24356377296567,255.64106119645888,2,5,6
2024-07-15 02:00:00,240.61397758624307,228.04496911654542,251.19182373773577,2,3,2
2024-07-15 02:01:00,228.49373012636178,216.539633612685,240.17126057813658,4,1,4
2024-07-15 02:02:00,234.8166561434852,219.62787819795426,247.81702144326712,3,3,2
2024-07-15 02:03:00,234.32805332577558,218.52615121885484,250.9154981150475,1,2,4
2024-07-15 02:04:00,240.10629158838248,225.9485364248268,249.9046589300402,3,4,1
2024-07-15 02:05:00,245.82169659172442,237.80011279395018,254.56290765638377,5,3,7
2024-07-15 02:06:00,254.20801886464108,236.32353231027687,265.06606347860503,6,7,6
2024-07-15 02:07:00,259.3006409640512,244.6792370519624,276.089624407891,8,6,2
2024-07-15 02:08:00,256.43679814506464,244.46627480129308,265.5476517993308,8,4,4
2024-07-15 02:09:00,253.19124190935122,242.39777885142144,264.55502590905326,8,6,5
2024-07-15 02:10:00,251.71864694288178,240.35465318527815,264.6073798290145,4,5,4
2024-07-15 02:11:00,252.69641156259524,239.03007600104527,268.0511133984682,9,6,8
2024-07-15 02:12:00,264.0572045586011,253.3673619848462,278.12278164096494,1,3,2
2024-07-15 02:13:00,267.3029104198553,249.01805496695084,277.0097989150648,9,7,4
2024-07-15 02:14:00,267.6892475378521,252.2238146298089,277.64810243647145,8,9,4
2024-07-15 02:15:00,257.2295966923931,245.32378345803164,270.53943782922005,8,6,4
2024-07-15 02:16:00,270.60491233230135,257.7717274654172,284.1545769274919,5,1,8
2024-07-15 02:17:00,277.9142249707252,260.8017736739196,294.73149808383954,7,4,3
2024-07-15 02:18:00,277.0315556486436,264.6826115736626,289.8744873924492,7,3,2
2024-07-15 02:19:00,279.97946313952883,264.7813694088387,300.6553996527258,7,4,2
2024-07-15 02:20:00,278.8376543089906,266.57298824370855,293.61654082119935,1,6,5
2024-07-15 02:21:00,283.60226162984367,269.0598770443904,299.18510234472905,5,6,5
2024-07-15 02:22:00,283.46701526008655,269.7854172608972,303.1200750253123,9,7,1
2024-07-15 02:23:00,285.22277419495475,268.5352847334235,299.4916612625239,8,8,5
2024-07-15 02:24:00,287.9862422178458,272.02770327081265,308.27360685718395,5,5,1
2024-07-15 02:25:00,288.0386390802797,273.6398541504277,298.0006546735621,2,9,6
2024-07-15 02:26:00,290.8368970856284,273.7482917258469,304.6604188018569,1,4,3
2024-07-15 02:27:00,293.23145228507116,279.30470904488095,307.09213038687,3,4,4
2024-07-15 02:28:00,301.9743042110544,286.25510415082465,318.1038924085389,6,4,3
2024-07-15 02:29:00,310.5373924310063,296.4712524297091,331.5014469511224,6,8,9
2024-07-15 02:30:00,328.0977690921753,313.31220999888455,342.4247900293407,9,1,3
2024-07-15 02:31:00,337.5594440674697,326.2296778163162,355.00015889431506,7,3,5
2024-07-15 02:32:00,346.6194512189153,324.3232988378987,372.0142476769082,3,8,8
2024-07-15 02:33:00,354.32892717191925,338.0980429561553,368.9790362259551,4,5,5
2024-07-15 02:34:00,358.2745202781967,337.0448961182525,382.60307742184426,6,9,4
2024-07-15 02:35:00,366.1341546247205,347.5822281649511,384.9604377126769,6,9,4
2024-07-15 02:36:00,365.57790025567596,347.1545567059686,384.9757828979948,8,5,0
2024-07-15 02:37:00,369.8549445490934,350.61226799063553,391.9093231137071,3,4,9
2024-07-15 02:38:00,365.5783978074403,340.0335790589418,383.3328906031756,5,7,4
2024-07-15 02:39:00,372.94278726257085,356.77818934290923,385.53126185954824,9,3,3
2024-07-15 02:40:00,372.04948409829194,349.90298855959315,389.5258779723405,5,1,5
2024-07-15 02:41:00,365.4669566410431,340.48777652648016,381.1740088769643,7,1,3
2024-07-15 02:42:00,369.7167661029733,352.04046132407467,389.0364646867487,5,2,5
2024-07-15 02:43:00,378.2290228191809,363.74916034424353,399.0319666453242,3,4,5
2024-07-15 02:44:00,379.478702604815,358.8920312397884,397.1370403313642,9,9,1
2024-07-15 02:45:00,374.5626587762664,356.8647849304143,395.51674018687345,1,5,5
2024-07-15 02:46:00,376.160610856114,357.63002002480346,394.46390030856867,2,6,3
2024-07-15 02:47:00,374.51990421076437,357.73410435272467,392.6251565464727,2,9,5
2024-07-15 02:48:00,376.7692561181603,360.2244017513132,395.89574497652245,2,5,6
2024-07-15 02:49:00,379.6396793637315,360.763480819799,394.4631039232604,5,9,5
2024-07-15 02:50:00,383.1606045029353,364.60812610234996,400.8847357559657,2,5,3
2024-07-15 02:51:00,383.1214757253194,360.8542230083483,403.1658547024577,2,6,8
2024-07-15 02:52:00,374.95473978407136,353.7575209126393,394.30904811104114,5,1,7
2024-07-15 02:53:00,386.366096801712,363.79233187435204,402.0650430963947,2,3,6
2024-07-15 02:54:00,386.1739579446506,363.58929646211107,407.7278558440371,9,9,3
2024-07-15 02:55:00,382.5591046568682,361.8323227698589,397.9028910661364,3,7,5
2024-07-15 02:56:00,379.36511058825107,358.84768739669914,407.0551259995029,3,5,5
2024-07-15 02:57:00,380.4351700644024,359.9049523835117,395.64101278300353,3,1,5
2024-07-15 02:58:00,376.4877638966588,354.79443235038525,396.7393008242356,7,4,5
2024-07-15 02:59:00,369.87798055832815,356.23039565535925,390.3346209081224,1,1,6
2024-07-15 03:00:00,372.7364942667649,355.0133415377704,387.05865347980887,5,7,8
2024-07-15 03:01:00,369.265602017942,348.66601014487844,389.2210606015871,7,6,3
2024-07-15 03:02:00,374.98193507635443,349.9778732679581,393.43280874939165,6,3,6
2024-07-15 03:03:00,371.8113511920139,355.2330688322389,393.7794651160362,1,7,6
2024-07-15 03:04:00,388.0700108137562,369.77049214587385,407.073194577617,4,1,10
2024-07-15 03:05:00,401.39402584221483,382.0580209873715,423.0506056883233,6,7,1
2024-07-15 03:06:00,413.01460923597205,391.67758351100196,432.06161481217725,2,8,6
2024-07-15 03:07:00,420.47013972276244,388.087758330933,439.66125061507284,5,5,5
2024-07-15 03:08:00,450.17205164812503,431.09822803367535,473.86107569511864,1,7,10
2024-07-15 03:09:00,444.5253874392315,424.3669997723326,456.444630629423,7,8,5
2024-07-15 03:10:00,470.4192050002605,445.79714610826267,494.2373532871427,2,5,3
2024-07-15 03:11:00,467.3755321061126,449.267272280914,487.91430187469877,7,2,9
2024-07-15 03:12:00,467.5442977197998,440.7580091477034,491.13138549400253,4,4,8
2024-07-15 03:13:00,462.0274035642977,437.8470162905074,488.03049751343235,1,2,7
2024-07-15 03:14:00,470.013972066348,442.59415664469213,482.18721243378315,4,1,5
2024-07-15 03:15:00,482.31693893278845,456.5364350057567,515.389547216329,5,6,4
2024-07-15 03:16:00,494.40215856105124,470.7809832673896,525.8249172255914,7,9,5
2024-07-15 03:17:00,500.64728797374585,483.5212204162989,526.7219094993692,1,1,4
2024-07-15 03:18:00,507.3839580551063,480.4057185203927,529.2158435052102,3,9,3
2024-07-15 03:19:00,517.9208412365225,499.5337549686623,547.8893640974926,1,3,2
2024-07-15 03:20:00,522.1902185986979,495.8366687173895,545.1968237627739,1,1,2
2024-07-15 03:21:00,524.2875771585663,488.86261491771484,550.5481584152174,1,6,5
2024-07-15 03:22:00,538.747058129395,526.4662590020904,573.3091313057777,3,9,5
2024-07-15 03:23:00,542.4625728855334,511.1847833514094,575.5199210602507,9,1,5
2024-07-15 03:24:00,559.5521052534795,533.4370761018291,589.085747665921,7,2,4
2024-07-15 03:25:00,560.444249775904,529.1226275280192,585.8778695327194,4,3,5
2024-07-15 03:26:00,542.2214847782168,518.642056174632,571.7501437137281,1,2,7
2024-07-15 03:27:00,525.7889018685934,506.4449090721594,563.4104726060547,4,7,3
2024-07-15 03:28:00,535.97079904909,506.2886415484121,566.2060772567211,5,5,7
2024-07-15 03:29:00,516.9600366069922,484.5540040498648,547.6649670919188,5,3,11
2024-07-15 03:30:00,533.1461662949341,508.6559946286534,554.2416337886029,4,5,4
2024-07-15 03:31:00,540.3476925225551,512.4510447906423,561.207102768941,9,3,3
2024-07-15 03:32:00,558.7346139257455,529.243009834666,588.5294168856263,6,5,10
2024-07-15 03:33:00,582.9920514616587,555.2268606523976,602.852602075643,3,3,3
2024-07-15 03:34:00,599.3903275951582,579.2323655123173,629.6544111520678,1,3,6
2024-07-15 03:35:00,572.516381859202,552.3128820958132,606.0932293304614,6,1,3
2024-07-15 03:36:00,578.0319798042965,545.3728453054134,618.4350729845555,6,2,5
2024-07-15 03:37:00,600.860540429117,576.3654084150602,625.4500144074806,8,1,5
2024-07-15 03:38:00,603.2775441052808,572.6915306887134,632.5036441201136,6,3,6
2024-07-15 03:39:00,620.6486782251849,591.0305621630258,650.3406354336316,7,2,9
2024-07-15 03:40:00,626.2435040003732,596.2884108018651,657.5368389604652,5,1,4
2024-07-15 03:41:00,599.1669094393262,559.1356353383103,629.6563798646628,8,4,3
2024-07-15 03:42:00,632.6527115800255,607.0274828529928,661.7163279371007,5,3,5
2024-07-15 03:43:00,640.9069871533143,611.5551531433796,667.5414829298065,6,4,6
2024-07-15 03:44:00,643.1459195766528,615.6971186235692,681.2759931643845,6,6,2
2024-07-15 03:45:00,657.5602284428464,627.3375086120128,686.4168689693446,5,1,2
2024-07-15 03:46:00,652.5525303757119,618.3610265569553,693.9764377148457,5,6,2
2024-07-15 03:47:00,657.1051427460969,621.2798881675268,690.2846283469339,2,9,6
2024-07-15 03:48:00,676.5790824874591,644.8876132609465,706.6953003356053,6,7,3
2024-07-15 03:49:00,673.1305588963951,635.4636434972149,697.5496288663837,5,3,5
2024-07-15 03:50:00,658.1060965212774,621.9768578120114,695.9124246159425,9,1,14
2024-07-15 03:51:00,674.6361081695898,638.8040658331793,712.6987133860722,7,3,3
2024-07-15 03:52:00,668.3428423407187,629.3083429697678,714.6179755465473,4,8,6
2024-07-15 03:53:00,670.5609061781021,627.2197058360192,718.5687006112254,4,7,4
2024-07-15 03:54:00,649.4755340451225,627.040185903944,674.8195361203549,6,6,9
2024-07-15 03:55:00,642.0071743786128,603.1180176837203,666.9844189757198,5,7,4
2024-07-15 03:56:00,632.2592517013221,597.4489953420598,663.9835641229868,8,2,7
2024-07-15 03:57:00,637.5612434902619,601.1601339579075,655.8021719974148,1,6,6
2024-07-15 03:58:00,655.3612505466328,623.8794360876025,681.5667309487009,7,4,4
2024-07-15 03:59:00,677.4144493575042,649.2056422102619,705.7526151020519,9,6,4
2024-07-15 04:00:00,673.5082465687065,641.8706809449357,708.4697170623369,6,6,8
2024-07-15 04:01:00,701.5592979382989,658.2188892097423,728.4978895082807,5,1,2
2024-07-15 04:02:00,699.8132185538572,664.5798034829747,728.0379978359505,2,7,4
2024-07-15 04:03:00,703.8512938203547,665.1582436263976,739.8437392554837,8,7,6
2024-07-15 04:04:00,713.3097616769197,677.3570349394824,752.789670402348,3,8,3
2024-07-15 04:05:00,722.3773934398663,683.4472620565385,771.2298921471856,4,6,4
2024-07-15 04:06:00,731.0901361919499,691.0002443970574,766.4485618922743,8,9,8
2024-07-15 04:07:00,719.4589717271725,686.7271259569092,762.9989341236768,8,5,6
2024-07-15 04:08:00,727.1363271873037,685.7494901388674,779.8759212404043,4,6,5
2024-07-15 04:09:00,731.5960941199328,690.6140810884182,763.0252158585962,3,8,6
2024-07-15 04:10:00,754.3651512947773,721.8233275483788,795.822447006709,8,3,6
2024-07-15 04:11:00,749.4222790405842,700.2992138739631,783.6982014606127,4,7,0
2024-07-15 04:12:00,773.3278393076929,742.438429106161,806.2893372223695,2,7,0
2024-07-15 04:13:00,788.866814940371,741.7488064312295,833.7334978246118,6,9,5
2024-07-15 04:14:00,819.1304852566781,785.2632988813241,858.9580736561422,4,7,1
2024-07-15 04:15:00,817.772622036242,788.1237947852748,866.0949211466096,7,5,7
2024-07-15 04:16:00,833.3279176419684,794.4977826113495,867.5581130230984,2,4,3
2024-07-15 04:17:00,855.165461687465,826.7796919465204,910.5878312167703,6,7,10
2024-07-15 04:18:00,905.0385479942031,853.3205269472842,946.8787478637406,9,5,8
2024-07-15 04:19:00,909.4093671363474,879.2741884097059,962.6407392875859,3,7,8
2024-07-15 04:20:00,923.7484127856886,876.4306272290296,969.6959344936199,8,4,6
2024-07-15 04:21:00,907.0055737855148,860.064870076275,967.5312726165135,9,1,6
2024-07-15 04:22:00,895.3439009170877,841.6726912839058,948.3396535102706,4,3,9
2024-07-15 04:23:00,897.3983867078888,857.0308630202685,927.6066123417229,3,9,3
2024-07-15 04:24:00,874.5587156265041,841.5626518602562,919.1728807763783,3,2,3
2024-07-15 04:25:00,867.35515647874,821.6227438302051,917.1362916866989,9,8,5
2024-07-15 04:26:00,882.7259352869261,830.1253471558808,922.2448245062926,6,5,7
2024-07-15 04:27:00,874.140672892494,817.8970833460834,916.6840311173064,2,1,4
2024-07-15 04:28:00,897.3464213593979,864.8538182697769,959.7971396193874,9,6,3
2024-07-15 04:29:00,921.5189183431224,879.3879665890344,979.945133656263,1,9,1
2024-07-15 04:30:00,948.1207275800474,905.7386753905366,985.5222061755685,1,2,7
2024-07-15 04:31:00,924.1606484694681,864.68488267904,965.2501963475061,3,6,8
2024-07-15 04:32:00,981.833944104923,923.2240435622939,1033.0125945226632,6,5,4
2024-07-15 04:33:00,992.2518895442649,958.272186046978,1040.6010143304145,6,7,3
2024-07-15 04:34:00,992.1735224055175,953.0401513007955,1040.1534135643308,3,7,3
2024-07-15 04:35:00,987.734516166214,931.4970160037778,1061.5388898455856,3,1,10
2024-07-15 04:36:00,1017.8044939762565,962.2632404009274,1066.9799384018754,2,2,3
2024-07-15 04:37:00,1015.3217200006068,964.0089247245807,1045.3241856378152,3,9,3
2024-07-15 04:38:00,1040.3778313360212,983.2161743398019,1079.9314887816834,7,7,5
2024-07-15 04:39:00,1062.5941263946033,1012.5312613996784,1116.4598616374362,3,8,6
2024-07-15 04:40:00,1062.3769591686619,1017.6164489246324,1122.5128610224592,8,2,4
2024-07-15 04:41:00,1080.5225411917966,1039.1687869678162,1131.953944129284,1,6,4
2024-07-15 04:42:00,1092.0540395498697,1038.7725306103948,1161.3297170196279,9,1,7
2024-07-15 04:43:00,1099.1551024177857,1041.5482729667294,1153.7645598029135,3,6,3
2024-07-15 04:44:00,1148.455607305508,1082.7062037617952,1204.6894204778205,9,7,3
2024-07-15 04:45:00,1144.5068486371395,1092.8289259652486,1209.0950985607335,4,9,5
2024-07-15 04:46:00,1145.3038423565858,1081.4695654923803,1173.4101312545988,2,5,5
2024-07-15 04:47:00,1165.0218719580964,1114.765517428362,1211.4053034468925,9,5,9
2024-07-15 04:48:00,1160.7071028736864,1089.1684442764404,1222.846341925614,4,2,4
2024-07-15 04:49:00,1170.7534479181681,1099.5991608400311,1235.2399489142251,1,6,6
2024-07-15 04:50:00,1201.7342750324076,1134.032713704351,1269.6189567457527,1,9,4
2024-07-15 04:51:00,1222.2398824275183,1159.089328630004,1315.5480685590976,6,9,6
2024-07-15 04:52:00,1229.8473894693066,1162.3588405932783,1290.9371725932642,3,7,7
2024-07-15 04:53:00,1258.7793643493997,1197.0178383298655,1321.7553450712019,8,4,5
2024-07-15 04:54:00,1212.6224014920056,1155.7702465288357,1275.9074434905588,3,1,6
2024-07-15 04:55:00,1194.6455469321745,1141.0064973973026,1259.804859465859,3,9,2
2024-07-15 04:56:00,1247.3708017691977,1181.1817706477432,1303.9578855919228,4,5,1
2024-07-15 04:57:00,1255.0736033624855,1196.7160427516878,1327.44664485201,4,9,5
2024-07-15 04:58:00,1263.9457972843957,1210.9489957199967,1329.5245533785624,4,1,5
2024-07-15 04:59:00,1311.2467007821695,1238.881919737322,1386.3783230100873,1,6,6
2024-07-15 05:00:00,1331.6419173054558,1275.565233330596,1406.4181496055223,7,2,5
2024-07-15 05:01:00,1357.6782810978211,1283.988332126443,1431.1832339292573,8,1,4
2024-07-15 05:02:00,1376.8175519496847,1297.4629403261752,1418.3261124053836,8,9,5
2024-07-15 05:03:00,1385.0278560950126,1330.2347110214116,1450.8027024478804,7,7,2
2024-07-15 05:04:00,1441.9157875854878,1390.3894212619725,1490.2815461376335,5,7,2
2024-07-15 05:05:00,1410.3706690233955,1339.0045367561368,1482.4639563388898,9,2,8
2024-07-15 05:06:00,1421.7531991827143,1348.2326835135761,1489.577840342779,4,9,10
2024-07-15 05:07:00,1412.0024243976807,1345.298205575075,1481.5523082318612,5,3,6
2024-07-15 05:08:00,1366.5802699506753,1300.1995174049796,1428.416413457602,3,4,8
2024-07-15 05:09:00,1359.288880081811,1302.3500858044572,1428.4541397491819,8,5,3
2024-07-15 05:10:00,1346.0731894191713,1273.631848183105,1424.4898089350709,7,3,5
2024-07-15 05:11:00,1397.270848259453,1305.4694886624695,1459.5704601363154,9,2,6
2024-07-15 05:12:00,1384.7300110255344,1321.3011389863632,1455.717788357112,7,6,8
2024-07-15 05:13:00,1408.587989198781,1352.801167439209,1497.4454346915375,2,8,10
2024-07-15 05:14:00,1414.148314932217,1355.638447039895,1480.2797746973536,5,1,5
2024-07-15 05:15:00,1401.6381762578512,1331.7585993443652,1479.0015018853733,3,8,2
2024-07-15 05:16:00,1408.4314960642241,1328.784764118133,1489.706464135966,7,2,6
2024-07-15 05:17:00,1412.6029709093964,1350.517251665618,1483.7917909325083,4,4,6
2024-07-15 05:18:00,1406.9936676976165,1332.0838034085034,1456.3144511280327,7,1,2
2024-07-15 05:19:00,1390.8674110687398,1322.1926781637173,1450.3989396485777,9,4,4
2024-07-15 05:20:00,1389.5811416141753,1326.3440330961369,1452.367958892492,6,2,4
