Date,Price,Volume,Volatility
2010-04-26,0.8986187458892785,931,0.03992643305550742
2010-04-27,0.8983068194196773,256,0.032450227122996965
2010-04-28,0.887808504910681,767,0.019849766438824003
2010-04-29,0.8979545830540049,750,0.026941916639675857
2010-04-30,0.9047066001825127,732,0.04174282618155207
2010-05-01,0.9118631184169633,676,0.011271139374292978
2010-05-02,0.9035707496131793,718,0.041282030770550336
2010-05-03,0.9162459886840357,758,0.01960282961950266
2010-05-04,0.903401584553877,236,0.01577236802886412
2010-05-05,0.9087032608383354,773,0.014628052727212086
2010-05-06,0.9286080025372874,527,0.011090000478032604
2010-05-07,0.919409802954085,551,0.030943459408858114
2010-05-08,0.9142032061142107,711,0.01873039490774918
2010-05-09,0.9151142220887786,949,0.04957727063118526
2010-05-10,0.9105068447732066,918,0.03297747023488823
2010-05-11,0.8963879480939544,240,0.015515410774240417
2010-05-12,0.8970025383369702,182,0.037550501632454616
2010-05-13,0.8874736470599991,276,0.04590974266038902
2010-05-14,0.8916766550763573,297,0.03980717981478458
2010-05-15,0.8834783638185799,723,0.013057594441577907
2010-05-16,0.8971716989402901,667,0.045835367247706385
2010-05-17,0.8901445720704313,790,0.041757175434398594
2010-05-18,0.8872777589651988,520,0.016332156004224573
2010-05-19,0.8944959163002724,500,0.012071435549312675
2010-05-20,0.8834858852545734,797,0.03229242301257234
2010-05-21,0.8854954616714102,570,0.016241432453599075
2010-05-22,0.8970701514381478,317,0.043383638103810886
2010-05-23,0.8826498991515266,927,0.02433338626686695
2010-05-24,0.8842795697176616,828,0.04651569778946302
2010-05-25,0.8865776601724118,731,0.03262752688564023
2010-05-26,0.8935091270957077,274,0.017306895369586725
2010-05-27,0.8824568595963368,122,0.015583954694392003
2010-05-28,0.8708043996361812,824,0.033058897502310156
2010-05-29,0.875349489753103,334,0.04047534447449776
2010-05-30,0.8779491435748946,112,0.04126022590968729
2010-05-31,0.8801483434092227,200,0.021030296177651252
2010-06-01,0.8831976015858813,635,0.0181698703564867
2010-06-02,0.877191639554709,975,0.010670252179695297
2010-06-03,0.8792289495687621,622,0.03716796604804678
2010-06-04,0.8818057275972213,884,0.013062730337341559
2010-06-05,0.8755065358778928,551,0.02683044807063703
2010-06-06,0.891841513667709,530,0.034067286560731845
2010-06-07,0.8960673523618247,892,0.047484357796787086
2010-06-08,0.8853924706558471,705,0.022472085478230746
2010-06-09,0.8912055468725104,812,0.019990886497860794
2010-06-10,0.8825191297630949,632,0.03616640617144394
2010-06-11,0.8894653019585421,951,0.034769561282143265
2010-06-12,0.8997706076238385,822,0.02328439133232498
2010-06-13,0.892386349341344,751,0.04712407342039147
2010-06-14,0.9009833864115334,392,0.043794493099585316
2010-06-15,0.9047024739855068,909,0.018959301834603245
2010-06-16,0.9121396725906262,200,0.019565701817380928
2010-06-17,0.9294410738923279,601,0.030492013875483226
2010-06-18,0.9271603359517466,403,0.040942884069228816
2010-06-19,0.9201719931981,970,0.011761615175538576
2010-06-20,0.91198693054123,639,0.03773340614938827
2010-06-21,0.9045468473643341,652,0.03592943589528388
2010-06-22,0.9038494262825648,454,0.01925920383651953
2010-06-23,0.9069329264496966,402,0.037254120529653954
2010-06-24,0.9094423264132774,595,0.047607327650083305
2010-06-25,0.9169650809970116,757,0.011871433798870741
2010-06-26,0.9170843038054011,867,0.022786082211682504
2010-06-27,0.9304144366774735,326,0.027527068666654213
2010-06-28,0.9279520312933741,335,0.045970414356987586
2010-06-29,0.9531938963293585,972,0.048490457864366274
2010-06-30,0.9591577192995804,991,0.02776460985985329
2010-07-01,0.9509362264306539,554,0.04000113648568765
2010-07-02,0.9407527217204625,112,0.03126644095057932
2010-07-03,0.9452915940984133,309,0.03151131738965506
2010-07-04,0.9431792191727898,840,0.02112398060265426
2010-07-05,0.9499135234578575,496,0.018678249834555183
2010-07-06,0.9544088716517724,199,0.021520213836961646
2010-07-07,0.9537137860482476,130,0.032253120290283176
2010-07-08,0.9456377976196387,997,0.01116620744088356
2010-07-09,0.9313128296868171,627,0.046289957774256235
2010-07-10,0.9271543786517469,748,0.01625134838199105
2010-07-11,0.9350945175720377,428,0.018803547074855462
2010-07-12,0.9370964964358638,265,0.03073104705790585
2010-07-13,0.9254227219858108,558,0.03840459065349117
2010-07-14,0.9270253776237831,921,0.013829162189775892
2010-07-15,0.9305973675182645,199,0.02270778790188649
2010-07-16,0.9223722134843624,720,0.048746984222974285
2010-07-17,0.9237901311467533,954,0.02049371867123783
2010-07-18,0.9243278575432244,272,0.022522005802525877
2010-07-19,0.9137630646769312,848,0.04345993962472134
2010-07-20,0.9170323934258764,261,0.01200857726761821
2010-07-21,0.922174969189993,827,0.028584526752358834
2010-07-22,0.9321625966580563,875,0.02518467057806681
2010-07-23,0.9419857452299408,362,0.022663470396346044
2010-07-24,0.9290082961673856,903,0.02142798376179058
2010-07-25,0.920295823743039,373,0.013654964194416369
2010-07-26,0.9250356717979641,102,0.022593033174065955
2010-07-27,0.9297883751205883,127,0.011722096108626743
2010-07-28,0.9345772286341896,425,0.04123855454577741
2010-07-29,0.9705839798262672,248,0.025929111758320467
2010-07-30,0.9761249516654035,639,0.027756153292796466
2010-07-31,0.9872094912217453,587,0.04574378345800527
2010-08-01,0.996627487177373,921,0.03632219935444883
2010-08-02,1.0031194314369554,537,0.010322364133684791
2010-08-03,0.9999569043826235,164,0.0477269929184514
2010-08-04,1.007546269505085,455,0.01948577863910845
2010-08-05,0.999759697886217,632,0.014304567390394353
2010-08-06,0.9973920808989347,351,0.04072512713523529
2010-08-07,0.9925511033093172,334,0.030019092634668725
2010-08-08,0.993363745983121,326,0.027350822640720703
2010-08-09,1.016356725027748,624,0.01998012318730967
2010-08-10,0.9973786496687396,412,0.03189885959449275
2010-08-11,1.004223262288711,148,0.0209753842081035
2010-08-12,0.9880279943556025,217,0.046063320211482704
2010-08-13,0.9833651754073182,153,0.018608179189327712
2010-08-14,0.9940735363552853,749,0.04537420601823015
2010-08-15,0.9947125270142774,664,0.03237621702909428
2010-08-16,0.9839920646989724,143,0.043139525355809644
2010-08-17,0.9769535329613568,914,0.0385138398344382
2010-08-18,0.9835928871794999,152,0.03786780445746994
2010-08-19,0.9764090529395976,685,0.022973832307802228
2010-08-20,0.9785225742041412,657,0.01935587725888814
2010-08-21,0.9789685049450803,624,0.018435449107231525
2010-08-22,0.9725895427639066,776,0.04428766628238355
2010-08-23,0.9934413187793896,201,0.042817072810360804
2010-08-24,0.9997389322746991,891,0.027622941120492295
2010-08-25,0.9794927934018082,869,0.015296184539858183
2010-08-26,0.9813190999779614,948,0.025290090079098333
2010-08-27,0.9748248629981203,967,0.03477373816547646
2010-08-28,0.983134595086198,497,0.02817612617919811
2010-08-29,0.9753430495334335,237,0.0412075707393198
2010-08-30,0.9742239756263041,774,0.04990491289005542
2010-08-31,0.9791436827719946,486,0.017645283537955872
2010-09-01,0.9876206700639817,210,0.028386032786382895
2010-09-02,0.9757662946458635,713,0.02723935607683288
2010-09-03,0.9725023443313537,116,0.022179701309958035
2010-09-04,0.9678834900460216,879,0.017923820668811583
2010-09-05,0.9615600242682963,281,0.012627684659586368
2010-09-06,0.9785359264895889,983,0.04548477268894794
2010-09-07,0.982498818027054,635,0.026793947907452702
2010-09-08,0.9701106480790194,640,0.029875820740001953
2010-09-09,0.9790149245620631,270,0.04667768192803664
2010-09-10,0.9997911504533354,508,0.04105161910063791
2010-09-11,1.0101136467598306,839,0.015220050564687369
2010-09-12,0.994766283388959,477,0.032616798704309696
2010-09-13,0.9899492860994044,287,0.027690091060782365
2010-09-14,1.0024910639762912,957,0.04188844290315051
2010-09-15,0.9953967408209742,329,0.03896930190447797
2010-09-16,0.9998145049438719,932,0.03761622887644288
2010-09-17,1.0075594085702932,951,0.023621793419195874
2010-09-18,0.9982200333930034,218,0.04219854921597018
2010-09-19,0.997625839363846,255,0.012095651823794448
2010-09-20,0.9652901188564557,883,0.016384996057286688
2010-09-21,0.955401806175869,786,0.023424930919116467
2010-09-22,0.9529887654956337,564,0.013072297642771251
2010-09-23,0.9410975319537648,203,0.019399771101387665
2010-09-24,0.9564601144463997,703,0.04320603931991673
2010-09-25,0.9427813825860121,797,0.04793006151160317
2010-09-26,0.9386327250903367,894,0.02218409423096762
2010-09-27,0.9398598989337159,601,0.02058063215955353
2010-09-28,0.9534058486116913,792,0.021195706089857075
2010-09-29,0.939716254884345,781,0.021108763494033754
2010-09-30,0.9506466937342677,798,0.01143720728743892
2010-10-01,0.9507439739905182,274,0.047076653853244325
2010-10-02,0.9414123396364843,833,0.018547925662813138
2010-10-03,0.9457626387650877,844,0.0268001629632562
2010-10-04,0.9476452709946612,773,0.01038747530963871
2010-10-05,0.941957344142554,520,0.04431820363660229
2010-10-06,0.9426148500084821,233,0.03924629377819669
2010-10-07,0.9389828268253614,490,0.04787024140694813
2010-10-08,0.9400487352027387,835,0.04126461916785597
2010-10-09,0.9462730862339632,600,0.02254826048208261
2010-10-10,0.9612811365082914,764,0.019914934349136944
2010-10-11,0.9493822496132929,132,0.037908652302131716
2010-10-12,0.9696328898506069,154,0.024564511000419977
2010-10-13,0.9507048045076757,618,0.03264860063010466
2010-10-14,0.9492617763166459,855,0.010250298841058809
2010-10-15,0.9548464466812978,924,0.01247542806721901
2010-10-16,0.9575294875458291,737,0.03141471764726605
2010-10-17,0.9515669560247407,111,0.032642865857926605
2010-10-18,0.9495865334622058,627,0.040058117778373745
2010-10-19,0.9449050629768426,819,0.01527861278495847
2010-10-20,0.9393361255490756,654,0.030527323350271154
2010-10-21,0.9473167449698167,472,0.017777905777267546
2010-10-22,0.9506988124504989,583,0.013727844782507787
2010-10-23,0.9441113291570004,746,0.026419831762422186
2010-10-24,0.9526045534980478,327,0.01653346592356229
2010-10-25,0.955531902726796,722,0.018871279127692743
2010-10-26,0.9632990595974832,406,0.02270218319478007
2010-10-27,0.9693642683106879,556,0.020375536029727852
2010-10-28,0.9613282868887311,259,0.013503651896237857
2010-10-29,0.95594310809153,430,0.013596649794388092
2010-10-30,0.9630868098069146,875,0.017729976609366725
2010-10-31,0.9689652053242879,324,0.012022367518381559
2010-11-01,0.9687626761514171,828,0.03505828078707709
2010-11-02,0.9698993000498177,603,0.02149306866035608
2010-11-03,0.9822913629310519,555,0.02118983871076284
2010-11-04,0.9764804082729462,144,0.023279931769510605
2010-11-05,0.9818227070142461,313,0.03651185096838887
2010-11-06,0.9798375336407358,158,0.04482535525933962
2010-11-07,0.9777046115078347,743,0.04036347730222554
2010-11-08,0.988447403459894,715,0.0391011692090038
2010-11-09,0.9966062099291997,294,0.029375647424033972
2010-11-10,1.0047136974799544,588,0.03775222227869647
2010-11-11,1.0178300218731318,256,0.03211049472134333
2010-11-12,1.0180438052790166,709,0.018650021127461155
2010-11-13,1.024986385258201,325,0.018343534709642027
2010-11-14,1.0218061932451359,511,0.02185568027501134
2010-11-15,1.0251185451112796,304,0.046432106838792536
2010-11-16,1.0237844245257823,178,0.03189659361518903
2010-11-17,1.024777454107796,223,0.03935621508007478
2010-11-18,1.030876489121012,570,0.023862350392661904
2010-11-19,1.0224416444684328,317,0.02630863082660901
2010-11-20,1.0438350833385994,615,0.015022623145490056
2010-11-21,1.0333339209660213,701,0.016851798312866817
2010-11-22,1.0207872981655788,203,0.043094262193045824
2010-11-23,1.032609146860942,492,0.03339354526755528
2010-11-24,1.040783928251089,730,0.023501298635352757
2010-11-25,1.0472796669999977,744,0.04211404835982184
2010-11-26,1.05386020175703,923,0.01986079622551932
2010-11-27,1.0537311378919967,707,0.049041307944008156
2010-11-28,1.0442764891935534,533,0.023792704309846792
2010-11-29,1.0450680983725076,430,0.023492438166049102
2010-11-30,1.0379912973511012,242,0.022476476221468207
2010-12-01,1.0481129553227306,899,0.014884460636971518
2010-12-02,1.0465716278554484,639,0.014445485893280496
2010-12-03,1.037932208405076,377,0.035924201381364936
2010-12-04,1.0345964412413058,332,0.045004721782321885
2010-12-05,1.0388686153720075,628,0.04162082041086694
2010-12-06,1.0330122579157808,670,0.015644303760854045
2010-12-07,1.0245186204424959,189,0.03182328487168266
2010-12-08,1.0270152412998674,591,0.0142236618390656
2010-12-09,1.0295310853212438,298,0.011811785744523098
2010-12-10,1.0243119477458835,461,0.03625543437539069
2010-12-11,1.0194870461029752,540,0.03140609334721401
2010-12-12,1.0218527651548264,125,0.013280947408458834
2010-12-13,1.0070554752694618,124,0.011397569856239537
2010-12-14,0.9928815342671684,493,0.04959025653637339
2010-12-15,0.9857482342603434,606,0.011200853285962875
2010-12-16,0.983644182731265,400,0.027781130122006385
2010-12-17,0.9867024069139411,438,0.03018476098430782
2010-12-18,1.0012597822171367,366,0.014691205912017802
2010-12-19,1.0098471830925735,560,0.01676247113758865
2010-12-20,1.008232048353058,792,0.0240722002564141
2010-12-21,1.0080403208506017,555,0.040467035048546506
2010-12-22,0.9979344206266852,459,0.030283296962410666
2010-12-23,0.9977496716702797,167,0.035516074982118465
2010-12-24,0.9948695810482062,962,0.04940698220362699
2010-12-25,0.9980802098374066,511,0.04072021741252839
2010-12-26,0.9898237815001596,590,0.027374459925648707
2010-12-27,0.9949643968065108,932,0.02785767687186195
2010-12-28,1.0102146032868857,148,0.0347508830816402
2010-12-29,1.0091158923846182,786,0.03661460833675617
2010-12-30,1.0131696292138905,663,0.030028437033466852
2010-12-31,1.020161958535752,201,0.0357944489125992
2011-01-01,1.0160688599117151,315,0.010941299776563952
2011-01-02,1.0183457938367941,537,0.027184914555873768
2011-01-03,1.0184740280204987,799,0.02115752304293907
2011-01-04,1.0194688337158022,668,0.015166977809724416
2011-01-05,1.0115882398878218,658,0.013981860512351006
2011-01-06,1.0118361819282014,258,0.0341276866245867
2011-01-07,1.016875108824407,588,0.03094402188610447
2011-01-08,1.0316314269653712,785,0.020143364679854767
2011-01-09,1.0415275662769765,341,0.02883800235090058
2011-01-10,1.0639535551241994,893,0.02968929260729633
2011-01-11,1.055789333448693,852,0.017800359217544633
2011-01-12,1.0649992016846614,981,0.03608372247526603
2011-01-13,1.0669517925821275,104,0.04123677425544362
2011-01-14,1.0903159342321094,695,0.04165854163558076
2011-01-15,1.0815029292307572,919,0.034098793228138205
2011-01-16,1.0724213129101816,460,0.03046554330076056
2011-01-17,1.0659932984324239,558,0.012440285720215796
2011-01-18,1.0433527123455886,347,0.021513251954064234
2011-01-19,1.0378672330665892,665,0.013730857871126797
2011-01-20,1.0299884439168172,772,0.04855292643513895
2011-01-21,1.0315374825378911,521,0.015403205849030429
2011-01-22,1.0350628235268458,837,0.016071016394044083
2011-01-23,1.054482370389421,114,0.04558306473321969
2011-01-24,1.0645044222070714,835,0.04775713133905832
2011-01-25,1.058363257280671,672,0.04063316156939639
2011-01-26,1.048854766501101,221,0.010216196946906795
2011-01-27,1.0540142841787796,376,0.010053850838262548
2011-01-28,1.0400988375923106,657,0.025124030791498032
2011-01-29,1.0591478189269443,552,0.0157358148004357
2011-01-30,1.0716398332411132,489,0.010735445686063891
2011-01-31,1.0666119600652906,393,0.028562667576180187
2011-02-01,1.0483394622859992,673,0.047722475896278864
2011-02-02,1.0625326406533637,697,0.022952782996097258
2011-02-03,1.0613156174110008,545,0.036445627137147864
2011-02-04,1.074452755244836,309,0.036089414125297634
2011-02-05,1.0573213833345343,689,0.02004320414660671
2011-02-06,1.0509840630504779,813,0.03601700995295457
2011-02-07,1.0510391734988302,401,0.01849335897147565
2011-02-08,1.05153295794324,322,0.014880296543075561
2011-02-09,1.0468003711783131,833,0.0380553314223876
2011-02-10,1.0533203665820106,102,0.01453763268415667
2011-02-11,1.0420749031615333,617,0.04987636874357421
2011-02-12,1.0405912022808756,192,0.017338096046009173
2011-02-13,1.041842988041198,619,0.0337656745102583
2011-02-14,1.0472026329616,527,0.02645498285650358
2011-02-15,1.0546546827014933,592,0.015055456896226685
2011-02-16,1.0427935922162932,334,0.011113756303096536
2011-02-17,1.02679594794658,719,0.03490929129171333
2011-02-18,1.0399150817816865,260,0.042270302551565046
2011-02-19,1.043370865311136,820,0.04368062646026976
2011-02-20,1.0355613748579284,851,0.02930853892307738
2011-02-21,1.0516245055817852,430,0.04109821868729542
2011-02-22,1.0528409683827509,432,0.03691388533954179
2011-02-23,1.0652570922755589,149,0.03897018109996533
2011-02-24,1.0659763376873768,622,0.029703960208872567
2011-02-25,1.0879434229460023,962,0.03533646960968508
2011-02-26,1.1070405381916482,767,0.04222103654304228
2011-02-27,1.1042844041424211,591,0.025915367022280922
2011-02-28,1.1150133106289881,681,0.04223915603470335
2011-03-01,1.1222093383704608,780,0.03368067371156252
2011-03-02,1.1375682495169739,371,0.01663604097483145
2011-03-03,1.1265915865972742,679,0.010987366288983384
2011-03-04,1.1343205846253446,966,0.02451014401596608
2011-03-05,1.1463265114523946,351,0.03186785313185359
2011-03-06,1.1261656144521448,659,0.04359281408813954
2011-03-07,1.112840163952425,795,0.015099427205609847
2011-03-08,1.090146769242069,931,0.04200825390734317
2011-03-09,1.0872098393402543,798,0.04452036184268908
2011-03-10,1.0950110293466921,189,0.016027499480033354
2011-03-11,1.1114620047673114,545,0.04406377277216876
2011-03-12,1.112285540099193,431,0.04965814271371168
2011-03-13,1.1304003953163901,238,0.0390735532419295
2011-03-14,1.1147997229769617,456,0.041390787272999524
2011-03-15,1.0958104202617922,700,0.04977661070235494
2011-03-16,1.0952017227890674,373,0.03421925002103782
2011-03-17,1.099408014202488,118,0.022315455280649977
2011-03-18,1.0990485655217181,410,0.04350123336304223
2011-03-19,1.0763263727782377,969,0.03457943110046525
2011-03-20,1.0753671502895312,985,0.033247816948838264
2011-03-21,1.061339313795556,253,0.02014542222056153
2011-03-22,1.068446811829986,489,0.040253370783315465
2011-03-23,1.0723637191026323,359,0.01326669103440385
2011-03-24,1.0622847892708784,719,0.046971482831786454
2011-03-25,1.0568260591709155,982,0.02303293843081939
2011-03-26,1.0456320146493312,896,0.015110986111599618
2011-03-27,1.0449766219417496,670,0.027694661324096752
2011-03-28,1.0549576358972594,224,0.011698796370261326
2011-03-29,1.0445586437024144,453,0.03738504777059865
2011-03-30,1.0498237051485368,372,0.04610822041781425
2011-03-31,1.0442569349725068,718,0.04349052028554035
2011-04-01,1.0359773054360943,910,0.015094778937915243
2011-04-02,1.0348684951970386,344,0.015050845484309273
2011-04-03,1.0241550985533743,947,0.042537379292970565
2011-04-04,1.0184848709645558,549,0.04697017098412464
2011-04-05,1.0062846658559093,346,0.028426793193339565
2011-04-06,1.026055393594664,619,0.02995884467655064
2011-04-07,1.0264172171716428,240,0.022730481655429034
2011-04-08,1.0192351140846652,461,0.04577060473025656
2011-04-09,1.0214160724719554,107,0.03579611621169424
2011-04-10,1.020268735718519,577,0.02153006308669474
2011-04-11,1.018014251979039,451,0.021951314842170062
2011-04-12,1.0242665565163902,594,0.0456480029225441
2011-04-13,1.0320254546534378,705,0.010545360956232859
2011-04-14,1.0265505477728685,932,0.02290906290906554
2011-04-15,1.0206394824693545,526,0.03217426724865476
2011-04-16,1.0178321962510228,138,0.015928698483972985
2011-04-17,0.9944025015040274,692,0.013683950167983593
2011-04-18,0.9793354036789595,286,0.0426110532436224
2011-04-19,0.9927216873038213,695,0.045776175545940295
2011-04-20,1.0090516385448944,699,0.04294425683192758
2011-04-21,1.0065387363071834,853,0.04595151558949391
2011-04-22,1.0123420054772159,953,0.03212447884233486
2011-04-23,1.015492921533773,192,0.04249032483961368
2011-04-24,1.0467587382060977,185,0.025361705535644017
2011-04-25,1.0584779864223022,143,0.03665071445916154
2011-04-26,1.0571240068757166,236,0.04955342125556658
2011-04-27,1.0470227594827235,520,0.019029108953565098
2011-04-28,1.030202900890754,173,0.025595989851643224
2011-04-29,1.032298989169716,647,0.029201895092403424
2011-04-30,1.0244911880715686,712,0.01552061948080207
2011-05-01,1.0099203241447194,611,0.013241544418602272
2011-05-02,1.0033904531763456,255,0.04318891465286498
2011-05-03,0.9925383037615594,354,0.04907177491310345
2011-05-04,1.0092838307283638,270,0.026189002553186347
2011-05-05,1.0181820782405275,827,0.013505993447786132
2011-05-06,1.0181009022354792,269,0.01263247042762306
2011-05-07,1.0331682268660998,863,0.04565272825441195
2011-05-08,1.033967571638379,971,0.0285525699891072
2011-05-09,1.0250621722970001,421,0.02280109266249568
2011-05-10,1.0406751410502393,666,0.02905845084957598
2011-05-11,1.0462834439074884,555,0.022732163787693896
2011-05-12,1.0354309091222036,702,0.029561431012304802
2011-05-13,1.0334600836173113,889,0.04438225587671748
2011-05-14,1.0244109184837127,712,0.033692054842483825
2011-05-15,1.0102453670589506,254,0.037786150912407016
2011-05-16,1.0196020328236293,988,0.024586827049373462
2011-05-17,1.0390704837049354,448,0.03954023514042075
2011-05-18,1.0245383808507125,550,0.036664683395174896
2011-05-19,1.0303062167529897,975,0.014782479910082257
2011-05-20,1.0236026059144863,752,0.032905714124623384
2011-05-21,1.0186163777922,272,0.02026973985239032
2011-05-22,1.0125821562588568,109,0.042163826785343715
2011-05-23,1.0038335398933556,839,0.02703750833867758
2011-05-24,1.004320616268768,364,0.04978736660785949
2011-05-25,0.9959752129387426,537,0.013700017517558552
2011-05-26,0.9986688958852107,859,0.04121391450960634
2011-05-27,0.9981671835122613,346,0.036948069341686256
2011-05-28,0.9957820825227973,766,0.04069995322362822
2011-05-29,0.9867447261886994,645,0.022301191819618253
2011-05-30,0.9810534655021479,598,0.029682179575296022
2011-05-31,0.9884642573012106,228,0.04186034078894834
2011-06-01,0.9934156446595559,771,0.019301653264834198
2011-06-02,0.983704457922537,700,0.019041327871546082
2011-06-03,0.9846815942392015,704,0.0320420381317973
2011-06-04,0.992080364944527,426,0.03094254318119423
