Server ID,CPU Usage,Memory Usage,Disk Usage,Network Traffic,Temperature,Uptime,Failures,Maintenance Needed
34,94.88855372533332,89.5106225730092,38.56586897760826,632764867.1477249,67.56942824728397,5792.699550724919,3,0
35,96.56320330745594,65.92445370508719,7.337838974377597,985909625.4008341,66.25725450984302,7623.768446886634,1,0
36,80.83973481164611,34.47869286545365,81.27300494315858,339554530.0551574,54.017165541334016,3464.2271610175662,0,1
37,30.46137691733707,89.36486490904808,57.963057023661335,971233956.0292075,86.38197131392744,298.67586424952833,0,0
38,9.767211400638388,29.151692815119233,23.576151286357305,146416685.48089495,95.43120490685541,5047.409939027345,0,0
39,68.42330265121569,56.271154334220284,89.4681174332668,41654077.57468142,57.22686895308886,2971.995890371536,1,0
40,44.01524937396013,9.97309723438824,4.525831387055145,33951076.39414796,56.49176407987198,3926.6819847038923,0,0
41,12.203823484477883,92.19556301327502,20.18196081977629,465405500.22862786,60.16509837365958,5966.844363749357,1,1
42,49.51769101112702,14.077045777121333,75.2046927805861,83921193.28111619,77.84992246664493,6138.121818873766,0,0
43,3.4388521115218396,22.489680573040726,70.93779303098891,512655716.28343415,73.44482325591699,242.36663780967703,2,0
44,90.9320402078782,55.813415812821496,28.927169372447803,328173003.0053916,37.826795936550965,6739.322111402174,0,0
45,25.87799816000169,76.40930002129815,6.202487535278312,336293363.4816415,25.111627887947463,4323.732176100295,0,0
46,66.2522284353982,61.93513059362989,85.80780722249438,635973387.5486246,95.94033038534315,4877.1245555497335,2,0
47,31.171107608941096,23.213391280015617,31.369763806990257,163934908.14546856,40.885580778696344,2611.1310680779184,1,1
48,52.00680211778108,0.09430425274903342,19.571341492826523,766786816.9693913,71.08773477524734,3687.083131579089,0,1
49,54.67102793432797,75.71505803074392,51.60618223609771,582448888.8588561,86.27504021949778,6223.175798524967,0,0
50,18.485445552552704,98.52073259110938,91.02271992824473,915029684.2186635,44.022140043774904,6804.236199988761,0,0
51,96.95846277645586,80.99131203060904,4.354657784337535,365475813.1137559,70.8346730925543,3391.6630408503192,1,0
52,77.51328233611146,46.02066181566153,76.58040880308877,982732277.0750585,28.632019291937993,6054.4984684930005,2,0
53,93.9498941564189,90.37672613991066,57.24732279387089,576251819.0673091,97.59451555005286,2261.203031289029,1,0
54,89.48273504276489,40.984767311835,42.54491165518169,973428554.2313462,24.65266200405007,7288.686524289856,0,0
55,59.78999788110851,52.493408424346754,74.40804441050601,28033593.393068213,55.053973907278106,5342.3629185896125,2,0
56,92.18742350231169,47.712976739568326,96.58244244416323,728248346.0899756,62.94553936480186,6790.8586942299335,1,0
57,8.84925020519195,44.762387266552494,22.920621116269103,816804902.7684436,83.23854229306912,4180.399351452025,3,1
58,19.59828624191452,77.51907692939058,14.364736507211962,54120113.38981108,29.690281365793698,2007.768227156946,1,0
59,4.522728891053807,52.676890726949196,91.2881745222697,579390694.3522295,55.26463790841412,3760.635321514207,1,1
60,32.53303307632643,31.671712202521608,66.89530774573036,802140351.2958589,43.976925563476186,3342.4305702356114,4,0
61,38.8677289689482,25.81581676584783,43.798602156196594,561477686.4978497,44.960857255467204,2915.2642039923535,1,1
62,27.134903177389592,3.7747316967433386,57.32595702642831,64749776.81506117,82.30303328522007,1859.429856467609,1,1
63,82.87375091519293,58.3195161883046,74.5613905176244,693753793.6574131,20.43687560254665,6650.544995725222,2,0
64,35.67533266935893,22.99614154010342,77.30318987057171,61536317.75863533,79.9266913068773,757.3542015067893,1,0
65,28.093450968738075,14.813392201638308,91.98941808189646,817651426.121422,84.8318744098485,7775.146184870019,0,0
66,54.26960831582485,65.38299638276777,42.684278889562265,43991149.1233877,92.10897950736552,1534.041547861423,1,0
67,14.092422497476264,68.12092578215488,29.3410910019395,138259983.62936044,70.15054425843869,8583.71331656765,0,0
68,80.21969807540397,75.21548922576659,63.96642667898419,275832482.9327452,46.6764262617793,8658.991633194684,1,0
69,7.455064367977082,50.357689633859145,41.57278992795304,633731427.4685392,54.178778603909656,3490.4720942312483,1,0
70,98.68869366005173,89.40546052038866,59.45984539489779,976382740.5316746,97.57888658299434,8653.32477518599,2,0
71,77.22447692966574,93.63427533982278,41.99857984559502,118705029.76731448,90.49494611486818,7613.171142861882,0,0
72,19.87156815341724,80.73709397924894,15.299578667817448,143564961.5447045,57.082072727955364,723.006795775844,0,0
73,0.5522117123602399,63.55934820081872,46.94267516589584,369501526.3042793,95.4450405688738,8298.650888823067,2,0
74,81.54614284548342,30.372095359118866,69.09178219410327,836382918.6175649,85.83639003251672,373.3835061383408,1,0
75,70.68573438476172,98.29449216202212,79.92838076676499,467763721.79806334,92.08718893278358,1594.3872988608398,1,0
76,72.90071680409874,27.413616719193833,49.332627679654685,322288989.65556586,74.63817876607368,5121.47234227602,1,0
77,77.12703466859458,20.265692199043105,16.52378902104009,561642628.3766524,88.6123234769596,708.1769456057191,0,0
78,7.4044651734090365,44.215411378658274,41.46877096494316,261262674.24830428,91.34129130674606,1417.5734234698823,1,0
79,35.84657285442726,5.684057071238846,78.62939288416982,401758747.3402734,27.361326763253714,8352.634563316098,2,0
80,11.586905952512971,97.84944646717908,41.285927061707284,333272544.0828098,97.21735813285268,8713.471183730559,2,0
81,86.31034258755935,58.84335564164248,69.65307936042223,804336881.3922312,46.689047901125065,6991.877969453623,0,0
82,62.329812682755794,55.69520916641753,50.721368167808976,924331470.7115628,55.19196076666844,4513.719059839332,3,0
83,33.08980248526492,65.57962798997198,24.12231251093967,759812619.9647549,83.35230073542522,7886.735895723384,1,0
84,6.355835028602364,49.70236477772067,79.61505080230744,439644492.4539535,73.19170444579981,981.1213341691782,1,0
85,31.09823217156622,3.2063517094541583,8.421345407068703,504830642.5191671,91.44479299488458,8259.789882717032,3,0
86,32.518332202674706,61.23112888403968,52.48902827551506,125948620.23550625,52.04590006214177,3080.2520915821306,1,0
87,72.96061783380641,71.61738769564306,20.889103424340494,747117846.4234033,49.863053094092685,7546.78557781155,0,0
88,63.75574713552131,41.67490606240531,6.706562854137566,596879203.715649,22.535107963305574,5855.28266302604,4,0
89,88.72127425763266,75.72955720711929,50.293393708324885,902537556.141299,57.018030133572644,8412.042629224068,1,0
90,47.22149251619493,22.70012993384206,49.95621559349236,201410532.43157804,77.92566162632869,7574.7141447435715,2,0
91,11.959424593830171,22.127659106618403,70.69009016757208,759966395.8106796,44.09429741009728,7778.0969488923865,3,0
92,71.3244787222995,16.141698768757394,74.47506930519049,684986990.0574706,57.01812109390731,5534.536405255347,0,0
93,76.07850486168974,37.19947597891618,72.77914886928968,266579688.27594241,37.55182147882224,7298.635572821199,0,0
94,56.127719756949624,84.70120353890836,40.9558732916755,667711260.9012843,81.82302446971686,6632.711749518564,2,0
95,77.0967179954561,82.79120621490644,63.168978722656256,924449007.1960729,24.840924907291768,1416.6570035871484,0,1
96,49.379559636439076,38.28242079635038,57.69452426439603,918517551.6794517,76.43064440003985,5682.060171363056,1,0
97,52.27328293819941,58.911873598023654,42.15617561169196,719906947.9416251,50.31520093959868,1298.8696119700694,3,0
98,42.75410183585496,72.08163164749156,59.72126941859932,49025039.421526045,23.32768555096966,7616.5661715953565,0,0
99,2.541912674409519,24.1206774628023,94.72478767062626,872392072.9828414,88.27756698334287,578.6542924187838,0,0
100,10.789142699330444,16.814108589474706,19.289374368137736,658120828.3975354,59.017749054493216,8646.541784222898,1,0
101,3.142918568673425,97.2095993212311,90.57720957855263,311123818.9295517,67.94551756929033,3510.088968700215,1,0
102,63.64104112637804,61.75573132096185,5.345551398319836,188063111.3439936,78.56245532195655,1495.5425090708745,1,0
103,31.435598107632668,98.14157218336639,30.838921290166066,117087659.1343198,72.4059546400951,8196.577181888651,1,0
104,50.85706911647028,33.77559871322291,28.814524861152822,51186662.35850322,78.46854966516892,398.8862133872382,1,0
105,90.7566473926093,70.30316999741315,62.63651078809057,754349144.7028056,80.98253476622861,4118.655252664186,0,1
106,24.929222914887493,22.260363654123772,13.122495177729032,236607155.94433203,67.13212244516887,6747.419413490718,1,0
107,41.038292303562976,26.120017127391293,88.23476118397538,25228683.107211813,49.25102647262054,2775.4174143062687,1,0
108,75.55511385430486,51.1902121269624,82.85514084650413,397873381.1901473,39.45137197730741,4633.062873678636,1,0
109,22.879816549162246,31.961812550807124,65.20658196852777,483124473.5117466,92.23225893222298,6135.917609892591,1,0
110,7.697990982879299,16.762156384058446,45.841383179219775,170061000.66922677,97.59398757105762,8339.36147155057,1,0
111,28.9751452913768,26.2880701989326,93.29560421420784,45004287.82638723,48.61302040785671,900.5724173749514,2,0
112,16.122128725400444,3.574839446586464,83.0746554720556,189936357.6149708,28.984858325784018,1378.1486978389821,0,0
113,92.96976523425731,70.44236214774867,49.93151480812449,679423659.0747378,37.8029861693145,4458.200171004833,0,0
114,80.8120379564417,49.21166570858616,70.18733544543112,83161433.5739552,73.65338767897516,3666.422184713261,1,0
115,63.34037565104234,9.424306640452562,56.69299521796846,555481993.5264368,33.83466959666646,3599.1635714282343,1,0
116,87.14605901877177,17.16939931284912,58.794223838826454,147265575.92025852,82.40978184487905,2602.085804217766,1,0
117,80.36720768991145,10.253453811264402,33.097606943747124,196493484.40683895,93.84241918997708,4912.038150139947,0,0
118,18.657005888603585,61.259280827587645,46.208460462489676,393684805.383432,97.09212120630778,7737.722536475509,1,0
119,89.25589984899777,9.42103636124938,7.812143078974421,101724510.71767761,20.746040477991254,1410.5362987711496,2,0
120,53.93422419156507,75.42823330352161,35.73486916645925,174030299.27943066,96.65233319635333,1886.6929600533413,1,0
121,80.74401551640625,2.0510919320391174,69.5828515362152,349603459.0399028,79.21555353036942,5876.743017226571,1,0
122,89.60912999234932,24.93757879958921,95.32160305061863,330339336.4928685,26.724018581104183,493.2352539024972,0,0
123,31.800347497186387,89.06666758919071,96.30641127630203,749522214.1900561,53.219237502298114,5902.500623972373,2,0
124,11.005192452767677,71.8531318122246,55.57228691248917,75707522.82129794,76.00363796636073,2755.3214254119716,1,0
125,22.793516254194166,7.296833292568772,60.66222518095821,860590284.930677,96.53483941288394,3135.442585132731,1,0
126,42.71077886262563,82.11261044851797,18.57211855009675,816415938.5687155,33.13131148891141,3553.2069653147832,0,0
127,81.80147659224932,49.30351215402048,69.53081080935307,766225648.0522465,30.218662554156317,3063.037451105931,1,0
128,86.07305832563435,84.67830271688292,7.065879267438624,310062990.1006694,57.78776426095028,7369.155072787423,2,0
129,0.6952130531190703,60.07397744503934,28.468568579944453,823058903.7552468,97.44791149907914,8287.613618369307,0,0
130,51.07473025775657,68.18330320328587,66.83633472854422,183619278.20899153,97.71033722064084,4801.032512294494,0,1
131,41.7411003148779,99.35015603957082,31.03101315434893,125284796.64917322,38.23317928423275,5097.673771295234,0,0
132,22.210781047073024,23.233554592401816,4.984687411445432,45911377.155997865,45.54777183771659,618.3615430896785,1,0
133,11.98653673336828,62.394557476138836,83.18704093509638,939371052.6425704,92.64255885157236,6247.848100514005,0,0
134,33.7615171403628,46.032139005739836,31.033000713456303,308702886.80756843,78.78731926816513,5117.122028292412,1,1
135,94.29097039125192,3.9451952922691436,6.310522485867843,917700262.2977281,97.78531429260946,442.4056340307714,1,0
136,32.320293202075526,1.4470641502865034,7.478816450286518,273340947.95781034,91.45186904124435,1739.010417881049,0,0
137,51.87906217433661,11.922857781785867,25.175879878875364,907658393.3770132,37.20768402509947,1769.822419218457,1,1
138,70.30189588951778,64.90917405385481,17.801594722152625,904025123.7932422,80.77814875301468,1498.5082910718836,1,0
139,36.3629602379294,56.71630879133922,77.43001177801509,923752368.9657022,23.88521852480933,5770.079916540904,0,0
140,97.17820827209607,55.34295611637275,32.168404666703445,496657285.84490955,85.42662229931791,8133.20259090118,1,0
141,96.24472949421113,3.1856762528260085,80.46957850398326,866080340.5120931,68.12454099556865,6683.900874813869,1,0
142,25.178229582536417,46.930299636000704,17.38459978231528,950815130.2711529,96.48807701091694,4182.314356988666,0,0
143,49.72485058923854,92.46228178425285,49.28791795440838,325292324.95528233,96.80259643752628,3540.085319046077,0,0
144,30.087830981676966,39.75918693106466,68.80371335531288,419455531.2768725,24.065208721948423,3385.9865444034804,0,0
145,28.484049437746762,62.492246978845635,65.19908538658548,719520947.1484083,32.841718844461425,5267.3221024577315,0,1
146,3.6886947354532795,77.98186756231435,60.112940993026875,301059461.9015776,58.73656378549533,3147.413751695194,2,1
147,60.956433397989684,78.39252791418876,92.48216019311698,754055499.6037463,90.35948199569194,1981.6023456419734,0,0
148,50.26790232288615,51.92800823952714,22.852514770674436,74818253.0683204,85.15561138368452,5281.301018695531,1,0
149,5.147875124998935,85.79519454023364,49.37192044621054,523974885.90425366,97.14960210814229,3423.1887162121134,0,0
150,27.864646423661142,39.137809336374694,88.39925500724087,123191170.59966145,69.44672936890726,124.7193784708406,1,0
151,90.82658859666537,88.86932147847983,7.789376559515704,294030152.96023977,40.52508156492965,195.7223237313782,0,1
152,23.95618906669724,24.02271663955453,5.588826825307525,259366767.0939855,22.008531160414186,2402.16257710155,1,0
153,14.48948720912231,28.021640699057105,23.33022875582914,839093141.4891034,37.83411925764391,4489.306045480619,1,0
154,48.9452760277563,5.31206241990011,63.30212195380185,194323738.15079126,74.02185583628997,3103.783847663913,1,0
155,98.56504541106007,79.55818365422829,25.98796264498069,808639472.2389598,94.10198586744104,211.6990797625676,0,0
156,24.20552715115004,41.70552362327056,19.023988380879896,794166385.5620141,45.67229338466119,1955.586298714633,0,0
157,67.21355474058785,22.911661391139905,45.88023153582921,499384172.5016727,90.05634642314364,845.5367246809626,4,0
158,76.16196153287176,23.179027761657967,61.35980687694115,234609412.3405335,51.59185986729252,8310.067699924648,2,0
159,23.763754399239968,90.13999412292331,24.85577070167404,227669443.6162665,44.661699949484024,2741.1136684302637,2,1
160,72.82163486118596,83.3916600461037,30.069118672374206,465459722.46873194,60.707539424465445,130.33864880494838,0,0
161,36.77831327192532,55.35308853571833,61.35593048115139,9800198.386122795,55.38187939276922,5786.873524142427,1,0
162,63.23058305935795,61.61108004157211,94.57384219894527,531819403.8567548,93.10398948136145,2037.0115109079704,0,1
163,63.35297107608947,47.4325570550291,67.47417274380882,952826746.2412883,57.46055579265012,4965.042857816565,1,0
164,53.57746840747585,39.16665428788089,78.29041435845599,155552174.9807339,42.18683097784604,1321.379436924504,1,0
165,9.02897700544083,91.54768812183315,36.68100947554688,573772275.8541278,87.40524620015229,8619.971926437667,3,0
166,83.5302495589238,12.561270352030206,27.22543593844661,961816909.9558123,99.89996093276534,8499.500215125752,0,0
167,32.07800649717358,41.8446789716228,45.426774320262254,860661617.3521086,71.85371353450591,5746.758177455389,0,0
168,18.651851039985424,34.45619079878753,80.71328287116737,850529736.2649589,40.036909514908686,6195.38776453943,1,0
169,4.077514155476392,49.81507202511484,45.629964179055584,822028080.4657929,39.10520616105434,3731.2732088235744,1,0
170,59.08929431882418,45.76318745451751,84.6725408789861,309714582.45012945,24.616535697220783,8428.728886517742,0,0
171,67.75643618422824,51.88895316510814,98.8771980695127,890726214.4355454,26.18344308112679,3712.5353348313492,2,0
172,1.6587828927856152,13.99189772269941,7.202666573033634,941399010.8819379,93.198647614621,2098.5001892971995,1,0
173,51.2093058299281,51.31415015132771,4.541015608370369,496296630.87574035,27.718968563964044,1011.6012415205952,0,0
174,22.649577519793795,24.241881388721087,14.958970291336183,355216476.21219933,58.7475078621423,1823.9695054537033,1,0
175,64.51727904094498,18.433134898819127,38.43696757343462,414814786.59025025,75.84974237545426,5013.018080911676,0,0
176,17.436642900499145,6.483421878619122,13.104220914543241,334872235.38943434,88.02838262188826,2147.7583574303208,0,0
177,69.09377381024659,76.26525587561409,87.0664477618756,213206023.58251554,33.70167602029818,5731.570743772045,1,0
178,38.67353463005374,42.744192085655996,2.31462510270638,618830021.7826365,55.022294330028544,3348.5542096731238,2,0
179,93.67299887367345,62.66436833117584,31.579271633582252,563034289.3590776,40.1184156011022,7769.119778549642,2,0
180,13.752094414599325,72.75933433047433,18.469462949420535,463122485.9682363,40.46584719732813,4892.709392930992,0,0
181,34.10663510502585,67.93166653135535,93.15393301575324,96749541.29814695,44.30714459893407,5454.388901114077,0,0
182,11.347352124058908,47.05007190896823,66.9481004890028,797096071.7412938,66.96929715347738,4875.907314412858,0,0
183,92.46936182785628,38.789852895172984,91.20302564513744,175758629.1880384,21.326197734847057,7757.696893139181,1,0
184,87.7339353380981,37.595990964066374,97.23287103103934,115447481.35265209,52.70130290524223,556.491995491787,2,0
185,25.79416277151556,64.00487969300563,49.70982436773692,623448324.0874645,34.946410818623406,590.9073254078367,0,0
186,65.99840460341791,49.47943549418734,23.431910804802627,399245716.87648547,97.36948068101078,6147.542805295871,0,0
187,81.72222002012158,84.91322479885106,19.372878619658927,60748666.87697714,66.61833274002483,6727.595818039994,1,0
188,55.52008115994623,87.47019843267121,22.291886168584053,356212786.60609716,89.4476375064258,3798.8097147317562,1,1
189,52.965057835600646,17.056037800651847,70.85933076220029,772008571.9326779,35.65519894156896,3086.8413173472927,2,0
190,24.18522909004517,13.623365154572564,4.044572812300073,615633956.0118805,84.80125594590302,2435.5208348932138,2,0
191,9.310276780589922,63.04009260359995,5.136107303271487,363423236.9640098,53.182596904418666,2054.0648050160444,0,0
192,89.72157579533267,30.12257480622794,60.814294238315,192612986.8429535,34.21557510795219,7988.845286994903,2,0
193,90.04180571633304,1.857071876509886,64.20571467374066,632163825.1839684,80.89961619105863,2586.1272865775095,0,0
194,63.31014572732679,88.86426693629551,66.52629243224601,887667745.6454089,80.96088780922247,5677.522172510271,0,0
195,33.90297910487007,22.690076724380827,37.188050458859124,646626445.2978979,99.67103254912489,6895.163181380146,0,0
196,34.92095746126609,92.92806516858091,80.59448887141531,813090950.795574,82.47498094385313,193.40526062236088,0,0
197,72.59556788702393,71.74344508782536,53.36245877266176,522006310.7158166,31.621379834170227,297.70367882683144,1,0
198,89.71102599525771,76.26534899114843,10.546563000941944,718253135.6342878,45.80357934285826,2918.9505272187175,2,0
199,88.70864242651173,20.14614957931604,79.70993070673453,896330547.0045741,56.13815338329168,6097.401904443726,2,0
200,77.98755458576238,23.419442561681294,95.30677862704583,773405799.2803965,30.132224456783607,2285.335246262921,1,0
201,64.20316461542878,52.12677538240658,6.003631300235868,909944099.4447476,83.04311795582512,13.992140896080041,1,0
202,8.413996499504883,17.209985264986216,39.13513387005799,431708462.5139438,62.13588303300692,2524.887455608769,3,0
203,16.162871409461378,30.543169268303227,48.751604483474765,904316034.8719295,95.55596552766028,790.4558229805282,0,0
204,89.85541885270793,32.14624779478045,14.647076007831695,621945667.2472259,67.14465156206562,1922.841145434959,1,0
205,60.642905965958995,15.96299332527641,86.77089477828771,870178717.315612,61.83192669906031,2919.411216125148,0,0
206,0.9197051616629648,20.518283339516074,28.4149644890044,40337153.90739756,25.714012234629145,1122.6543730471972,2,0
207,10.147154286603211,78.85518420082566,78.300853993816,658194529.5316225,31.947672395566222,6188.048647714054,0,0
208,66.35017691080559,16.719585454726836,67.0994482028316,848127103.7990208,87.96208614113209,2242.6053121422033,1,0
209,0.5061583846218687,2.8457391843922486,59.804582246702346,175027831.60955656,99.25407822606466,5791.529347112166,0,0
210,16.080805141749867,62.93549426289384,19.21428486965544,662125146.5314581,53.21433087186156,5247.928757860623,1,0
211,54.87337893665861,97.598311939245,22.07035205509057,825129759.5024148,84.80688669799433,7866.980426709433,2,0
212,69.18951976926932,33.12138146231214,4.734840474656932,288661420.2630044,70.20686130645214,771.2066565669579,0,0
213,65.19612595026005,11.86557031962523,24.071242978226636,405841081.57848567,96.72474189373709,1880.7524474343395,1,0
214,22.42693094605598,57.03873253675308,34.54436094605141,569948200.7807202,39.05097883552746,7579.097859996186,2,0
215,71.2179221347536,90.63542110956462,83.31453038624254,519648521.1956775,63.58685944063544,7202.049426482286,0,0
216,23.724908749680008,78.40617798284788,36.63926667148053,40150203.644098505,52.703665467407646,1683.652575357582,1,0
217,32.539969815926774,62.2515868412716,75.46217827656065,99573425.98732802,63.33727807544122,944.6597286361014,0,0
218,74.64914051180241,31.50564966075994,43.944228129548755,101366112.72505695,41.508646673508416,7500.818988608277,2,0
219,64.96328990472146,54.18801732762199,78.48683119938885,263005637.59367582,59.819693017259524,1561.3112397275888,1,0
220,84.9223410494178,9.124484130425536,97.62716004370398,246618248.68964678,69.98433173798121,7631.049915474095,1,1
221,65.76128923003434,67.894542428067,23.98415580575801,742480161.4030128,26.497270719959367,8419.40365184963,0,0
222,56.830860333547164,72.50960188976508,86.23416119638762,573171641.6301284,79.43898038460986,1935.0453472842971,1,0
223,9.367476782809248,96.50316229099188,62.18240863057747,764212108.5605959,76.52183705283338,7361.954987707645,1,0
224,36.77158030594335,26.039735874507166,81.72942615886548,70826161.35345925,90.43660811611882,3713.336517154642,0,0
225,26.520236768172545,1.8456419043022643,65.15859022678052,485729023.234129,54.06852414479404,6909.91022241587,3,0
226,24.398964337908357,54.56084644271506,42.394950727415015,324451803.68600416,24.933530609177417,3569.377543433688,1,0
227,97.30105547524455,70.67905043968145,22.807493944179036,850089371.4449906,56.916890321734954,617.5950493086266,0,0
228,39.30977246667604,79.0407475882988,7.003522533116502,708081367.7529933,31.008733764956915,6243.497892823086,1,0
229,89.20465551771133,19.37389330248106,53.5518364460717,869389212.3559695,71.79574508174542,1320.881796915449,0,0
230,63.11386259972629,26.175286903702364,99.03260945268656,47380695.283654004,23.770521930504465,8120.812757324967,3,0
231,79.48113035416485,51.25909252672963,73.80418050142062,721102666.0770339,49.91971249821561,3660.0396929783224,1,0
232,50.26370931051921,33.060080997000185,32.73455413990166,540468343.8074185,26.62743187899963,719.2392955400072,1,0
233,57.69038846263591,86.05114865874451,82.72048000867352,825175028.9865502,20.269314725728265,2002.2564494054168,0,0
234,49.25176938188639,47.37601537387203,76.89840001764065,507653430.3348952,96.84457791212735,7555.791811399537,0,0
235,19.52429877980445,79.9578644102003,28.16357933534568,540668868.824007,99.69018784210242,2813.3876284379576,1,0
236,72.24521152615053,58.06197604823537,1.4307489794234685,52715613.56112306,64.44023612254504,7501.5769080271,2,0
237,28.07723624408558,77.3090141617112,11.81626385339496,668854342.1709307,39.116467995638715,1510.0595415768323,0,0
238,2.431596643145384,33.267298653032384,87.73061903120576,273866735.729445,92.88792294469259,4102.1225444135225,1,1
239,64.54722959071678,83.14166219303112,83.65630353048718,20674228.256641667,93.84292776608854,7693.674888558971,1,0
240,17.711067940704893,27.457231555102158,29.520900087836242,67370725.34352401,88.36071129365648,424.97792631940405,2,0
241,94.04585843529144,54.60988080032908,28.51954262844204,957328323.3570596,63.54959876539056,2666.163843966696,0,1
242,95.39285770025873,21.400711317387422,79.28649871024712,346731212.2902671,25.976172871682195,7970.390071894324,2,0
243,91.48643902204485,47.55265216261934,93.7737469895422,868207552.9925377,27.075114202943826,5225.97410439475,0,0
244,37.01587002554444,31.817520950870314,77.91372567975999,959717556.8351866,91.72958301701242,6274.477235622878,0,0
245,1.5456616528867428,26.670343063721425,60.55786770307615,943323921.6484854,90.06614779657835,7377.202993630896,1,0
246,92.83185625877253,96.69850180280375,24.267135033180452,881843515.4587207,54.751779934497414,4587.181097691194,0,0
247,42.81841483173143,16.00741054867306,52.574791409526064,894949068.5488396,46.252369558114026,7405.559927048194,0,0
248,96.66548190436696,78.73258374573953,23.351185859326463,289719036.29661053,71.52991361152817,5595.938874484587,1,0
249,96.36199770892529,98.4164959483215,80.80114200967736,152318420.37009794,84.559035860442,6006.612296485715,1,0
250,85.300945546736,1.990148374007783,38.696107951773726,639623299.5258358,78.53479536414568,1339.8521728177334,0,0
251,29.444889206958567,69.90274140420951,83.36972169940262,488617486.276955,69.24823504405651,8225.865925266771,3,0
252,38.50977286019253,25.291180555628713,38.160921798272526,99647971.97647586,38.52088355558651,6973.902825459426,0,0
253,85.11366715168569,4.0487824328304445,82.41494051998913,677863774.7063885,41.00038953765721,2227.5027302528824,1,0
254,31.692200515627768,40.28895789566308,33.331781516524195,563297147.4772886,77.92539851181614,5081.173282849162,1,0
255,16.94927466860925,93.5217810170875,44.013270461766986,863204333.4096286,84.20958819608248,3298.4648606789096,2,0
