Underlying Asset Price (S),Strike Price (K),Time to Expiration (T),Risk-free Interest Rate (r),Volatility (sigma),Option Type,Option Price,Delta
100.67528204687923,99.75645407739017,0.6360658595838651,0.05,0.1794286696441999,put,3.8352043167201586,-0.3602223320979031
85.75251813786544,121.42270358611864,0.3691179600880888,0.05,0.2576950367127874,put,33.550880102753766,-0.9785862651519679
94.55617275474818,117.27543170100711,0.19804878441791746,0.05,0.10651291501522897,call,7.675079268761758e-06,8.15757192507348e-06
101.10922589709867,104.36323669674032,0.5183849544753695,0.05,0.18057396124084954,put,5.5526910905586035,-0.491732076671867
88.49006422577698,100.380034781682,0.6800511181510853,0.05,0.2095211944962529,put,11.53568962509565,-0.6723745556196459
103.75698018345672,101.20031326718261,0.6238946352939437,0.05,0.2224609360642517,call,10.254774517902256,0.6581342215057627
93.99361310081196,106.13517972730416,0.5209659415274626,0.05,0.17450966534045587,put,11.018020216537451,-0.7563860025950582
97.08306250206724,89.77207434801595,0.4508363814367953,0.05,0.20172205058529208,put,1.653503550032216,-0.20834041734450848
93.98293387770603,97.42623462576655,0.5807122596637311,0.05,0.07558363232935053,put,2.510105261909331,-0.536574434045293
118.52278184508938,83.3141592612241,0.40264538002955313,0.05,0.1670875793833076,put,0.0005750844068075772,-0.0001802163522114375
99.86502775262066,103.9922312260528,0.5476357769356219,0.05,0.22267543562772338,put,7.280987890434091,-0.49888095994497283
89.422890710441,106.4719593970274,0.5505470159166627,0.05,0.15088529828726605,call,0.47680950220150464,0.10440433075997857
108.22544912103189,95.16813537700627,0.606020990749888,0.05,0.20294921107947989,call,17.19704335897505,0.8609454477345938
87.79156350028978,115.73986763290033,0.7759660038911078,0.05,0.2223436250401349,call,1.0542447754451914,0.13240682325064884
102.08863595004756,87.7423433699766,0.5392415967178767,0.05,0.18287253995711175,put,0.5363555099030908,-0.08141521503549254
80.40329876120225,85.3562511979018,0.44910363742925014,0.05,0.20852318854982854,call,3.1966522436851896,0.4218293792999397
86.71813951101569,102.24451818559972,0.49744256878080056,0.05,0.1518633717357694,put,13.462467419161825,-0.89470795720095
101.96861235869123,110.47098302612154,0.3230924095110882,0.05,0.18966943601519767,put,8.666916114672958,-0.705094545561609
107.3846657999541,116.83927691457869,0.4305286868910942,0.05,0.23051080847946115,put,10.734165509081237,-0.6330535582564683
101.7136828118997,95.4111573713106,0.4590717561886896,0.05,0.20784864804842174,call,10.713860600907992,0.7541545723696979
98.8435171761176,110.78680833431295,0.4475911602065408,0.05,0.17067343652180322,call,1.4114945941357533,0.22786120435699253
96.98896304410711,99.61491530499293,0.5152354872033722,0.05,0.21121082021453966,call,5.8171882898612,0.5277112889452428
85.21478009632573,98.2737270005918,0.41775800676177993,0.05,0.2357304895318309,put,12.687057780347516,-0.7650161852310977
92.80155791605291,108.83659937486672,0.6121030667324472,0.05,0.0975029360711261,call,0.14202766825850688,0.049468892764495405
95.39361229040213,106.52322878413419,0.5000207064918197,0.05,0.2579537032477949,put,12.266408616633065,-0.6468076095305552
110.57122226218915,84.2360784301575,0.49906996788613855,0.05,0.1831872630659464,call,28.456883498825945,0.9908531060941583
103.43618289568461,114.76540349725896,0.46721052834870824,0.05,0.22127449666201152,call,3.0556383803490803,0.323795559793313
82.36959844637266,113.80091354147451,0.5155190683858979,0.05,0.2598623461822614,put,28.95423822514303,-0.9333188162392613
103.24083969394795,93.7443729849047,0.5825098264667634,0.05,0.1314163151384767,put,0.4890325745100341,-0.09635971727831927
96.14917719583684,103.95803533437409,0.41328697842890993,0.05,0.16452794987862268,call,1.9335842421490383,0.3120647418575757
93.23077999694041,104.94030186282738,0.43418835109247433,0.05,0.18557256520621476,call,1.4620403447386714,0.23303437274935318
106.11676288840867,102.60673765823907,0.46962739712233353,0.05,0.1608123239437786,call,8.074114995527523,0.7168113248336433
110.30999522495951,94.4969484615458,0.36541290765267853,0.05,0.28674682879184044,put,1.4630116067888306,-0.13902457008601943
109.31280119116198,93.28376632061949,0.4180742140278502,0.05,0.15716139530866036,put,0.15763966770903526,-0.03461341543639507
91.60782476777362,99.74445929008554,0.45237791264553406,0.05,0.17222266102565667,call,2.033763157421845,0.31510418861968104
96.90787624148786,111.72729019259364,0.5874389180712728,0.05,0.21021945158014885,call,2.352639713790964,0.2675213766909238
103.31263431403563,105.43600154594432,0.5262561329001925,0.05,0.13989252369619556,put,3.8682818837672315,-0.45638207309189394
109.75545127122359,96.29385667913894,0.5193589911367544,0.05,0.18021596441218682,call,16.657102085207455,0.8983823406854314
95.2082576215471,107.71698710648344,0.5850897962167972,0.05,0.21587266306250877,put,12.313701985007,-0.6871671046062975
98.14341023336183,71.51457379369924,0.4862628211600603,0.05,0.18335697978087445,put,0.012520000120334218,-0.0031697775961080366
88.93665025993971,111.48765700372104,0.539046484992889,0.05,0.1953306570550026,put,20.11589869219128,-0.905941641937281
88.0379337591933,82.60286221221901,0.48967782470675036,0.05,0.17353339437758147,put,1.3959109088871493,-0.2156113521249442
108.12525822394198,96.37559058596868,0.5265362349399628,0.05,0.12427648454096166,put,0.22765445480110547,-0.05340558227007741
113.56240028570824,88.80330105373856,0.44172413423884177,0.05,0.21607966056696193,put,0.17170095884362047,-0.026308316673123278
99.27989878419666,87.05318524279095,0.25611828417235705,0.05,0.28774665358236207,call,14.473783113131617,0.8561640983336471
110.03532897892023,111.6082678737852,0.48657208378136957,0.05,0.20092008153917193,put,5.577471120719551,-0.44338595547903825
103.61636025047635,95.32298798688109,0.642274813609994,0.05,0.21126320586237748,put,2.432304846588643,-0.22152364178984896
93.54880245394875,103.46503881730716,0.5926215402241592,0.05,0.234636137755843,call,4.06479221326585,0.3807841731314902
103.61395605508415,99.53079421120816,0.5965397484591171,0.05,0.13653347517266506,put,1.5999725683945236,-0.23673879113671803
115.38036566465969,104.77040827223121,0.6236130721806218,0.05,0.2851257329064803,call,18.14864857689018,0.7515825842400092
99.64173960890048,100.76821891060256,0.5088657590961437,0.05,0.21011643982114012,put,5.234563717730751,-0.43262653127557904
115.64643655814007,87.1700777581143,0.5197315707405595,0.05,0.28159284495445547,call,31.27301571404638,0.9475938399976124
73.80254895910255,109.9626681944714,0.438234810456565,0.05,0.16334835022380054,call,0.0005976474493352632,0.0003009216219004677
108.21902504375224,95.06243416838687,0.468392714397295,0.05,0.2909030961278912,put,2.527012288359856,-0.1926284037966537
100.87047068238171,84.4341810134025,0.5615771149771142,0.05,0.23875777470173917,put,1.0063914515152064,-0.10739707688815603
97.00992649534132,95.71884839034088,0.6203884437168816,0.05,0.22765200429261795,put,4.878726613199049,-0.367919420831444
100.91760776535503,115.00759790634311,0.48605537243190006,0.05,0.2117012227176574,put,13.491591193338422,-0.7411979717866735
80.12431085399108,108.50221742113493,0.45498107351485884,0.05,0.18757356909627754,call,0.05428601854824078,0.01564848231801615
97.80328112162488,96.5134786559214,0.5000527958856598,0.05,0.2600265829236936,call,9.017650183750014,0.6179538430231034
103.57112571511746,96.50742295681572,0.5601206748929115,0.05,0.20701799349240235,call,12.151122186223006,0.7624336080472027
114.77894044741517,96.78364948782617,0.3556145183866458,0.05,0.1016465148206424,put,0.0016513013626381912,-0.0008535459180599725
94.81729781726352,120.76747983560841,0.2703819046862762,0.05,0.14414067691464988,call,0.0025719562369521526,0.0013070505828494882
91.91506397106812,103.81935452231554,0.44494631505084165,0.05,0.19070771239036266,put,11.141686695441322,-0.7638926825338987
94.98242956415463,104.3004164719107,0.3779287574085841,0.05,0.21549994915827778,put,9.698811032874417,-0.6905880524762332
109.15402117702074,110.30283454031843,0.4491859802352689,0.05,0.19717057555500522,call,6.389940873387744,0.5622998931388613
103.28751109659684,102.38789159026514,0.48522196811825286,0.05,0.26094853948968316,put,5.802051262476162,-0.3926254780355314
94.70239796232961,97.40957854179297,0.4546751590976987,0.05,0.10244490679806877,call,2.365743332743534,0.4823014456138418
105.13267433113356,98.03650150915021,0.6452467534470745,0.05,0.20717939682525802,put,2.736785029885084,-0.24290544977125594
100.9707754934804,99.28398740585936,0.532674476460232,0.05,0.10910103873064227,call,5.742798488657854,0.7210175126209232
109.68644990532889,99.62777763490159,0.5300474359610828,0.05,0.23798561477420843,put,2.5136354931299394,-0.21338635144414742
92.97946906122648,107.2762954363698,0.5622207144043402,0.05,0.19527706427789987,call,1.7772972649730079,0.23834598763512682
96.72337853402232,100.519458858073,0.3861166882219231,0.05,0.22098049860120592,call,4.460649145639458,0.4716594617926801
96.07891846867842,107.3264007721558,0.6039111787420268,0.05,0.1568058519705117,put,9.913654857111396,-0.7256669230808944
85.36485051867882,99.19283419891417,0.49242357134645404,0.05,0.26397324658288757,put,13.907960194795962,-0.7207073138809126
102.96120277064576,100.7863519031609,0.5670480617241213,0.05,0.2520862332029426,call,10.351032636466705,0.6393565380590432
102.6105527217989,80.01799315467892,0.39281427669598445,0.05,0.2291772151505944,put,0.15440092578387743,-0.026193766521333317
100.05113456642461,109.16327674702481,0.34462412339839354,0.05,0.19352413765682797,put,9.181252934521737,-0.7118350622795047
97.65412866624852,103.46488475897992,0.5817889658025028,0.05,0.22899286426475662,put,8.40986181732034,-0.5307061672799248
85.84629257949585,109.98010109859652,0.5376409526097516,0.05,0.16465537160063257,call,0.15320557603982454,0.038449595633520205
95.79354677234642,71.03744621806311,0.409794844564249,0.05,0.2427777829510356,call,26.289310029018424,0.9835521885378892
96.57285483473231,120.88374704780728,0.4130336918725306,0.05,0.2824740447161961,put,23.109096969368608,-0.849032053723826
91.9772273077838,98.60410371844826,0.6125434784414769,0.05,0.2535305279989593,put,9.381563310261008,-0.538658633571059
98.3871428833399,111.08182816737516,0.3810588107132672,0.05,0.16351987650962954,call,0.8479979711580707,0.16776486340934044
104.04050856814538,89.60094072874469,0.6642672953255964,0.05,0.21807086586365515,put,1.3306025790423242,-0.13212442460311413
118.8618590121053,106.12773905062569,0.4099379265352131,0.05,0.1353429228120676,call,15.142145883726357,0.9438066127950467
101.74577812831839,89.46584436826343,0.5638391925608383,0.05,0.2286195155587838,put,1.5786936852685258,-0.15882615107033415
102.57550390722764,93.76231039304194,0.46713815242510154,0.05,0.22253017064312697,put,1.9498420367168698,-0.20602855759227845
99.25554084233833,119.14031353866787,0.5603187431082343,0.05,0.1065091830233918,put,16.67856882612942,-0.9712249678201408
80.81228784700959,98.09317599236654,0.44558859978858073,0.05,0.1419108078043818,call,0.1158501537618184,0.03893644598612211
99.73486124550783,102.17432873179723,0.48372070939277056,0.05,0.18584305516281166,call,5.140221627266094,0.5258287165260028
100.60230209941027,108.70067730688754,0.5040919175395722,0.05,0.1849570126429587,call,3.1326224662654383,0.36994949968959434
124.63242112485287,104.95681887972604,0.39978125442185275,0.05,0.13952615322905976,call,21.805241258607623,0.9867335312989789
98.07639035218878,101.50418905143576,0.5740824345420126,0.05,0.2194489364676092,put,6.798204095632691,-0.48039578546615846
103.01547342333612,103.64961002466225,0.44867864335284147,0.05,0.21257368044702563,put,5.004865012103529,-0.4263600465879567
99.65288230294756,124.03415585238275,0.47714000846599813,0.05,0.19028654340107404,call,0.438572347281025,0.07811178109342737
88.31321962380468,99.42381202966415,0.40056506253914875,0.05,0.16221042499208185,put,9.995526284820343,-0.8180233429850858
111.4282281451502,102.01099046714967,0.24376663412046895,0.05,0.2524353563208282,put,1.568342264904313,-0.19253731774831118
107.51933032686775,110.50654396007612,0.4808972237399831,0.05,0.2827703556544148,call,8.23218168925046,0.5322452817727603
107.91031947043047,111.05525932957984,0.7412615421612916,0.05,0.17582192580767314,put,6.045447514795221,-0.4479849135280032
90.9061254520526,111.8703030556038,0.5784604287898024,0.05,0.16939165414225898,put,18.258195268591663,-0.9068808313388147
114.02794310936099,106.38730222029184,0.4980739620265605,0.05,0.22456038327059982,call,13.185028166656835,0.7498491246810857
85.98148937207719,88.56995087269516,0.47371091707917323,0.05,0.1820985310126507,put,4.571698800681794,-0.49401912565125683
105.8685709380027,116.33431532301096,0.5022465892812047,0.05,0.1930301399668383,put,10.517063265523063,-0.6689948049299392
121.90455625809979,88.53654606981311,0.554711911517521,0.05,0.23698265758623357,put,0.16620860228632361,-0.019824063713077322
90.09463674869312,103.02635465239034,0.3819187184691155,0.05,0.10453219562463537,call,0.09235542695970889,0.04020514046261906
94.33702270397228,92.45724149980641,0.6114321694668872,0.05,0.2659151162426335,call,10.174562144220161,0.6360019705813573
100.99651365087641,99.35861653407008,0.5715381315441244,0.05,0.2036340262164671,put,4.097753598465857,-0.3561353403290486
94.965243458838,103.2876241030348,0.5718185725707935,0.05,0.17942534277189098,put,8.422029146070031,-0.63329476116995
84.49336568933867,103.21357215450273,0.5438475738809727,0.05,0.19553829228892755,put,16.696523336444457,-0.870161835633972
100.68562974806028,104.21920754235285,0.501961665769399,0.05,0.19812146775102596,call,5.197654511354152,0.5012967238650219
89.37696286273895,116.13711269058646,0.567286123596682,0.05,0.11343993482775373,call,0.008146672157360757,0.0035654076656830595
104.73592430635182,104.5353430151398,0.5591814133741378,0.05,0.27474691137266183,call,10.073506011107078,0.5979878002692414
90.80575765766197,97.55843364709351,0.4645959289058976,0.05,0.20206628161353093,put,7.6786438742154886,-0.6115124848336261
115.4993440501754,109.64087168288357,0.4426398227103099,0.05,0.22215010652236877,put,3.2392085191118625,-0.2823610346510884
92.16746707663764,111.89470488924641,0.5101856295261986,0.05,0.24757748852870215,put,18.520772099304196,-0.8062341126498016
96.77938483794324,87.72392184863007,0.6549020151495187,0.05,0.148941877121985,put,0.7687032075538038,-0.12569508860279777
108.1351721736967,105.97400069849859,0.3760892924346099,0.05,0.22367359495176142,put,3.96448529714948,-0.3621004122881528
87.69135683566044,107.01172742310898,0.353247473424756,0.05,0.18661794545506033,call,0.22703564782267893,0.05699687991775783
102.2745993460413,97.02436496640009,0.5164760841236516,0.05,0.2423385387608247,put,3.647631401521707,-0.29530653859357126
113.07142754282428,113.75706813311619,0.5050887701856018,0.05,0.09363862898242524,put,2.020144629728968,-0.37375665104128064
83.92516765438772,98.49944412967473,0.5173341664370408,0.05,0.19504528498793655,put,13.195094932931227,-0.8124272905478072
101.84633858532304,101.25576453471542,0.5243953197908501,0.05,0.16985896721080193,call,6.68689946075488,0.6262524075002687
102.59882794248423,98.26928175716131,0.4776797745365195,0.05,0.2216131475317078,put,3.3051326282657882,-0.3036227970336498
107.81822871777311,100.15579047581467,0.6489863438602083,0.05,0.22350220936841012,call,14.011116742926859,0.75164725199346
87.63049289121918,89.03724913104799,0.33990960215234844,0.05,0.1646187052588987,call,3.399232144625465,0.5235770429185768
86.79543386915724,85.59949117405705,0.4171502975219754,0.05,0.16439130679119784,call,5.284802665778528,0.6481044214745368
105.21941565616898,115.94505063224972,0.48967452398509526,0.05,0.19446673157213354,call,2.7833827492194594,0.3208398948157606
102.96984673233186,91.53038651681672,0.3356811188845833,0.05,0.1551678886342396,call,13.218301525586284,0.9384128538254024
102.50492850345877,90.08607650543692,0.4824145595567929,0.05,0.24209918477260636,put,1.566538298243433,-0.15973538051927416
103.46448209496975,78.46609886396286,0.6661470165728018,0.05,0.1815396399776277,put,0.08679484250053315,-0.015178141633050202
93.1997527842151,93.61038252310497,0.5020886488295961,0.05,0.05465058903391792,call,2.5790526536574845,0.71025171587752
102.32253697161003,86.76910206592501,0.5230700905718684,0.05,0.1812588971689097,call,18.186339750768397,0.9360929772892552
102.93072473298682,116.4201516013637,0.373983523482742,0.05,0.1480728089578014,call,0.6052111867094663,0.13388808996604046
92.85648581973632,110.09817089342634,0.43836385919605225,0.05,0.11843620922695274,put,14.94313392814287,-0.9680777332543004
118.65774511144757,93.11849654822277,0.4624803619676063,0.05,0.1381286680888714,put,0.006791394653737598,-0.0020309676205291227
104.73832920911788,122.52435805344308,0.4682284903243766,0.05,0.20547042359164852,call,1.4416202320579572,0.18976996650012323
88.08696502797352,109.81765486991594,0.6281643795003768,0.05,0.26643204141241156,put,20.398590001014412,-0.7851977758166329
106.5655360863383,96.75168616491378,0.5557691060725125,0.05,0.21565922369324902,put,2.022592542651605,-0.19651089040858183
90.25318329772679,75.00594285126427,0.3888542043062968,0.05,0.169674830589213,call,16.778875119052188,0.976462723397924
107.87084603742451,122.90942572590743,0.5246504778432005,0.05,0.22279520975853515,call,2.8623692756651984,0.2858652100534995
111.58595579007404,86.10427533236404,0.5498221748496785,0.05,0.17704548448905041,put,0.06477842225997943,-0.012232666882241228
91.7931768164829,83.54601253043108,0.6140149038521266,0.05,0.16526998154184278,put,0.9947502747839199,-0.15179945413953555
109.63376129244321,110.2257043200964,0.6580540686568374,0.05,0.1422818665883508,put,3.629638437865829,-0.3835668943040038
104.12780926936499,124.39752406339272,0.3984905808172131,0.05,0.11240855966241405,call,0.03628554829026287,0.01425163246882989
108.2206015999449,113.84272818510519,0.41891424887896617,0.05,0.18050381467202775,call,3.6501094130805,0.42238009636673896
118.96792982653947,105.6390912005236,0.37424221410853836,0.05,0.2079026744960066,call,16.29133049079141,0.8738931466215007
97.5461188399713,105.94754341665286,0.47659801408930186,0.05,0.19516881649925552,put,8.856143936294387,-0.643919504382813
92.4626383564251,108.53415558780307,0.5466358374446334,0.05,0.17920165360263207,put,14.227734357229068,-0.8256322673943068
91.10485570374476,107.58928589786765,0.5987334516589102,0.05,0.15271269696516096,call,0.7090615583166855,0.13675808105354825
91.84189715034562,102.81191423969376,0.49240489763574774,0.05,0.23041230958424844,put,11.32174823127336,-0.6789424380173824
99.22898290585896,101.04201103951875,0.46801524767451563,0.05,0.13414340400267077,call,3.8900039380310503,0.5412480322827564
103.41151974816644,99.37406872100478,0.515175799224874,0.05,0.2388013956921738,put,4.0492865494650445,-0.31977278630011374
102.7669079933002,92.46035411133323,0.4164857098369977,0.05,0.14988914905366377,call,12.629560474031976,0.9124794517114008
108.27183249036024,97.19324923133226,0.7089538721694774,0.05,0.16237823813234825,put,1.0436780061948134,-0.13196598878625965
100.13001891877907,83.07043185804615,0.3392338972881941,0.05,0.12666074046921616,put,0.00576553606163549,-0.00256567406453323
114.53534077157317,99.0166037320525,0.5184740578895725,0.05,0.17492989265571818,call,18.579836004931025,0.9228771730853793
97.35343166762044,90.11408892849083,0.7023606219229639,0.05,0.24876562292389895,call,13.907918289338177,0.7399930519714215
127.20169166589619,88.96410682784229,0.5006799844559998,0.05,0.22578140442219785,call,40.48334035401088,0.9933300588627703
106.25667347765007,101.79894151153478,0.48099609649985053,0.05,0.24892110560140177,call,11.033972715026266,0.6822081357405291
91.42842443583717,113.920022863446,0.46425545771895727,0.05,0.2261071272966968,call,0.7414584219944107,0.11508626282483353
89.29107501938887,109.18316606002313,0.4819608318237592,0.05,0.14481650857348155,put,17.446717502740427,-0.9564185654686084
104.82472415243186,84.29499396376823,0.637284847467653,0.05,0.18346053878362215,call,23.417178930924152,0.9623855021273415
97.7653721467415,90.10371863429663,0.2788138088670493,0.05,0.16099004354412688,call,9.427091276777674,0.8782981500653522
107.14000494092092,109.40771187988216,0.6533433701296325,0.05,0.266528745201952,call,9.774673125976918,0.5643979472608456
104.73237624573545,90.1751260646169,0.3576042847549855,0.05,0.14016056767868443,call,16.223981975909922,0.979362065943124
99.27171087343127,97.75366850002976,0.4733347670765585,0.05,0.24468488446945555,call,8.608420335124755,0.6241118301544493
91.53206281931595,105.50052099024552,0.45707555797013383,0.05,0.24464769350543847,put,13.797604559801144,-0.7382024007244677
84.85152775314135,90.31655545136366,0.558855326977072,0.05,0.2914810100858044,call,6.095733012847425,0.4803547801377276
95.53485047932979,101.0537550614596,0.34018756481162526,0.05,0.17951567036852514,call,2.441938849402078,0.3738850304099905
108.56398794323472,86.65974505081796,0.5462172666081943,0.05,0.23561610797900812,call,24.78304425425668,0.9379771823710322
102.14093744130204,93.98632356048786,0.7024309623286853,0.05,0.31408259182694215,put,5.395822587365565,-0.28057891596703977
87.54261221288012,103.19781934142537,0.3636825995407189,0.05,0.16911791615331517,put,14.12136457397699,-0.9167984378756397
101.73180925851182,84.0700626646833,0.5189706167610396,0.05,0.12324798762338202,call,19.834700129458952,0.9935107372504506
103.85317379728836,104.40474737960399,0.4338017822203391,0.05,0.10599949830461182,call,3.7914166951448465,0.6063099301668496
91.16142563798867,99.80362201073319,0.5425887206193036,0.05,0.23563560144306658,put,9.925395918345387,-0.6097750069286991
101.53725105945527,105.52489954417148,0.5019147777415752,0.05,0.10584248959707082,put,3.7923062237377607,-0.5562819432480193
100.58208718446,102.23914134064661,0.435851309095569,0.05,0.18138404735310387,put,4.520645529904996,-0.458027525383236
88.57029702169376,113.64140429973844,0.5487872284871074,0.05,0.22186565935194805,call,0.6642455294818834,0.10250916787412961
103.57787360348283,101.25224502647907,0.6804348109786743,0.05,0.20925877684149571,call,10.153397375340305,0.6609152452092582
105.60784526368235,95.70594458874747,0.4809096208272701,0.05,0.22127224320920863,put,1.834543947315943,-0.19077892921302886
110.83051243175277,101.22297503032284,0.5719757942148181,0.05,0.2111144927900427,call,14.655267519993345,0.7958448193140106
110.53802052034902,105.43298029036387,0.3706727042128836,0.05,0.2639432906656697,put,3.8982736601667582,-0.3120930671228749
86.22330632042909,100.48860070325705,0.4043563623181991,0.05,0.15238418096306017,put,12.602350158508784,-0.9070703174858832
90.62174960084877,100.40591691203882,0.5472406277880377,0.05,0.16615024307707343,put,8.986495652564088,-0.7088692459019559
105.1503526720866,92.98008312193245,0.6484116028535964,0.05,0.1613670277364588,call,15.850225207367345,0.8963667762392098
105.1378595091221,93.37099082449052,0.5355613348785659,0.05,0.2415095905931305,put,1.9892826829711652,-0.18103303267552207
105.15047686306048,85.97394728200307,0.46869419694768455,0.05,0.2450199294197532,put,0.6570895497999771,-0.07723636053617822
138.52731490654722,117.4957674318694,0.4999291405423354,0.05,0.22256126596592543,call,25.030247959575675,0.9004164075907777
105.70890510693167,87.56136764608715,0.3749592266030283,0.05,0.2591746833444964,put,0.6799773202201465,-0.08313503660579746
111.35565640180599,93.07094802204092,0.5604515326355367,0.05,0.14109795663118097,call,20.955755159988882,0.9781085744317758
109.54001763493203,92.81592734430802,0.5882333062323409,0.05,0.28336120557755684,put,2.1701868916453684,-0.15713331120974572
106.51391251305797,108.94924376944441,0.45479096671669195,0.05,0.27616193108561293,call,7.90895824006148,0.5373793499142265
96.84730755359655,97.05050321707972,0.4529957852240498,0.05,0.23678109986228735,put,5.153565894891486,-0.4173583932921672
107.58969220493267,112.47742072673734,0.5265878229652049,0.05,0.28908994543855304,put,10.0859348498225,-0.4925723923158486
92.27174785462428,93.26509375756132,0.45632802639594044,0.05,0.11716883961611131,put,2.373836537785998,-0.4236530805336035
97.63181393259991,102.78994162223802,0.49338673853741777,0.05,0.17377759318686742,put,6.258223673121478,-0.5630260934275421
95.14636452170896,91.64652946740243,0.7099721789166515,0.05,0.16323482696590239,put,2.375855527553405,-0.2744715470155158
100.81874139386322,121.45149127773388,0.47529742992540036,0.05,0.2360739661878672,call,1.4853250368828093,0.17967390422114532
123.14658566673509,88.12401580970487,0.4641659847978778,0.05,0.14749296301989273,call,37.04470132058876,0.9998476686694654
81.32734807408252,103.09820710227028,0.4352458194364841,0.05,0.23787475746687428,put,20.103496751499392,-0.902223792925131
106.86260190374513,106.33776880932099,0.5744191971499937,0.05,0.2685268071998357,put,6.866096487231829,-0.3947064873309595
83.87284128810349,104.13799097451498,0.4818775826781897,0.05,0.23476014500419998,put,18.663284143966592,-0.8640417470429528
95.28068134210567,98.14712341122292,0.4350626961678574,0.05,0.21418755118307506,call,5.018049863240513,0.5059076320242718
110.88950596967366,98.70179300266574,0.6321304032273012,0.05,0.15060633295496256,call,15.899595904441128,0.9025425961646643
100.64280019095463,100.4381147197911,0.6419603004513638,0.05,0.15765745169373177,put,3.475277522228758,-0.3694240588006037
89.22255222070694,98.52997998371511,0.4399576434261295,0.05,0.26248094526483334,call,3.477150052406646,0.3607198524372236
92.84696290740033,109.6387911679491,0.3133460048639384,0.05,0.23896745019526663,put,15.959475489918105,-0.8551398964437101
106.79597748934675,122.10523001591352,0.6007513689836922,0.05,0.19804902403112282,put,14.256514022350316,-0.7258361805984443
92.69633368282864,94.42508214992166,0.4315370174239996,0.05,0.1791045227117055,put,4.1998473389158235,-0.46606395613817986
102.16458589581976,86.30197020420923,0.5790625599162769,0.05,0.09870960634443116,call,18.334688559711196,0.9962001994246662
100.45571839903813,99.11717951648745,0.3029896182288164,0.05,0.14645737906577808,put,1.9677463904101913,-0.34656042132485954
93.48399652394183,125.79709337654319,0.5892597338299309,0.05,0.2955709543569862,put,30.07562947300879,-0.8566016740588643
121.43944089325325,91.9632543203027,0.3788828070719219,0.05,0.13597722144987667,put,0.0004224048217827542,-0.00016537510541625444
106.33919022318011,116.39116805444067,0.5730764119066525,0.05,0.20947399106105405,call,4.0683949311160035,0.37843059995035677
79.74857413342393,116.77700814076441,0.5014273067836434,0.05,0.25037219865975996,call,0.13931780825434403,0.027358388486633915
101.86454314769428,94.46411758292005,0.4046060580603355,0.05,0.13725386659988537,call,9.878698550309238,0.8727069511450064
93.38213535231613,105.68983079185276,0.45929636870732193,0.05,0.20923552373905419,put,11.857901505195912,-0.7389978946344317
