day,price,implied_volatility,delta
120,112.34536628619676,0.20346335984734668,0.9792694828717451
121,113.47968935493991,0.21932250753208854,0.9800900623163822
122,113.88643510250549,0.18972397697984306,0.9925115554158209
123,113.56904659513839,0.24824382296890427,0.9667467460956465
124,113.48263721234302,0.14381984934036438,0.9990584387643219
125,114.38251570132549,0.20232180053458576,0.9908595953987842
126,113.08087217263538,0.19269792885523934,0.988327567313092
127,113.73979260720441,0.11393620830406298,0.9999659564145625
128,114.11616427598825,0.2174885125272788,0.9846955279972484
129,114.53146677292379,0.24502810820697574,0.9760511994439002
130,116.23339482471685,0.24882258693063108,0.9844568272190181
131,115.3809848681539,0.20552085037317136,0.9932738662768246
132,114.7604254838878,0.15503636801884915,0.9991501168441993
133,115.47649991812712,0.29514906226278537,0.9601643479310709
134,116.34912899977685,0.2476605819457882,0.9853625205989086
135,116.58542349049308,0.24893887825325484,0.9860027798628817
136,117.14059436729356,0.09849185153280943,0.9999999917899072
137,115.00301670524779,0.1908321613399949,0.9953041851013388
138,114.42229694856715,0.24779017943195986,0.9740274009762736
139,115.19366756783265,0.19175216130708922,0.9955437334841268
140,114.6799756676369,0.2755799373750117,0.9627582302418636
141,113.9189926527497,0.161497336053883,0.9978518304015288
142,113.7288902868969,0.24665889360168736,0.9689946228183589
143,111.85000269707295,0.2578393462991985,0.9409819832235233
144,110.61414448813224,0.13449912153386945,0.9960549957361159
145,111.19698404576383,0.18966007297005086,0.9769358147737494
146,111.86335441251052,0.19150263840966275,0.981437266155309
147,111.62608815940243,0.21297580921702733,0.9675027537579998
148,110.33751982133695,0.14508516439624203,0.9919274539943044
149,111.41315662768359,0.17001160845193686,0.9880452144183032
150,113.64905403661375,0.22674608913857458,0.9779609728101859
151,111.75704173555377,0.20920346906420728,0.9710878458191072
152,114.13871500431898,0.2794079101105107,0.9555496612356937
153,114.68146630507302,0.1458453007975889,0.999544743423335
154,115.36545584716971,0.21800613301559407,0.9901323354721291
155,115.2022278247439,0.23425893509364648,0.9843410569171068
156,115.41529726053055,0.18911249023513713,0.996390701227757
157,114.56016367977203,0.2734791396676458,0.9627390908427802
158,114.58831315447127,0.17866638479081065,0.9965350271380521
159,113.55846853385063,0.22963794629120188,0.9759625373245977
160,113.85218886176882,0.2218855704522739,0.9814251641486075
161,113.71455678134105,0.2898971251629512,0.9449592431058933
162,115.46952066862504,0.14140165620745235,0.9998338214547332
163,116.55088015823031,0.2474458540102792,0.9863085614514999
164,115.37969848528903,0.18432363783038072,0.9970125772756963
165,116.11164974890211,0.19525788890545298,0.9966482299703084
166,116.80654682452649,0.14106046647739362,0.9999481862675381
167,119.40714439321859,0.24088571074210177,0.9955356097604461
168,121.17904153856873,0.28297673316277056,0.992209320958518
169,124.41629903311534,0.24836954818385273,0.9990809496615904
170,124.98250677838551,0.22876130999191052,0.9997151113412599
171,123.17183357728956,0.15275135695240377,0.9999992055175904
172,124.27461373397453,0.09422779137190518,0.9999999999999997
173,125.98590177592439,0.1361790416305756,0.9999999987184086
174,125.27253747891953,0.1162013214774764,0.9999999999949447
175,123.59483644134971,0.14912927698172934,0.9999997064639985
176,123.11712779193647,0.14145221179655282,0.9999998821891877
177,124.49072871541404,0.128037596026009,0.9999999990639583
178,125.21715100551278,0.3079590916511792,0.9953460259945504
179,124.06935584689575,0.16255131643985346,0.9999984856306448
180,123.17941028707665,0.18405833610038272,0.9999673361896758
181,125.07520235811857,0.23024438867644684,0.9997037982190902
182,127.01310450208855,0.23541783498787613,0.9998339322373989
183,125.6193160815768,0.22857766846782188,0.9997889591210303
184,123.77780607461531,0.3154008689623921,0.9920982428447597
185,123.93061287227981,0.18944933909714354,0.999967315274072
186,121.72968081442451,0.1435700633061865,0.999999274231811
187,121.20421950364168,0.19243562081240387,0.9997908186073815
188,120.78375066969838,0.17318027598715657,0.9999396478975107
189,123.19773132799948,0.1656527980063632,0.9999953723362707
190,122.42584425850515,0.2068281364105343,0.9997256834750384
191,123.45678544202697,0.17116605504417118,0.9999927259921333
192,122.25316809628711,0.17858275290868975,0.9999634699193972
193,121.80156925340206,0.31815959002882643,0.986682666217903
194,121.08004347213695,0.2449236868096502,0.9972053260666558
195,119.0900393928855,0.10797144834617323,0.9999999935020116
196,117.96743258798773,0.19088704894336087,0.9988998726850635
197,120.26681404847498,0.14737523730983643,0.9999947914338811
198,119.96843691457326,0.20749373084481745,0.9990455636336161
199,119.98760050666843,0.32234297509529336,0.9786628966140662
200,121.26653297231239,0.20224766464925042,0.9996223254308936
201,123.12849171381946,0.07895578279977909,1.0
202,123.0969151901065,0.2289953420037181,0.9993377045871098
203,123.05497516428868,0.23022092259962207,0.9992854143914988
204,123.86961244045001,0.20775755668580315,0.9998623281958261
205,124.18789218186008,0.2146393468818279,0.9998177080766192
206,124.85453323599556,0.208638515952012,0.9999132446173192
207,125.48805664093743,0.31477466086337014,0.9949166167683529
208,125.7643836055476,0.20600785822591436,0.9999566139947813
209,125.72477673804669,0.15118462576551228,0.9999999487701935
210,125.09582639070594,0.1973509387244527,0.9999683697528924
211,124.92035364235554,0.2048811520760937,0.9999363179490175
212,124.12836261800662,0.24401138607475426,0.9991450381433796
213,124.66193766040145,0.14450516767508043,0.9999999587187651
214,123.55391010431151,0.24038689258986284,0.9990815551523736
215,121.68589032700922,0.277163600187035,0.9941347158153094
216,121.64787338461801,0.19672758553858002,0.9997819747823994
217,120.57156626268133,0.1160328603518582,0.9999999926474428
218,120.45257675553526,0.2123288257546685,0.9990353430088413
219,121.89299196672,0.1753411711218938,0.9999655109797877
220,123.68398226547646,0.20098112823432324,0.9999050535624435
221,121.02799864220555,0.19993871399554958,0.9996276156303762
222,120.23931618464331,0.20738385346245436,0.9991655918668794
223,121.0503585800158,0.18828649205191733,0.999829013327484
224,121.08180246954338,0.20859265576182287,0.9994075477545747
225,119.2430735734793,0.16394201405291267,0.9999232942091592
226,118.94925098277552,0.25317987068897346,0.9926218363830852
227,120.53521226652487,0.2654688341079275,0.993841041032828
228,121.68516272341053,0.2876476806924239,0.9924749746564081
229,121.96905076454671,0.21098131050102845,0.9995613261273921
230,123.95339967654344,0.26232178121076605,0.9981570059453801
231,123.98797732704794,0.12568264231569587,0.9999999990616215
232,124.07672985395877,0.3272350685701362,0.9907432532348794
233,124.35300887855918,0.1041444078704364,0.9999999999998951
234,124.21464696325286,0.17746430847823771,0.9999915984598351
235,124.67182167055171,0.21448344155459187,0.9998584379393156
236,125.92442372620053,0.2980948181474418,0.9970167604459087
237,126.84296129022908,0.2519936593842196,0.9995793312562836
238,127.25476154339927,0.22225060415307152,0.9999352532955822
239,125.96508459669334,0.28932680818056805,0.9977035831974409
240,126.9802781902635,0.22769947734327547,0.9998940104032851
241,125.89865552922251,0.2466060068172663,0.9995242920669974
242,126.24616451613143,0.18074704709529213,0.9999971799949151
243,124.94804965733107,0.25730195779063747,0.9989203578021132
244,124.96599746254724,0.18868547558855114,0.9999842460890509
245,125.37421140459638,0.2334413873314432,0.9996921628307136
246,127.28889241488417,0.19706042770170903,0.9999919742686451
247,127.98550880454157,0.19886650591227287,0.9999938106396915
248,128.00855668060922,0.21544446515399474,0.9999734980094572
249,128.20092594427538,0.2344643155916048,0.9999085938843596
250,128.59466281867415,0.13692685891100032,0.9999999999430144
251,131.09573257495276,0.2303785081455394,0.9999830025329669
252,131.1927627723586,0.2010994139975323,0.9999989939989277
