"Date","Open","High","Low","Close"
"19 May 2022","33461.00","33633.95","33180.60","33315.65"
"18 May 2022","34448.20","34655.80","34134.70","34163.70"
"17 May 2022","33796.20","34366.05","33680.60","34301.90"
"16 May 2022","33256.00","33821.65","33001.75","33597.60"
"13 May 2022","33925.95","34002.20","33007.90","33121.35"
"12 May 2022","34289.10","34341.20","33297.65","33532.15"
"11 May 2022","34686.30","34793.20","34143.20","34693.15"
"10 May 2022","34181.20","34781.80","34176.80","34482.65"
"09 May 2022","34091.75","34554.35","33927.20","34275.40"
"06 May 2022","34569.10","34797.95","34353.20","34591.20"
"05 May 2022","35705.35","35934.85","35133.80","35232.85"
"04 May 2022","36266.15","36309.30","35127.85","35264.55"
"02 May 2022","35627.60","36235.25","35618.20","36163.75"
"29 Apr 2022","36474.05","36718.80","35978.95","36088.15"
"28 Apr 2022","36189.95","36501.10","35951.10","36422.20"
"27 Apr 2022","36067.55","36175.90","35747.15","36028.85"
"26 Apr 2022","36515.35","36604.55","36265.90","36404.80"
"25 Apr 2022","35792.35","36270.15","35511.40","36082.35"
"22 Apr 2022","36514.15","36578.95","35991.50","36044.75"
"21 Apr 2022","36513.10","36913.35","36395.70","36816.10"
"20 Apr 2022","36482.60","36513.85","36114.05","36314.90"
"19 Apr 2022","36806.80","37123.55","35926.30","36341.60"
"18 Apr 2022","36833.15","36965.85","36441.35","36729.00"
"13 Apr 2022","37887.30","37988.60","37408.20","37463.40"
"12 Apr 2022","37407.40","37920.60","37264.45","37747.40"
"11 Apr 2022","37591.75","37941.75","37524.45","37613.80"
"08 Apr 2022","37619.70","37884.20","37405.20","37752.05"
"07 Apr 2022","37421.75","37975.90","37346.80","37557.35"
"06 Apr 2022","37711.30","37868.50","37513.85","37632.80"
"05 Apr 2022","38731.30","38759.25","37935.95","38067.90"
"04 Apr 2022","37824.95","38765.85","37665.55","38635.20"
"01 Apr 2022","36298.35","37209.80","36242.35","37148.50"
"31 Mar 2022","36457.20","36590.85","36278.15","36373.60"
"30 Mar 2022","36241.55","36421.10","36070.55","36334.30"
"29 Mar 2022","35931.75","35977.20","35506.55","35847.40"
"28 Mar 2022","35488.70","35770.80","35016.30","35710.50"
"25 Mar 2022","35700.40","35717.40","35203.85","35410.10"
"24 Mar 2022","35633.70","35957.70","35421.70","35527.10"
"23 Mar 2022","36627.70","36827.60","36064.75","36147.35"
"22 Mar 2022","35975.60","36468.80","35384.75","36348.55"
"21 Mar 2022","36545.85","36600.20","35900.20","36018.50"
"17 Mar 2022","36302.00","36611.95","36261.65","36428.55"
"16 Mar 2022","35555.75","35806.35","35461.55","35748.25"
"15 Mar 2022","35467.95","35643.80","34706.05","35022.65"
"14 Mar 2022","34660.25","35435.10","34625.05","35312.15"
"11 Mar 2022","34331.00","34880.05","34094.30","34546.25"
"10 Mar 2022","35153.95","35374.15","34218.05","34475.60"
"09 Mar 2022","33278.90","33969.50","32948.90","33815.45"
"08 Mar 2022","32531.90","33263.55","32155.35","33158.10"
"07 Mar 2022","33278.15","33543.30","32376.50","32871.25"
"04 Mar 2022","34526.10","35097.75","34094.10","34407.80"
"03 Mar 2022","35621.15","35804.15","34721.15","34944.30"
"02 Mar 2022","35381.9","35553.7","34897.45","35372.80"
"28 Feb 2022","35938.95","36270.25","35611.9","36205.30"
"25 Feb 2022","35901.7","36684.65","35768.2","36430.75"
"24 Feb 2022","36085.2","36709.15","34991.35","35228.10"
"23 Feb 2022","37628.55","37774.60","37318.00","37392.05"
"22 Feb 2022","36833.00","37659.40","36818.10","37371.65"
"21 Feb 2022","37400.00","38054.40","37156.80","37685.60"
"18 Feb 2022","37344.45","37817.55","37304.45","37599.15"
"17 Feb 2022","38042.10","38124.50","37425.60","37531.65"
"16 Feb 2022","38296.50","38461.70","37762.80","37953.80"
"15 Feb 2022","36989.80","38231.60","36651.85","38170.10"
"14 Feb 2022","37664.00","37796.55","36828.05","36908.55"
"11 Feb 2022","38567.65","38790.25","38396.40","38517.25"
"10 Feb 2022","38801.45","39197.20","38520.00","39010.95"
"09 Feb 2022","38283.60","38648.15","38192.00","38610.25"
"08 Feb 2022","38176.10","38222.10","37319.05","38028.45"
"07 Feb 2022","38592.05","38837.55","37802.70","37995.45"
"04 Feb 2022","39128.00","39278.60","38562.60","38789.35"
"03 Feb 2022","39255.70","39424.85","38861.15","39010.00"
"02 Feb 2022","38841.55","39386.60","38752.65","39330.50"
"01 Feb 2022","38460.45","38802.70","37690.60","38505.50"
"31 Jan 2022","38091.80","38217.25","37647.85","37975.35"
"28 Jan 2022","38246.60","38421.70","37581.50","37689.40"
"27 Jan 2022","37058.20","38147.65","37012.25","37982.10"
"25 Jan 2022","36598.05","37788.80","36415.60","37706.75"
"24 Jan 2022","37601.95","37694.70","36375.35","36947.55"
"21 Jan 2022","37522.35","37741.00","37224.25","37574.30"
"20 Jan 2022","38106.10","38167.95","37591.85","37850.85"
"19 Jan 2022","38145.75","38330.50","37769.25","38041.35"
"18 Jan 2022","38337.40","38855.55","38095.40","38210.30"
"17 Jan 2022","38212.55","38617.50","38138.25","38216.15"
"14 Jan 2022","38302.35","38448.05","38007.75","38370.40"
"13 Jan 2022","38717.55","38717.55","38376.15","38469.95"
"12 Jan 2022","38719.60","38851.45","38604.60","38727.55"
"11 Jan 2022","38370.00","38504.60","38031.75","38442.20"
"10 Jan 2022","37930.55","38400.35","37929.35","38347.90"
"07 Jan 2022","37667.05","38134.85","37427.80","37739.60"
"06 Jan 2022","37242.55","37752.50","37058.45","37490.25"
"05 Jan 2022","36943.55","37862.40","36756.35","37695.90"
"04 Jan 2022","36551.25","36887.80","36374.40","36840.15"
"03 Jan 2022","35585.20","36492.10","35526.60","36421.90"
"31 Dec 2021","35114.4","35596.95","35113.75","35481.70"
"30 Dec 2021","34977.65","35179.05","34751.25","35063.60"
"29 Dec 2021","35168.85","35378.3","34890.8","35045.40"
"28 Dec 2021","35308.3","35352.4","35037.9","35183.80"
"27 Dec 2021","34573.65","35143.7","34233","35057.90"
"24 Dec 2021","35282.2","35327.95","34583.4","34857.05"
"23 Dec 2021","35350.5","35477.3","35046.25","35191.15"
"22 Dec 2021","34865.25","35112.1","34687.6","35029.50"
"21 Dec 2021","34863.35","35050","34389.95","34607.85"
"20 Dec 2021","35124.35","35231.1","34018.45","34439.85"
"17 Dec 2021","36491.8","36550.75","35535.05","35618.65"
"16 Dec 2021","37092.95","37159.3","36385.75","36548.65"
"15 Dec 2021","36929.5","37083.5","36743.2","36789.55"
"14 Dec 2021","36778.95","37039.05","36545.4","36893.95"
"13 Dec 2021","37358.2","37581.05","36861.9","36925.25"
"10 Dec 2021","37083.15","37153.25","36824.4","37105.65"
"09 Dec 2021","37331.75","37397.55","36884.45","37082.45"
"08 Dec 2021","37052.75","37384.8","36905.15","37284.70"
"07 Dec 2021","36086.95","36820.7","36013.95","36618.40"
"06 Dec 2021","36252.75","36344.55","35696.75","35735.90"
"03 Dec 2021","36497.3","36844","36062.85","36197.15"
"02 Dec 2021","36281.85","36563.5","36166.7","36508.25"
"01 Dec 2021","35902.9","36445.35","35805","36364.90"
"30 Nov 2021","35958.8","36774.2","35526.35","35695.30"
"29 Nov 2021","36224.45","36347.85","35327.9","35976.45"
"26 Nov 2021","36830.9","36868.9","35904.1","36025.50"
"25 Nov 2021","37362.05","37507.95","37118.4","37364.75"
"24 Nov 2021","37384.75","37891.9","37238.05","37441.95"
"23 Nov 2021","36787","37448.75","36647.55","37272.80"
"22 Nov 2021","38232.15","38241","36655.4","37128.80"
"18 Nov 2021","38071.9","38233.95","37748.45","37976.25"
"17 Nov 2021","38113.4","38456.3","37981.2","38041.55"
"16 Nov 2021","38710.9","38724.7","38211.1","38307.10"
"15 Nov 2021","38849.45","39117.15","38606.6","38702.35"
"12 Nov 2021","38707.15","38822.85","38467.8","38733.35"
"11 Nov 2021","38913.05","38929.95","38346.05","38560.20"
"10 Nov 2021","39206.2","39220.3","38873.8","39023.25"
"09 Nov 2021","39517.85","39560.6","39223.4","39368.80"
"08 Nov 2021","39674.05","39674.05","38932.15","39438.25"
"04 Nov 2021","39669.1","39734.7","39514.15","39573.70"
"03 Nov 2021","40040.65","40160.2","39304.85","39402.05"
"02 Nov 2021","39796.9","40107.6","39590.7","39938.45"
"01 Nov 2021","39432.15","39862.6","39120.65","39763.75"
"29 Oct 2021","39424.55","39775.25","38426.65","39115.60"
"28 Oct 2021","40915.15","40931.05","39350.2","39508.95"
"27 Oct 2021","41234.55","41347","40750","40874.35"
"26 Oct 2021","41057.75","41367.25","40829.15","41238.30"
"25 Oct 2021","40961.25","41829.6","40508.1","41192.40"
"22 Oct 2021","40192.65","40587.35","40149.55","40323.65"
"21 Oct 2021","39676.55","40200.45","39428.1","40030.20"
"20 Oct 2021","39545.45","39774.55","39292.8","39518.20"
"19 Oct 2021","39927.3","40011.15","39394.25","39540.50"
"18 Oct 2021","39794.25","39947.6","39569.55","39684.80"
"14 Oct 2021","38684.65","39375.05","38673","39340.90"
"13 Oct 2021","38735.3","38779.05","38502.7","38635.75"
"12 Oct 2021","38178.35","38609.6","38144.6","38521.50"
"11 Oct 2021","37782.75","38495.3","37744.65","38293.80"
"08 Oct 2021","37906.4","38105.2","37674.35","37775.25"
"07 Oct 2021","37894","37923.65","37650.25","37753.20"
"06 Oct 2021","37768.8","38106.85","37452","37521.55"
"05 Oct 2021","37499.8","37786.6","37364.75","37741.00"
"04 Oct 2021","37392.15","37670.7","37355.6","37579.65"
"01 Oct 2021","37140.4","37299.4","36876.35","37225.90"
"30 Sep 2021","37677.8","37884.85","37354.25","37425.10"
"29 Sep 2021","37601.1","37923.45","37371.05","37743.00"
"28 Sep 2021","38360","38377.25","37315.2","37945.00"
"27 Sep 2021","38054.75","38355.2","37968.2","38171.25"
"24 Sep 2021","37954","38112.6","37680","37830.30"
"23 Sep 2021","37241.25","37830.75","37216.15","37771.70"
"22 Sep 2021","37277.1","37328.6","36885.6","36944.65"
"21 Sep 2021","37238.4","37340.7","36525.95","37235.85"
"20 Sep 2021","37388.2","37802.75","37068.45","37145.70"
"17 Sep 2021","37929.5","38112.75","37396.05","37811.95"
"16 Sep 2021","36946","37720.15","36907.75","37668.60"
"15 Sep 2021","36543.55","36949.7","36496.05","36852.25"
"14 Sep 2021","36639.95","36756","36529.65","36613.05"
"13 Sep 2021","36608.45","36724.85","36327.05","36471.80"
"09 Sep 2021","36725.5","36857.2","36566.7","36683.20"
"08 Sep 2021","36519.7","36855.9","36393.6","36768.20"
"07 Sep 2021","36558.85","36685.85","36151.95","36468.80"
"06 Sep 2021","36878.25","36923.65","36554.45","36592.35"
"03 Sep 2021","36883.65","37140","36563.2","36761.15"
"02 Sep 2021","36588.4","36895.55","36469","36831.30"
"01 Sep 2021","36591.45","36997.7","36487.15","36574.30"
"31 Aug 2021","36367.4","36552.8","36216.2","36424.60"
"30 Aug 2021","35781.05","36398.45","35721.9","36347.65"
"27 Aug 2021","35559.75","35727.9","35359.25","35627.80"
"26 Aug 2021","35485.95","35785.8","35411.8","35617.55"
"25 Aug 2021","35768.85","35910.3","35499.65","35586.25"
"24 Aug 2021","35200.75","35795.3","35070","35712.10"
"23 Aug 2021","35424.2","35427.4","34817.5","35124.40"
"20 Aug 2021","35146.5","35306.5","34926.5","35033.85"
"18 Aug 2021","36222.5","36248.9","35432","35554.50"
"17 Aug 2021","35935.05","35993.7","35611.85","35867.45"
"16 Aug 2021","36100.65","36261.55","36032.4","36094.50"
"13 Aug 2021","36000.75","36233.3","35937.1","36169.35"
"12 Aug 2021","35825.4","35998.15","35702.9","35937.05"
"11 Aug 2021","36218.25","36227.55","35531.35","35806.40"
"10 Aug 2021","35954.55","36317","35890.5","36034.10"
"09 Aug 2021","35824.2","36159.85","35612.3","36028.95"
"06 Aug 2021","35875.8","36080.1","35700.45","35809.25"
"05 Aug 2021","36093.95","36115.45","35661.3","35834.75"
"04 Aug 2021","35388.15","36219.8","35313","36028.05"
"03 Aug 2021","34660.75","35238.45","34649.2","35207.45"
"02 Aug 2021","34760.9","34861.75","34588.25","34710.00"
"30 Jul 2021","34698.75","34738.75","34445.4","34584.35"
"29 Jul 2021","34740.3","34778.15","34495.2","34691.50"
"28 Jul 2021","34839.45","34841.55","34115.2","34532.90"
"27 Jul 2021","35029.3","35186.1","34713.55","34797.45"
"26 Jul 2021","34947.85","35138.2","34669.55","34949.70"
"23 Jul 2021","34748.35","35088","34404.75","35034.40"
"22 Jul 2021","34774.55","34989.1","34557.85","34677.30"
"20 Jul 2021","34791.15","34894.15","34357.35","34415.45"
"19 Jul 2021","35070.5","35347.05","34899.2","35079.20"
"16 Jul 2021","35977.95","35977.95","35674.75","35751.80"
"15 Jul 2021","35757.45","35985.25","35625.7","35907.65"
"14 Jul 2021","35585.85","35804.05","35434.75","35668.25"
"13 Jul 2021","35480.05","35727.85","35340.7","35673.40"
"12 Jul 2021","35285.05","35394.3","35060.35","35198.90"
"09 Jul 2021","35163.75","35225.2","34859.9","35071.95"
"08 Jul 2021","35603.25","35811","35134.65","35274.10"
"07 Jul 2021","35550.6","35795.75","35427.65","35771.30"
"06 Jul 2021","35173.6","35807.45","35165.55","35579.15"
"05 Jul 2021","35010.95","35234.3","34926.4","35212.00"
"02 Jul 2021","34728.1","34894.45","34632.6","34809.90"
"01 Jul 2021","34866","34917.65","34650.95","34684.00"
"30 Jun 2021","35001.9","35214.9","34730.45","34772.20"
"29 Jun 2021","35320.45","35337.45","34913.7","35010.30"
"28 Jun 2021","35488.2","35576.95","35236.45","35359.45"
"25 Jun 2021","34916.65","35491.95","34915.85","35364.65"
"24 Jun 2021","34687.7","34935.3","34592.35","34827.00"
"23 Jun 2021","34911.85","34937.65","34525.45","34574.00"
"22 Jun 2021","35084.9","35281.9","34664.35","34745.00"
"21 Jun 2021","34109.45","34927.65","33937.5","34871.30"
"18 Jun 2021","34735.15","34787.4","33908.95","34558.00"
"17 Jun 2021","34619.8","34882.4","34458.1","34605.40"
"16 Jun 2021","35196.25","35380","34916.2","35003.50"
"15 Jun 2021","35038.05","35317.4","34917.9","35247.75"
"14 Jun 2021","34936.55","34995.15","34374.35","34950.60"
"11 Jun 2021","35324.65","35344","34891.3","35047.40"
"10 Jun 2021","34903.6","35165.65","34734.4","35131.20"
"09 Jun 2021","35114.25","35402.45","34641.2","34800.50"
"08 Jun 2021","35433.8","35449.5","34962.65","35085.30"
"07 Jun 2021","35460.8","35545.85","35338.55","35443.65"
"04 Jun 2021","35657.85","35810.9","35176.15","35291.65"
"03 Jun 2021","35536.45","35723.7","35413","35649.00"
"02 Jun 2021","35271.6","35415.85","35070.3","35373.75"
"01 Jun 2021","35639.75","35713.9","35241.2","35337.20"
"31 May 2021","35097.45","35584.3","34930.1","35526.65"
"28 May 2021","35345.65","35436.65","34977.2","35141.45"
"27 May 2021","34664.2","35220.8","34529.7","35095.05"
"26 May 2021","34757.15","34897.95","34462.5","34684.20"
"25 May 2021","35095","35125.85","34410.4","34662.00"
"24 May 2021","34869.3","35216.1","34528.3","34943.60"
"21 May 2021","33559.8","34694.45","33559.75","34606.90"
"20 May 2021","33692.55","33833.7","33273.95","33334.55"
"19 May 2021","33717.1","33959.3","33608.25","33685.20"
"18 May 2021","33893.1","34142.85","33730.45","33922.40"
"17 May 2021","32437.85","33506.9","32318.7","33459.25"
"14 May 2021","32495.15","32622.65","32115.5","32169.55"
"12 May 2021","32717.65","32747.7","32352.3","32452.30"
"11 May 2021","32640.95","33154.3","32611.7","32872.20"
"10 May 2021","33175.3","33297.6","33028.15","33142.40"
"07 May 2021","33041.65","33259.15","32771.35","32904.50"
"06 May 2021","32900.75","32956.35","32564","32827.80"
"05 May 2021","32577.1","32862.15","32068.55","32783.70"
"04 May 2021","32610.4","33011.55","32191.4","32270.35"
"03 May 2021","32368.55","32566.6","31906.55","32465.75"
"30 Apr 2021","33112.4","33455.25","32663.4","32781.80"
"29 Apr 2021","33901.6","34287","33304.6","33714.50"
"28 Apr 2021","32865.5","33777.7","32840.3","33722.80"
"27 Apr 2021","32228.95","32807.1","32152.95","32735.35"
"26 Apr 2021","32316.65","32603.7","32144.8","32275.15"
"23 Apr 2021","31490.6","32148.4","31377.15","31722.30"
"22 Apr 2021","30763.5","31834.5","30555.25","31782.60"
"20 Apr 2021","31568.95","31731.65","30891","31112.70"
"19 Apr 2021","30993.45","31304.3","30405.65","31208.40"
"16 Apr 2021","32161.45","32325.15","31911.9","31977.45"
"15 Apr 2021","31929.1","32187.05","31406.4","32112.85"
"13 Apr 2021","30901.8","31885.45","30722.85","31771.60"
"12 Apr 2021","31637.9","31698.05","30520.3","30792.00"
"09 Apr 2021","32636.9","32972.15","32329.95","32448.05"
"08 Apr 2021","33154.2","33306.8","32704.75","32782.85"
"07 Apr 2021","32529.7","33191.7","32141.55","32991.20"
"06 Apr 2021","32915.65","33007.65","32338.4","32501.35"
"05 Apr 2021","33649.15","33697.75","32330.15","32678.85"
"01 Apr 2021","33588","33949.15","33208.75","33858.00"
"31 Mar 2021","33764.8","33773.1","33151.8","33303.90"
"30 Mar 2021","33615.9","33990.8","33564.55","33875.10"
"26 Mar 2021","33605.05","33610.65","33166.1","33318.20"
"25 Mar 2021","33420.75","33550.15","32415.25","33006.45"
"24 Mar 2021","33894.7","33970.65","33203.4","33293.25"
"23 Mar 2021","33747.95","34360.05","33622","34184.40"
"22 Mar 2021","34088.4","34148.9","33389.15","33603.45"
"19 Mar 2021","33590.4","34355.4","33361","34161.60"
"18 Mar 2021","34577.5","34759.85","33597.55","33856.80"
"17 Mar 2021","34905.05","35100.5","34126.85","34229.25"
"16 Mar 2021","35352","35405.05","34744.6","34804.60"
"15 Mar 2021","35544.25","35544.25","34430.65","35182.55"
"12 Mar 2021","36497.35","36497.35","35188.05","35496.65"
"10 Mar 2021","36112.25","36176.9","35764.35","35938.30"
"09 Mar 2021","35705.9","36077.8","35544.95","35865.65"
"08 Mar 2021","35462.45","35827.3","35090.75","35275.75"
"05 Mar 2021","35458.5","35616.05","34893.25","35228.15"
"04 Mar 2021","35575.65","36316.4","35519.25","35802.50"
"03 Mar 2021","35754.45","36455.15","35570.55","36368.05"
"02 Mar 2021","35458.15","35747.05","35002.45","35419.70"
"01 Mar 2021","35374.25","35581.1","34983.75","35296.00"
"26 Feb 2021","35806.65","35902.9","34658.7","34803.60"
"25 Feb 2021","36763.15","37232.2","36494","36549.00"
"24 Feb 2021","35205.4","36567.65","35060.65","36452.30"
"23 Feb 2021","35540.55","35680.85","34976","35116.95"
"22 Feb 2021","35874.3","36128.9","35097.55","35257.20"
"19 Feb 2021","36371.55","36656.2","35584.6","35841.60"
"18 Feb 2021","37088.75","37108.75","36367.45","36587.00"
"17 Feb 2021","37041.95","37331.45","36764.25","36910.95"
"16 Feb 2021","37492.6","37708.75","36762.75","37098.40"
"15 Feb 2021","36501.4","37449.9","36405.1","37306.25"
"12 Feb 2021","35736.6","36322.8","35700.25","36108.90"
"11 Feb 2021","35687.25","36009.45","35573.3","35752.10"
"10 Feb 2021","36042.35","36227.2","35428.15","35783.10"
"09 Feb 2021","36058.8","36477.15","35636.85","36056.50"
"08 Feb 2021","36073.85","36466.45","35872.25","35983.65"
"05 Feb 2021","35634.95","36615.2","35545","35654.50"
"04 Feb 2021","34548.9","35413.15","34238.9","35344.80"
"03 Feb 2021","34555.6","34908.05","34011.9","34758.45"
"02 Feb 2021","33589.05","34652.5","33583.15","34267.90"
"01 Feb 2021","30976.35","33305.3","30906.45","33089.05"
"29 Jan 2021","30700.65","31111.95","30254.55","30565.50"
"28 Jan 2021","29812.3","30464.4","29687.7","30358.30"
"27 Jan 2021","31236.25","31287.05","30165.65","30284.55"
"25 Jan 2021","31507.15","31697.55","31013.65","31198.40"
"22 Jan 2021","32088","32131.4","31119.9","31167.25"
"21 Jan 2021","32732.8","32842.3","31985.55","32186.90"
"20 Jan 2021","32388.95","32607.45","32322.9","32543.70"
"19 Jan 2021","32082.9","32464.95","31863.95","32424.85"
"18 Jan 2021","32275.15","32441.5","31650.9","31811.75"
"15 Jan 2021","32508.9","32544.8","32044.35","32246.80"
"14 Jan 2021","32526.7","32718.95","32442.35","32519.75"
"13 Jan 2021","32546.6","32683.5","32148.25","32574.65"
"12 Jan 2021","31835.05","32397.95","31725.85","32339.00"
"11 Jan 2021","32280.3","32288.45","31836.95","31998.90"
"08 Jan 2021","32298.05","32298.05","32002.95","32084.20"
"07 Jan 2021","32129.8","32177.4","31911.5","31956.00"
"06 Jan 2021","31839.95","31982.3","31548.15","31797.90"
"05 Jan 2021","31041.1","31767.65","30935.55","31722.25"
"04 Jan 2021","31485.15","31489.6","30893.65","31212.45"
"01 Jan 2021","31297.3","31384.35","31188.25","31225.85"
"31 Dec 2020","31295.9","31409.5","31088.1","31264.05"
"30 Dec 2020","31479.8","31510.25","31007.15","31303.05"
"29 Dec 2020","31006.9","31359.35","31002.6","31322.50"
"28 Dec 2020","30558.85","30929.05","30538.15","30880.95"
"24 Dec 2020","30071.65","30545.85","30007.8","30402.20"
"23 Dec 2020","29560.75","29941.4","29446","29883.30"
"22 Dec 2020","29607.5","29711.15","28976.75","29625.95"
"21 Dec 2020","30595.8","30607.5","29201.2","29456.45"
"18 Dec 2020","30841.85","30854.05","30374.5","30714.65"
"17 Dec 2020","30791.2","30945.2","30643.9","30847.05"
"16 Dec 2020","30920.35","30932.25","30587.1","30698.40"
"15 Dec 2020","30805.4","30805.85","30345.75","30691.05"
"14 Dec 2020","30735.15","30845.8","30624.25","30745.90"
"11 Dec 2020","30555.3","30811.8","30328.45","30604.85"
"10 Dec 2020","30545.35","30610","30202.1","30510.35"
"09 Dec 2020","30335.05","30807.25","30326.7","30709.40"
"08 Dec 2020","30300.3","30363.8","30025.2","30261.90"
"07 Dec 2020","30062.6","30354.2","29950.6","30211.55"
"04 Dec 2020","29573.4","30162.3","29473.5","30052.40"
"03 Dec 2020","29728.9","29813","29379.4","29448.75"
"02 Dec 2020","29876.7","29886.25","29149.9","29463.15"
"01 Dec 2020","29844.8","29919.75","29511","29817.85"
"27 Nov 2020","29622","29716.85","29368.7","29609.05"
"26 Nov 2020","29370.4","29623","28923.1","29549.75"
"25 Nov 2020","30021.9","30197.85","29132.3","29196.40"
"24 Nov 2020","29265.6","29827.8","29206.75","29737.25"
"23 Nov 2020","29432.8","29492.3","28852.9","29024.20"
"20 Nov 2020","28935.75","29406.7","28580.9","29236.00"
"19 Nov 2020","29302.6","29627.2","28819.55","28903.05"
"18 Nov 2020","29107.9","29784.75","29056.75","29749.85"
"17 Nov 2020","28792.25","29239.25","28722.9","29181.30"
"14 Nov 2020","28685.7","28752.45","28431.85","28594.30"
"13 Nov 2020","28108.7","28520.55","27703.3","28465.70"
"12 Nov 2020","28633.75","28672.9","28066.05","28278.80"
"11 Nov 2020","28713.15","29030.9","28211.1","28845.00"
"10 Nov 2020","28039.45","28802.5","27916.9","28606.00"
"09 Nov 2020","27088.95","27595","27068.95","27534.10"
