CustomerID,Age,Income,LoanAmount,CreditScore,Default
395,44,38632,24372,339,0
396,31,30283,36930,688,1
397,19,65678,30580,515,0
398,27,99585,31756,475,1
399,58,98968,6608,389,1
400,29,98834,47948,360,1
401,35,98069,4575,806,1
402,38,68362,21993,711,0
403,63,52797,5147,616,0
404,48,60045,34274,766,1
405,57,80937,29886,368,1
406,54,96798,33254,651,0
407,19,46872,23626,344,0
408,53,63979,14503,739,1
409,44,66416,41615,559,1
410,42,48971,7550,683,0
411,19,26097,30090,665,1
412,63,70002,33828,415,0
413,38,44745,20263,755,0
414,58,79762,8224,342,1
415,53,58905,36128,678,1
416,22,62007,18803,549,0
417,39,63646,22032,601,1
418,62,44183,3508,393,0
419,30,56182,41327,831,0
420,67,41491,1428,732,0
421,53,25639,20488,425,1
422,67,21768,42493,655,0
423,46,96310,8769,743,1
424,53,90263,46973,365,0
425,37,50082,47805,574,1
426,64,58465,34277,322,0
427,18,68528,32099,303,0
428,31,64374,7311,814,0
429,48,49829,24166,348,1
430,18,58964,18284,470,0
431,63,36157,44174,490,1
432,57,92696,30989,324,1
433,68,80505,33380,567,1
434,27,73916,8094,317,1
435,23,81607,29885,706,0
436,66,82913,9858,709,1
437,29,85527,20134,659,0
438,47,25623,9420,761,1
439,40,81965,34033,507,0
440,31,31985,27641,439,0
441,28,33134,29967,656,1
442,20,86321,37321,618,1
443,19,30262,19638,612,0
444,41,22586,11916,780,1
445,41,39907,16062,800,1
446,42,46090,9415,825,1
447,26,99686,8003,734,1
448,66,67140,27459,407,1
449,45,38325,3910,732,1
450,67,81528,23960,794,0
451,60,40253,13292,610,1
452,47,41374,12627,849,1
453,62,82878,34572,498,0
454,65,43838,43615,431,1
455,60,71230,11932,550,1
456,27,86152,28672,811,1
457,36,77042,10467,544,1
458,34,89867,17823,333,1
459,28,91201,7444,537,0
460,19,79535,26338,505,1
461,48,22334,38010,556,1
462,56,91858,14170,343,1
463,53,66522,26932,364,1
464,59,45310,11601,821,1
465,41,58247,8395,422,0
466,58,87093,38800,827,0
467,55,68663,1836,375,0
468,58,96163,39062,402,0
469,50,64123,23571,581,0
470,32,83303,16428,666,1
471,59,53911,31224,583,1
472,56,20760,41070,420,0
473,62,34401,20297,535,0
474,38,84390,33558,527,1
475,63,52336,41792,806,0
476,40,80296,14779,519,1
477,41,91309,5706,352,0
478,35,99511,5620,752,0
479,59,78598,2859,537,1
480,55,70782,33117,500,0
481,55,31403,19648,412,1
482,32,59984,14273,420,1
483,68,23012,41203,730,1
484,68,99827,49550,369,0
485,20,75124,7563,419,0
486,37,47074,4326,414,1
487,20,58923,36561,413,1
488,41,27413,28102,469,1
489,45,38268,48953,700,0
490,27,38655,32147,797,1
491,29,51306,32243,365,1
492,23,39260,13047,371,0
493,50,22145,8011,319,0
494,28,91337,26160,651,1
495,50,26475,38200,316,0
496,65,20392,45220,732,1
497,37,79582,36415,391,1
498,51,34159,48380,756,1
499,45,61933,2807,627,0
500,64,44715,36081,612,1
501,62,27014,38901,830,0
502,68,32456,26260,400,1
503,38,43303,20775,706,1
504,25,89847,25844,445,0
505,66,80087,3981,563,0
506,68,66912,16582,538,0
507,30,58750,32292,710,0
508,47,46585,14082,482,0
509,33,28640,27455,621,0
510,50,98188,43062,399,0
511,21,65502,24772,437,1
512,35,74539,15760,497,1
513,65,27856,27720,756,1
514,64,52540,15726,690,1
515,43,55059,26859,440,0
516,40,96283,17270,335,0
517,32,96025,1405,426,0
518,36,71326,22437,426,0
519,20,61106,36617,540,1
520,32,55223,19148,350,1
521,38,86650,32713,566,0
522,35,50168,15139,527,0
523,24,77606,37371,751,1
524,37,74140,44010,597,0
525,62,53924,8098,405,1
526,53,77208,20369,705,1
527,63,61916,31474,389,1
528,55,71274,27141,338,0
529,62,67748,31125,507,0
530,28,99012,16828,386,1
531,35,53317,36448,310,0
532,62,84149,2179,511,1
533,67,43067,3396,382,0
534,39,22842,39141,665,0
535,39,22467,32875,411,1
536,54,29551,13365,845,0
537,49,39637,13372,362,1
538,51,56105,7601,530,0
539,50,68765,16964,377,0
540,53,99774,49609,492,0
541,58,78723,33921,806,0
542,19,24317,10416,812,1
543,53,42346,13880,502,1
544,32,83028,23238,334,1
545,37,82911,23631,364,1
546,52,47518,30304,605,1
547,30,94966,6998,513,1
548,18,57790,18606,467,1
549,47,47197,27494,513,1
550,42,49673,48097,572,1
551,60,45993,9794,441,0
552,18,34024,34048,306,0
553,24,72434,48428,393,0
554,69,21580,25364,519,0
555,57,59515,12111,455,1
556,61,23070,36578,559,0
557,37,70704,46893,389,0
558,19,62043,19184,315,0
559,53,54907,10487,769,1
560,57,58990,19902,642,1
561,47,69570,13594,602,0
562,68,58317,36222,708,1
563,43,85884,35408,405,0
564,44,78649,43383,474,1
565,34,84749,1339,674,0
566,60,72296,29660,722,0
567,49,94938,21627,754,0
568,58,48978,10298,788,1
569,65,53145,38367,646,1
570,37,35736,1939,828,0
571,19,89515,35301,302,0
572,63,88307,1468,652,0
573,61,73738,35751,695,1
574,52,73778,9280,519,1
575,38,55754,32910,691,1
576,52,42370,47816,597,1
577,27,72638,25140,335,0
578,25,54433,22778,623,0
579,34,93318,23365,737,0
580,65,79030,22888,377,0
581,30,65589,45396,764,0
582,54,44243,42731,745,0
583,59,66032,27030,432,1
584,62,34510,6622,772,1
585,39,76497,16600,573,1
586,63,65244,14703,646,0
587,57,53319,3859,585,0
588,44,35391,29288,357,1
589,31,32992,27452,395,0
590,46,59334,4650,716,1
591,66,35308,40177,679,0
592,19,72817,24693,701,1
593,51,44317,7194,740,1
594,29,90719,47133,486,0
595,55,54340,39908,702,0
596,65,61836,13689,438,0
597,40,32168,6558,397,1
598,26,46461,12411,674,0
599,60,55179,40151,682,0
600,49,44945,3056,531,1
601,44,56991,15147,366,0
602,48,80304,33121,343,1
603,41,31350,49601,330,1
604,41,23828,26677,430,1
605,58,46479,3653,586,0
606,22,90769,33831,617,1
607,63,29942,48743,568,1
608,61,46020,34797,739,0
609,62,24098,8966,439,0
610,55,48327,23857,346,1
611,59,43955,47244,384,0
612,27,65722,1787,639,1
613,42,76887,9313,488,0
614,35,60747,14507,823,0
615,69,44973,26064,641,1
616,60,48873,49810,612,0
617,33,98644,46410,530,1
618,31,69632,37861,710,0
619,30,72267,29293,329,0
620,55,77971,19778,841,1
621,57,49741,5607,307,1
622,31,77256,9168,330,1
623,21,60876,14672,344,1
624,35,37770,41984,796,0
625,68,50470,20674,826,1
626,60,59285,7960,570,1
627,51,73209,43782,673,1
628,33,94891,26530,405,0
629,34,92263,23662,411,0
630,47,45040,3982,319,0
631,33,37593,43481,790,1
632,37,69302,27515,835,0
633,55,81665,47050,676,0
634,31,65706,27715,345,0
635,43,57185,35197,337,0
636,34,42582,41063,371,0
637,69,55975,28454,313,0
638,50,70465,5739,391,1
639,37,32845,43334,716,0
640,26,29810,34704,627,0
641,33,59615,36507,466,0
642,24,52789,40708,641,0
643,63,21976,44119,604,0
644,23,45390,33210,446,0
645,31,58114,20413,404,1
646,58,52216,42835,790,1
647,44,47513,9491,417,0
648,45,26051,27748,474,0
649,30,23012,23004,525,0
650,60,71041,40009,407,0
651,67,39562,27787,521,0
652,38,59402,34653,557,1
653,21,48175,27264,364,0
654,44,47967,32436,743,0
655,66,64601,33483,697,0
656,26,50667,37154,479,0
657,54,70419,19915,436,0
658,28,25630,10628,739,1
659,55,96542,23199,620,1
660,59,50222,37728,705,0
661,68,76920,49200,751,1
662,57,80268,41315,651,1
663,32,68196,29018,689,0
664,52,71603,25211,766,0
665,39,71182,22486,622,1
666,47,20549,26012,333,0
667,48,45128,11444,810,0
668,43,36456,46017,553,0
669,64,62438,25845,344,1
670,27,22876,46010,496,0
671,32,48007,22822,364,0
672,25,58297,16939,476,1
673,18,47505,26474,427,1
674,43,63638,32427,413,1
675,45,27168,29711,404,0
676,40,95909,16743,437,1
677,20,91433,8627,841,0
678,51,65559,48486,576,1
679,20,62381,44045,473,0
680,43,96605,17472,475,0
681,58,24114,34930,481,0
682,22,38356,10912,523,1
683,58,27651,12019,589,0
684,67,84384,20986,762,1
685,59,72242,42923,730,1
686,58,60723,17587,530,1
687,47,84055,11007,406,0
688,39,51272,4741,720,1
689,62,49210,17495,600,0
690,54,70120,46126,690,0
691,25,94228,2543,337,0
692,44,83961,45228,332,0
693,41,65509,1247,633,1
694,21,77775,13882,443,0
695,45,47371,30945,802,1
696,45,50028,29164,709,1
697,57,34994,1124,612,1
698,33,36558,37998,733,0
699,23,57615,22542,671,1
700,27,49594,33861,808,1
701,52,28291,29700,840,0
702,41,24292,29007,668,1
703,45,35939,45856,800,0
704,30,97224,28951,370,1
705,21,28959,19266,310,0
706,35,78735,16802,593,1
707,63,51485,16368,614,1
708,63,93151,44254,697,0
709,56,43415,48406,426,0
710,51,28005,15082,645,0
711,40,69203,3162,333,1
712,20,45363,27400,544,1
713,51,36101,5382,338,1
714,44,70185,33658,807,1
715,56,76405,7924,314,1
716,65,57697,25525,313,0
717,66,40661,9026,520,0
718,36,22627,28269,309,1
719,43,62150,28283,741,0
720,26,26420,12020,555,1
721,68,31315,27390,701,1
722,32,97009,22170,710,0
723,52,65018,4380,472,1
724,47,34637,39712,762,1
725,60,97977,48872,356,0
726,18,95174,48048,417,0
727,60,22257,13872,582,1
728,57,44808,33725,505,0
729,67,22745,43256,495,1
730,21,82344,11428,760,0
731,68,86122,20650,632,1
732,38,44138,10083,832,0
733,60,71765,4084,740,0
734,40,44063,15345,690,0
735,47,72257,32299,822,0
736,64,37044,31412,506,0
737,49,39484,18204,609,0
738,38,92317,31130,788,0
739,38,93302,22924,679,1
740,37,26968,20839,625,1
741,40,28971,12282,635,1
742,45,27710,26725,792,0
743,19,86265,45566,477,0
744,42,21742,49349,846,1
745,50,76446,20511,744,1
746,46,29513,11078,374,1
747,57,97353,29643,312,1
748,57,41530,20334,499,1
749,56,91109,13442,534,0
750,60,38849,35399,641,0
751,24,74122,45591,768,1
752,65,77308,28637,649,1
753,55,38014,1655,575,1
754,23,45443,36582,634,0
755,20,32843,49926,764,1
756,64,94759,32693,681,0
757,63,24271,27045,770,1
758,53,91069,30230,757,0
759,39,94220,48735,405,1
760,36,95057,21148,602,0
761,66,51910,33084,509,1
762,44,58521,21243,768,0
763,69,38659,29958,405,0
764,57,22286,44027,748,0
765,58,28972,30181,475,1
766,65,47279,25893,313,1
767,49,40485,33813,624,0
768,39,64882,26908,568,0
769,58,41593,2567,808,1
770,35,64206,8687,728,0
771,61,25102,19022,746,0
772,60,77354,35488,550,1
773,19,88828,15655,826,1
774,35,46700,3151,692,0
775,28,59026,23354,511,1
776,59,30861,49686,314,1
777,44,71659,41696,358,0
778,25,69606,14851,834,1
779,43,42098,16299,781,1
780,64,60246,5436,734,1
781,30,96558,2554,556,1
782,40,77913,13021,645,1
783,56,51373,7596,475,1
784,69,49717,28827,544,0
785,23,87019,38213,848,1
786,42,53018,4729,509,0
787,39,27838,40983,650,0
788,52,98322,31343,499,0
789,57,79513,41597,834,1
790,39,47546,32528,816,0
791,41,96055,1366,760,0
792,18,29810,40139,553,1
793,49,54797,27361,539,0
794,42,42348,43014,457,0
795,68,67413,38685,335,0
796,49,41230,11472,525,1
797,23,50180,27711,517,1
798,21,31209,3416,799,1
799,66,95159,3192,686,0
800,47,76527,18120,461,1
801,58,25175,2402,666,0
802,41,37441,13683,829,0
803,26,87809,21922,840,0
804,54,42433,42885,374,0
805,47,27500,48244,426,0
806,59,36886,13318,620,1
807,43,90495,13226,672,0
808,35,25063,37317,799,0
809,23,24116,17652,609,1
810,24,77318,39846,339,1
811,44,70509,29718,842,0
812,36,80745,24735,842,1
813,66,76723,9092,397,1
814,61,86702,16050,605,0
815,58,66091,9765,654,1
816,36,61029,27091,481,0
817,51,45777,47295,424,0
818,39,71947,47979,701,1
819,28,86515,36511,521,1
820,21,77680,6798,730,1
821,31,68497,19209,651,1
822,56,59159,10273,492,1
823,18,38737,36823,475,0
824,68,86630,41483,408,0
825,24,96443,25481,621,1
826,20,87866,7092,458,0
827,60,58084,12431,714,0
828,50,68933,8184,635,1
829,24,42078,36014,448,0
830,33,55073,21390,509,0
831,62,41590,45584,499,0
832,65,91291,2202,794,1
833,67,28440,36737,842,1
834,31,50044,34371,472,1
835,30,29202,9155,669,0
836,68,57669,18922,550,1
837,32,20035,1660,498,0
838,21,71012,24813,571,1
839,26,47496,1563,453,1
840,55,33109,11311,560,1
841,49,56948,22803,714,0
842,41,82738,9582,384,1
843,61,71023,1159,797,0
844,62,77161,13879,382,1
845,59,47406,47455,370,1
846,47,98840,22586,485,1
847,22,72237,38098,768,1
848,52,32068,46198,732,1
849,24,90576,7508,633,1
850,28,35651,22017,551,0
851,19,39225,25408,510,1
852,53,73729,3221,585,1
853,56,87213,31178,602,1
854,64,98667,23596,390,0
855,47,43404,15039,616,0
856,38,21624,44238,457,0
857,49,68117,31975,808,0
858,27,90336,33064,600,0
859,28,60153,3095,723,1
860,51,54437,22047,571,0
861,39,34130,16479,364,0
862,45,84462,3685,417,0
863,34,61690,17550,459,0
864,62,77266,12063,352,0
865,34,57296,29758,693,1
866,37,70739,42907,838,1
867,67,73794,45254,326,0
868,47,94083,12349,328,0
869,65,37036,46309,513,1
870,62,66000,12465,518,1
871,63,96062,29820,617,0
872,33,91621,23147,389,1
873,37,78946,4868,753,0
874,64,87773,20350,621,1
875,46,77638,10164,796,0
876,54,57474,31946,779,0
877,67,71438,4970,476,0
878,34,73057,3688,730,0
879,28,70347,42663,509,0
880,50,61813,38803,345,1
881,54,43375,32006,574,0
882,44,64480,20990,696,0
883,31,62647,20790,485,1
884,44,67455,10990,545,1
885,33,80986,38721,410,1
886,42,83506,5721,463,0
887,23,49869,31889,749,1
888,69,63266,5735,819,1
889,41,48829,48833,571,1
890,30,21632,26506,743,0
891,65,66337,31150,380,0
892,65,65163,24287,538,0
893,50,95027,35607,829,0
894,52,84601,35389,548,1
895,48,26585,18168,624,0
896,37,73062,36762,472,0
897,66,26004,45041,578,1
898,65,85076,40507,466,0
899,49,89137,15638,849,1
900,29,43863,23434,846,1
901,50,34227,22435,472,1
902,21,54331,44378,391,1
903,21,90854,44110,324,0
904,35,48469,4292,494,0
905,60,87300,9643,336,0
906,39,53644,18097,573,0
907,39,24067,43935,709,0
908,34,21398,38751,538,1
909,58,25934,45161,704,1
910,35,82749,12078,447,1
911,45,82326,4935,558,1
912,33,78210,9412,530,0
913,50,57913,10725,383,1
914,26,64864,26268,716,0
915,58,52646,3520,480,1
916,24,26381,18959,540,0
917,58,24981,21032,651,1
918,48,37126,9138,610,1
919,36,64169,34283,734,0
920,48,81990,26439,346,0
921,37,89406,41255,438,1
922,57,65855,1529,681,0
923,30,58231,7337,733,0
924,43,31984,8733,760,0
925,18,78696,1331,567,0
926,31,60565,38545,597,0
927,20,81304,29248,426,1
928,23,27585,13407,573,0
929,37,31951,46700,806,1
930,69,87463,3203,729,0
931,30,30741,24356,831,1
932,60,51494,41772,826,1
933,69,73116,20261,526,0
934,59,68281,21090,344,0
935,22,87258,17527,470,1
936,25,60086,21470,643,1
937,30,38554,46292,823,0
938,27,70894,23319,500,1
939,55,20280,45827,841,1
940,56,72385,39338,358,0
941,60,73885,9927,306,1
942,66,99693,38147,324,0
943,32,83005,30161,770,0
944,50,25441,9126,308,1
945,27,96996,40873,331,1
946,68,65334,32100,842,0
947,18,73016,4610,378,1
948,38,20425,43733,827,1
949,47,80586,12823,572,0
950,58,66582,32353,472,1
951,27,98528,26891,469,1
952,47,61376,38917,823,1
953,54,35918,29367,607,1
954,32,62451,14990,497,1
955,28,45812,25417,457,1
956,41,81203,29756,611,1
957,64,69222,46901,757,0
958,63,38987,9993,372,1
959,55,50896,14616,385,0
960,21,93304,26256,652,0
961,24,60246,17805,465,0
962,31,45442,44542,704,1
963,54,55729,1947,702,1
964,37,26888,47185,622,0
965,26,30167,3149,570,0
966,65,73350,40793,812,0
967,51,81503,45449,483,1
968,40,37005,18305,313,1
969,22,83584,30456,656,1
970,20,49209,39299,717,0
971,18,71539,40331,397,0
972,21,77078,21410,398,0
973,54,75476,30789,502,1
974,45,64572,32456,365,0
975,22,29764,45705,664,1
976,49,78273,14030,691,0
977,34,84339,18686,441,1
978,63,60927,12829,313,1
979,53,85432,36539,345,1
980,26,57970,17742,342,1
981,18,27260,23429,582,0
982,64,37564,18757,517,1
983,35,81404,29316,349,1
984,19,66017,20958,480,1
985,67,59588,35513,700,1
986,26,20257,10860,371,1
987,27,89497,11130,657,0
988,61,98092,17845,827,0
989,48,52745,30725,694,0
990,23,28332,23351,603,0
991,25,82427,18870,659,0
992,19,25901,18467,532,1
993,59,21454,3686,481,0
994,35,89518,36108,475,1
995,58,86620,46230,490,0
996,31,46792,8216,568,1
