Date,Stock_Price,Earnings_Per_Share,P_E_Ratio,Dividend_Yield,Market_Cap,Stock_Split,Dividend_Payout
2000-03-16,122.90071680409874,4.849958203622761,27.41156850092014,4.4643825344467665,579605581.3978076,0,0.17579625135597077
2000-03-17,127.12703466859458,4.4589398244371345,14.775924227630785,4.786934915693582,434771745.6096393,0,1.6157260863970864
2000-03-18,57.40446517340904,7.116825544237629,19.02478688361976,1.4236232176150305,283163467.43674135,0,2.720543119697343
2000-03-19,85.84657285442725,2.9642849907855773,29.699793122817503,1.6193144503908794,770895517.60407,0,2.7585618600998347
2000-03-20,61.58690595251297,9.549650655552028,25.440249526199807,4.778945035132319,234009705.70315433,0,1.7827946058844435
2000-03-21,136.31034258755935,8.07710512973997,10.543348424511196,3.9461409133391703,695430763.09287,0,2.236513781263003
2000-03-22,112.3298126827558,1.8046990208103355,11.304091825209841,4.531975299319092,240999494.42283338,0,4.827589591173832
2000-03-23,83.08980248526493,4.758226982064356,19.278627536246656,1.8105305365413726,629076868.2549094,0,1.8867423861515582
2000-03-24,56.355835028602364,8.912064768059482,28.184404117231203,3.3503434844376074,749607484.4577386,0,1.291134066299915
2000-03-25,81.09823217156622,9.502588200622693,20.774035959054284,3.8045583776698946,226526750.01747382,0,1.2173352203338006
2000-03-26,82.51833220267471,5.2066136012488275,19.956250160685805,3.7204475417878906,69343867.8526952,0,2.2888230635206708
2000-03-27,122.96061783380641,6.520702502896369,12.10947399913261,2.6326067634667925,139664005.56423235,0,3.79760074358472
2000-03-28,113.75574713552132,2.503305514828677,23.135602094485883,1.061579566765234,609936997.5983152,0,1.029940920942366
2000-03-29,138.72127425763267,9.92051763523279,26.44206321200451,3.3317042272170525,850951942.1634781,0,3.5464806357038405
2000-03-30,97.22149251619493,3.0850453124509905,17.608400150151247,2.012406156718435,54546853.02307013,0,0.10574911674708143
2000-03-31,61.95942459383017,9.48458596721613,25.51223701850655,2.8010169845715613,736809746.4512298,0,2.09466488991973
2000-04-01,121.3244787222995,6.846819840931316,29.289533078016234,4.830324060335269,347905459.4905516,0,3.879325326013934
2000-04-02,126.07850486168974,6.469631153909732,14.075329182553782,2.596141270569739,483743086.2203273,0,1.693664778872157
2000-04-03,106.12771975694963,5.614196599148578,20.466592623894826,4.359206426657707,929570954.3471099,0,2.818685507226997
2000-04-04,127.0967179954561,3.076028305459828,15.742759161691511,1.7541624229970045,338651789.688487,0,1.024896164129554
2000-04-05,99.37955963643907,2.5887522880495744,25.857088380676785,3.6898419921001153,470683564.6000912,0,3.7099769556308617
2000-04-06,102.2732829381994,2.9843758816315784,21.55186731762315,4.908027817755774,23545590.613074295,0,0.2613955163437981
2000-04-07,92.75410183585495,2.6779443592982908,22.691648351006073,1.4075724034917472,90782732.80478998,0,4.262713224377502
2000-04-08,52.54191267440952,8.01626026210078,25.958283192317882,1.033279768908768,266005675.22343618,0,0.9909819321083407
2000-04-09,60.78914269933044,4.151127332500571,17.9194094532491,2.7343311705304574,37573718.41286366,0,4.371990158541654
2000-04-10,53.14291856867342,1.5205840890705673,28.301801368140865,1.3705019322054688,635061572.7877685,0,1.7626462065025867
2000-04-11,113.64104112637804,9.721923671267302,20.6605773449228,3.9935373987049254,432134373.2336063,0,3.613417872372433
2000-04-12,81.43559810763267,8.954072964670832,13.15909645670696,4.658194655394236,552663750.7007418,0,1.5961264889309423
2000-04-13,100.85706911647029,9.349770548756917,23.917982363376048,2.7360838908350353,182900714.03736624,0,4.529558356173238
2000-04-14,140.7566473926093,9.954170403817917,25.86522700876509,2.034846568621764,302972709.14224994,0,0.6331856275918718
2000-04-15,74.92922291488749,2.5650572429753855,16.335233541350533,2.737613276026439,667186230.1041979,0,0.8925989463629935
2000-04-16,91.03829230356297,4.566178170123929,27.14358513997506,3.893791271400004,965649696.3940958,0,2.4651506257940117
2000-04-17,125.55511385430486,7.824146281336822,28.122865095315326,1.036216646321484,59912605.8661871,0,0.40969219519073063
2000-04-18,72.87981654916224,7.26418556248413,15.538089747556178,3.3578159579387887,891480477.6467134,0,0.9799009235088096
2000-04-19,57.6979909828793,2.3850631570586955,29.67042945430444,3.4531667395495163,581112389.2980964,1,4.718831911060072
2000-04-20,78.9751452913768,8.34249812491556,12.814230560975169,3.550752987583742,568280371.0880675,1,4.882448305739436
2000-04-21,66.12212872540044,3.019965146529946,14.0403133680498,1.9680883199235089,505275749.85568273,0,1.8812966466521097
2000-04-22,142.9697652342573,3.0143585334036076,13.684496784760523,3.856210893512507,78700145.04514155,0,4.6164301050696785
2000-04-23,130.8120379564417,5.832769806040722,27.87979420015741,1.3655659453271056,98978083.21879905,0,2.7241233783671586
2000-04-24,113.34037565104234,6.336459413575328,23.085851046499236,1.7970813458672033,604902885.6024952,0,1.3487123293688352
2000-04-25,137.14605901877178,6.220775870540301,13.042085664445457,4.509880186617927,347548985.72120273,0,3.511993605402993
2000-04-26,130.36720768991145,1.8233815365797938,18.806468367366982,3.9548926029062654,918095385.9119039,0,3.294509032874286
2000-04-27,68.65700588860358,8.897147763673424,22.30596050139604,1.054982216045381,412524631.9858775,0,4.945626595543667
2000-04-28,139.25589984899779,3.3904003832983545,11.669281699787666,1.9935050414792008,151848644.11561468,0,1.3252364370464165
2000-04-29,103.93422419156508,2.1656342915452376,27.648327368146774,1.8576259319726582,717571645.1670157,0,3.360297513308677
2000-04-30,130.74401551640625,8.998732718820794,26.072070708830704,2.0832253121478903,300419887.22659975,0,0.26011877514723447
2000-05-01,139.60912999234932,9.60086348406778,20.104135471532764,1.9902390811195456,530215604.28233427,0,0.568230193483597
2000-05-02,81.80034749718638,8.759148555389055,29.342532305183408,1.250105182971383,700854457.6501184,0,0.01959187475546631
2000-05-03,61.00519245276767,8.285644672523903,18.35521958550199,2.8357620663872813,901261470.0900497,0,4.997303405298366
2000-05-04,72.79351625419417,6.8971778257511955,29.682206380729955,3.9309338991446605,794269282.8536594,0,4.011368485737389
2000-05-05,92.71077886262563,5.957716335482254,23.35839997607254,3.4269268988697457,679597457.1939969,0,3.933615073667704
2000-05-06,131.80147659224932,1.7828808392026914,22.69342546507883,3.691486674392319,682836850.5711921,0,2.5486303764408986
2000-05-07,136.07305832563435,4.676078917636288,13.3190979059157,1.3245967141449566,946465397.5917656,0,1.5003354145271997
2000-05-08,50.69521305311907,4.354196653110826,27.63855516609288,4.805962840707149,302865856.5215707,0,0.7563214223133796
2000-05-09,101.07473025775657,3.337784053842936,18.549793758412303,4.353967335372099,11100973.254225533,0,1.4233736942323183
2000-05-10,91.7411003148779,7.510781023197264,13.244668115649587,4.22036127398265,279235013.8042167,0,1.8798561096456956
2000-05-11,72.21078104707303,5.4628816157089375,10.25215039951518,4.29193522016707,225712465.83047655,0,3.7815504849014703
2000-05-12,61.98653673336828,1.7294159431688314,21.19511367276765,4.730842032531045,665216239.2628582,0,2.698308944515762
2000-05-13,83.7615171403628,2.981648817548302,20.547992442453527,3.177015864454791,637374483.7678738,0,0.38741813277741344
2000-05-14,144.2909703912519,7.149328872936364,24.387072447383172,1.8011280714705036,597526768.8776766,1,0.0901450447945612
2000-05-15,82.32029320207553,1.6851777354127018,27.805161060356042,3.4671344314101646,26081008.777359165,0,0.5116608976703158
2000-05-16,101.87906217433661,8.660862226438919,11.58813169286059,3.971525974671756,731490273.906141,0,2.052493568486897
2000-05-17,120.30189588951778,5.4563187431257685,24.629929806807247,3.9516695734161016,330295108.3606366,0,4.665964585245091
2000-05-18,86.3629602379294,5.325279195939832,13.748238881951645,3.0857960966675204,668405429.1165648,0,3.187012406046108
2000-05-19,147.17820827209607,6.331670061935658,27.163541063143278,1.2738348773343122,561012644.2171319,0,4.0091294993775755
2000-05-20,146.24472949421113,8.422128693326343,26.38127027723312,2.4844517537205113,349303616.1736281,0,2.331872972522743
2000-05-21,75.17822958253642,4.1302828711197375,20.815875099710887,4.68306643385343,143230504.43306667,0,1.808330415975214
2000-05-22,99.72485058923854,7.102145373031572,24.20485597246623,3.337795639029704,103474708.68387614,0,0.5420018635831136
2000-05-23,80.08783098167697,6.09158767596212,16.287002263674967,3.1533277730228537,833203149.7811013,0,4.3796651109310245
2000-05-24,78.48404943774676,3.403254431524792,19.42335797865629,2.075414057528774,919213566.6607424,0,3.915800145139514
2000-05-25,53.68869473545328,8.907669877196422,26.432737954209433,2.4737956796663156,653290166.2966566,0,0.8405904879886256
2000-05-26,110.95643339798968,8.176834194462353,19.185303943464277,4.581384356612677,112399773.71187854,0,2.5613028193813028
2000-05-27,100.26790232288616,6.926066511925829,17.155965306508836,3.665852190107343,408006944.7193583,0,2.4368740396062245
2000-05-28,55.14787512499893,8.655235561848176,19.884248945006,4.149548107009331,731649808.1041057,0,3.1254577634326433
2000-05-29,77.86464642366114,8.805647808638222,26.56498504874437,2.8173816922706205,782022675.1699674,0,4.730934469956306
2000-05-30,140.82658859666537,7.3752667904353135,16.704160947417456,3.5209888778246317,127036436.0681777,0,2.898857208812398
2000-05-31,73.95618906669725,8.533119955273047,13.475231862714876,1.9935344349728301,10030411.656928591,0,2.701086333893093
2000-06-01,64.4894872091223,7.277243155023553,24.240280406615614,3.821843321133945,715015675.421799,0,0.2516146646733197
2000-06-02,98.94527602775631,7.121266945842704,26.519564254161637,2.710405334813349,363030214.2263436,0,0.31453738009011967
2000-06-03,148.56504541106005,6.5675024039366585,12.012749570470667,2.7701820592589823,261936518.30207765,0,0.9367339566339444
2000-06-04,74.20552715115004,7.774449756018771,14.797482255118894,3.5972892983075266,22768495.091630183,0,0.1623538584587414
2000-06-05,117.21355474058785,2.427445947637663,12.839439795219878,4.745122485875706,544896412.6938846,0,3.716764477850062
2000-06-06,126.16196153287176,8.927836832790355,16.95882823164333,1.2560253864344837,852639228.0717219,0,3.6166515199698157
2000-06-07,73.76375439923997,8.846591749707088,19.007019578108252,4.29897294938803,958055329.809862,0,0.6802811721582147
2000-06-08,122.82163486118596,1.2632255473110323,24.976526739266127,2.1695324416487725,570087501.1071563,0,4.180394503976404
2000-06-09,86.77831327192533,8.432350755082865,23.02295169763348,2.7756778180255113,519316714.4624952,0,0.7739301742305599
2000-06-10,113.23058305935794,2.1598288072610066,22.418571349568623,1.0876533151000358,94205821.63434869,0,1.5058779349867941
2000-06-11,113.35297107608946,4.016069688332277,17.047498932193086,2.204184311337252,553384073.5271738,0,1.244884495806825
2000-06-12,103.57746840747585,7.69157430662447,26.8289510616952,3.010524970520522,386179288.17574066,0,1.8615354928652388
2000-06-13,59.02897700544083,2.4468390644347737,19.42574334796329,1.224704309389756,611063928.0747411,0,1.2733188294498095
2000-06-14,133.5302495589238,8.36170321707156,29.58209876030309,2.9643829175326606,394839084.39778125,1,2.4447546321922604
2000-06-15,82.07800649717359,8.489207601619677,22.682842765914735,4.70844251543371,247896132.21586308,0,2.037039406773427
2000-06-16,68.65185103998542,5.567209603847526,12.525294831290054,1.4215728724312209,104015622.47609274,0,4.932847453896633
2000-06-17,54.07751415547639,1.0574728454515023,23.52355124150868,4.057762912302017,321769260.1430068,0,0.27963175064112833
2000-06-18,109.08929431882419,3.583343198574215,16.50208030863398,2.6386842135039705,105678385.94487476,0,0.7109068819367581
2000-06-19,117.75643618422824,6.55234226538168,23.72654393372195,3.620694858097352,185127981.3157441,0,0.2641294695430124
2000-06-20,51.65878289278562,9.830675602246812,11.392822963248115,2.0409463919409174,987462796.9937505,0,3.129205974911879
2000-06-21,101.2093058299281,6.686321743150016,13.497628743519188,1.6379690501654331,449662521.3375524,0,0.2725463870685979
2000-06-22,72.6495775197938,3.338232229577438,27.114745178115726,1.6418504570849057,536553048.8399664,0,4.182198686880617
2000-06-23,114.51727904094498,6.706051327896502,14.543591140470298,1.2819677825725786,874882343.4498432,0,2.559693153409639
2000-06-24,67.43664290049915,5.8598684174427,26.7408225048588,1.742586819604972,995613211.485781,0,2.6350381229076687
2000-06-25,119.09377381024659,8.018608556360292,15.585521769088208,3.656877539955873,586887304.8512347,0,2.8079725385609713
2000-06-26,88.67353463005374,1.9628257494426258,22.857638201174154,4.526762447374033,814349082.83373,0,0.8540685315310537
2000-06-27,143.67299887367346,7.849251122518252,23.88301147019662,4.256502742364647,333671614.0933085,0,0.9884515155724377
2000-06-28,63.75209441459933,5.871399208084992,20.25309506290106,3.7405372394979364,312686517.8728182,0,1.5940866143650234
2000-06-29,84.10663510502584,9.666928034730951,16.106213533934625,1.4417274536444107,408676683.7846146,0,2.9674820791092573
2000-06-30,61.34735212405891,4.076849494348175,14.252887527421922,2.1567497851837993,675782190.0469127,0,1.0505888797010727
2000-07-01,142.4693618278563,6.693597038205533,10.663787091248524,2.239227501289876,685369772.3625478,0,0.5816586356663062
2000-07-02,137.7339353380981,9.388252949590157,16.078928024814477,1.999827785590485,322087040.3029563,0,4.850584432092161
2000-07-03,75.79416277151556,1.9225875519161133,23.063255810625662,3.0600226388388925,141877824.89526242,0,0.10990907404811456
2000-07-04,115.99840460341791,9.43505638512806,28.766096368969652,3.1422152595186903,636072293.9008535,0,4.013487026680108
2000-07-05,131.7222200201216,7.19097150070732,27.42408964526104,2.427543900684441,137042603.5668769,0,3.9401757478751103
2000-07-06,105.52008115994623,1.610533531946547,25.321295530706053,2.415156634945744,582707583.1470368,0,1.4860705692254799
2000-07-07,102.96505783560065,3.708672102521346,25.768946865065974,4.314222391624325,696487906.7757459,0,0.678133080036567
2000-07-08,74.18522909004517,7.373548797807534,23.299698069519906,4.157171393278743,703605381.4305071,0,0.7281432335271171
2000-07-09,59.31027678058992,1.6061554132189453,15.20573715132006,2.2311833267229826,755937389.5530008,0,3.4871580861859623
2000-07-10,139.72157579533268,6.23953414158646,28.143900614116596,4.655153775493037,874130827.3500079,0,3.214032955430868
2000-07-11,140.04180571633304,4.112947512576611,23.41464623811668,4.811260068010024,504959402.04514056,0,3.9137283712569335
2000-07-12,113.31014572732678,6.588239659907294,21.2088126196088,2.3069701681201633,732946697.6342754,0,4.687405861995523
2000-07-13,83.90297910487007,1.4116783043126158,12.219789384269621,2.4176997951722194,622981008.0121783,0,3.45963681633296
2000-07-14,84.92095746126608,8.843831255371386,18.94111087612851,3.0225366136878353,194773540.39970574,0,0.7792576827572173
2000-07-15,122.59556788702393,9.761400722596573,19.207165424038525,4.764483250134694,35432748.42071409,0,1.2172130838270534
2000-07-16,139.71102599525773,9.719900697571223,27.291272190453398,4.505277732569246,291695971.82016444,0,4.210968654365573
2000-07-17,138.70864242651174,7.746866485686322,20.93296440375577,1.4102718503343592,448603369.27424324,0,1.0465303791710427
2000-07-18,127.98755458576238,2.170776161175688,17.608010979408192,2.570922973085665,620934884.9843698,0,0.36261158477240707
2000-07-19,114.20316461542878,7.824368763361203,29.536006570213186,3.2134847589990874,851459737.1981733,0,3.5164002702112525
2000-07-20,58.41399649950488,1.2212822481292136,12.214411866526314,3.01252989020616,204283259.53910398,1,2.0126317774507103
2000-07-21,66.16287140946137,1.1991119637609753,18.450968566238892,1.7754522717475707,134294291.99949232,0,4.600200262729518
2000-07-22,139.85541885270794,3.912491972345871,10.840493503428107,4.435267084672619,963845147.9995842,0,3.251275355468308
2000-07-23,110.64290596595899,5.397788713641992,24.798082415338605,3.7077631319873494,116964113.78264304,1,0.45209488895830374
2000-07-24,50.91970516166297,7.933666760270139,28.361531043983014,4.351633499407214,483706159.40611726,0,4.739282836268304
2000-07-25,60.14715428660321,7.149658389458547,15.600746591009788,4.435057117397889,589708091.5053688,0,1.2927863182012294
2000-07-26,116.35017691080559,5.013124357390735,27.166833535982416,3.993423414662959,545960676.6983639,0,1.686062452031429
2000-07-27,50.50615838462187,3.462639996534993,15.844364609237955,2.7568424049988693,95171835.46261378,0,2.0113020684177103
2000-07-28,66.08080514174986,9.9741205014194,28.215403232878305,3.442187020061698,66456644.86358317,0,0.25612148202156626
2000-07-29,104.87337893665861,4.835631720123756,25.079238071935677,1.6414616244789726,114428593.18642531,0,2.482577111153024
2000-07-30,119.18951976926932,5.062483218967079,26.09813553682877,3.6945816698996308,589731807.0338864,0,0.6165924553764612
2000-07-31,115.19612595026005,2.4726143907250226,10.360131112009089,1.717013022957123,548901438.7579778,0,2.004851633441759
2000-08-01,72.42693094605598,8.153285938749365,29.25620714148052,3.7757983620406272,241403384.11637682,0,1.7535489399604214
2000-08-02,121.2179221347536,7.243140032033398,24.533419841406463,1.9183926430158746,641396400.4271356,0,3.864200417132517
2000-08-03,73.72490874968001,2.9869265150988435,16.095021907722668,1.47020520060088,821866827.0350928,0,4.0158525581636555
2000-08-04,82.53996981592678,1.7414294105425843,26.58789329717694,1.6611379605718297,51163170.248127826,0,0.7670644119454401
2000-08-05,124.64914051180241,7.124493718672418,15.630423968298599,1.007968540876281,503148644.112562,0,1.832755936896131
2000-08-06,114.96328990472146,6.890600928530217,27.455076791322558,3.874958471414121,692417307.9816633,0,1.8667658051591585
2000-08-07,134.9223410494178,3.459335742983884,12.25160780823874,3.9296041962335164,259788807.79899022,0,0.7570522196804252
2000-08-08,115.76128923003434,9.557772060253694,24.073719549215916,3.059733399653038,314693196.2402176,0,3.9922675252559525
2000-08-09,106.83086033354716,2.3595210260281023,20.813969532898206,1.6454512042215348,617501523.95949,0,3.5361416416771165
2000-08-10,59.36747678280925,4.891013209383417,11.930689403908817,1.334217350042759,898955940.5092995,0,0.9519089314851736
2000-08-11,86.77158030594336,9.49254328150839,14.83787656517678,1.076515865749148,811825176.0998703,0,1.8336095429689951
2000-08-12,76.52023676817254,4.7775458523351,10.248080725546295,1.6629927078608828,587298916.9085877,0,0.5290251242825711
2000-08-13,74.39896433790835,6.74673352897677,19.37535930929012,4.563422139932587,732919500.5796767,0,3.1410329854652197
2000-08-14,147.30105547524454,4.578349581665148,16.025305215200007,1.966147366806727,371174245.5057207,0,0.6068596227430983
2000-08-15,89.30977246667604,3.4679368211380304,21.967149685955178,2.4170853088688626,644555872.8177701,0,4.929670843124589
2000-08-16,139.20465551771133,9.855798831638454,15.944756154172344,1.4213819379253327,471519775.2162814,0,3.9034103734393115
2000-08-17,113.11386259972629,4.684006056835387,15.998382230139693,1.8894452189926811,198036775.0929853,0,1.9511927479199753
2000-08-18,129.48113035416486,9.04689283311221,24.863863974632068,3.0768982831208205,704720891.1384846,0,2.8928196613967723
2000-08-19,100.2637093105192,3.0695914530197754,10.96285671956707,3.4310107323826102,560899990.9753338,0,4.556709081082044
2000-08-20,107.69038846263591,2.9179423362257495,28.057899903839743,1.9814092566648442,365035366.1340555,0,2.7704964019791305
2000-08-21,99.25176938188639,1.2802067459606024,27.04527748782363,1.2309286369004688,912225798.1778444,0,0.8724924319897759
2000-08-22,69.52429877980445,6.865001428382966,23.35609366452813,2.5641314765095946,30724776.648465935,0,1.8935167779057966
2000-08-23,122.24521152615053,4.316737093513851,21.864431402147687,1.9368134837053366,322615419.73700106,0,4.215724325148727
2000-08-24,78.07723624408558,8.779224248556734,27.846049962793046,1.8782156929192078,66312583.799870096,0,3.2210650799480893
