Date,Asset,Environmental_Score,Social_Score,Governance_Score,Overall_Score
2019-05-31,Asset_1,60.17076882391542,85.29297293982154,92.70995302937632,79.39123159770442
2019-06-30,Asset_1,56.73550672037443,80.79459060721645,77.03906461577871,71.5230539811232
2019-07-31,Asset_1,60.00766518713195,58.92722887151198,99.52833238963066,72.82107548275819
2019-08-31,Asset_1,55.610457122740286,82.16448060850873,63.52011282430898,67.09835018518599
2019-09-30,Asset_1,72.44908548482594,77.54560693624916,94.81060343461095,81.6017652852287
2019-10-31,Asset_1,52.91611232375438,74.77016674400242,87.01236973927459,71.56621626901047
2019-11-30,Asset_1,71.5643754268319,83.40778037815363,87.76071795510623,80.91095792003058
2019-12-31,Asset_1,70.4054180147984,85.71541255742937,94.46211507165162,83.5276485479598
2020-01-31,Asset_1,76.54472503150424,58.26526733119603,58.749142142263196,64.51971150165448
2020-02-29,Asset_1,90.76581299381186,56.88925124648415,79.04178095197697,75.56561506409099
2020-03-31,Asset_1,56.97399206740064,51.34035777497607,96.799669053196,68.37133963185757
2020-04-30,Asset_1,71.44483103003776,72.12033012746203,79.74053056139473,74.43523057296484
2020-05-31,Asset_1,50.40545965543106,83.44502665127135,69.2488924510859,67.69979291926278
2020-06-30,Asset_1,83.7229894482528,91.26888789447926,73.32502534131062,82.7723008946809
2020-07-31,Asset_1,60.73727829667687,68.30005469467933,61.056377939559454,63.364570310305226
2020-08-31,Asset_1,83.33304890600866,53.74599077954083,69.75846291117145,68.94583419890698
2020-09-30,Asset_1,62.9573759995881,79.62988912718768,61.7007160902206,68.09599373899879
2020-10-31,Asset_1,95.4192872810314,51.61862478106068,66.01956496361032,71.01915900856747
2020-11-30,Asset_1,83.23101772625122,52.989949347777966,57.81627380590204,64.6790802933104
2020-12-31,Asset_1,64.91835283190726,70.2419251332202,72.88499856734089,69.34842551082279
2021-01-31,Asset_1,92.79483227050486,78.19396657601867,96.18265909541987,89.05715264731447
2021-02-28,Asset_1,87.52823921286674,93.47226327515594,94.16351125834309,91.72133791545525
2021-03-31,Asset_1,81.84295374784426,98.95567706999185,91.55486401049659,90.78449827611091
2021-04-30,Asset_1,75.7959045775451,76.16546867121284,74.90317583985109,75.62151636286967
2021-05-31,Asset_1,61.94084296441608,98.43307670324455,54.85298445220765,71.74230137328942
2021-06-30,Asset_1,98.02254337782779,50.87421691047917,73.82485274194613,74.24053767675103
2021-07-31,Asset_1,61.844158841575776,63.12825334213813,82.71243996001186,69.22828404790859
2021-08-31,Asset_1,77.79501355448528,97.90197262679743,94.13090416950837,89.94263011693037
2021-09-30,Asset_1,64.38241694754285,93.49780899564584,60.5268360044014,72.80235398253002
2021-10-31,Asset_1,52.04870991352448,66.9094275485188,92.85724605477941,70.6051278389409
2021-11-30,Asset_1,52.52435216298791,80.57713684334496,71.6122653454702,68.2379181172677
2021-12-31,Asset_1,65.1533711310295,94.87767281050226,75.17767432314056,78.40290608822411
2022-01-31,Asset_1,61.803881580801516,81.35332129322141,77.48556973188116,73.54759086863469
2022-02-28,Asset_1,58.87376746098758,50.20637831485239,79.26940180213235,62.783182525990775
2022-03-31,Asset_1,65.71582361441097,86.73334658230057,74.02537344143008,75.4915145460472
2022-04-30,Asset_1,63.216792012960425,55.39025100872213,99.33309374417856,72.64671225528703
2022-05-31,Asset_1,86.89595054896242,64.11391836074712,52.70573122012752,67.90520004327902
2022-06-30,Asset_1,55.99871248605287,75.26615521957443,65.7091835033526,65.65801706965998
2022-07-31,Asset_1,57.760229749345044,81.91320349474722,96.05576221059408,78.57639848489545
2022-08-31,Asset_1,59.9729293632833,55.51339460472649,59.060160826103385,58.18216159803773
2022-09-30,Asset_1,53.662197888855815,92.2173466184602,63.6844764743026,69.85467366053955
2022-10-31,Asset_1,71.53632805133891,86.67549948924332,83.36634748146241,80.52605834068156
2022-11-30,Asset_1,67.81583903397838,94.73505600376852,93.65852833993192,85.40314112589294
2022-12-31,Asset_1,81.89022370929361,52.12015965890605,61.68118254715475,65.2305219717848
2023-01-31,Asset_1,73.1257509204873,86.81195368177364,70.24944746049599,76.72905068758566
2023-02-28,Asset_1,90.31814502284882,89.3089544978058,74.69295060581639,84.773350042157
2023-03-31,Asset_1,68.70179946651453,89.68961881578748,81.3738079852456,79.92174208918254
2023-04-30,Asset_1,61.14276191285511,97.5608218752614,85.56874967535296,81.42411115448982
2023-05-31,Asset_1,81.59630790686447,65.35187275251212,59.10343532632946,68.68387199523535
2023-06-30,Asset_1,96.41465929796001,93.27705674021395,97.12376391253058,95.60515998356819
2023-07-31,Asset_1,64.54399336904613,54.18434176351005,76.56835201245711,65.09889571500443
2023-08-31,Asset_1,84.00202533471375,84.16576818890036,77.51763080714831,81.89514144358748
2023-09-30,Asset_1,83.38906331647507,59.63169982278369,54.240629030474246,65.753797389911
2023-10-31,Asset_1,72.59232232873907,60.90795974139642,80.43643504524745,71.31223903846097
2023-11-30,Asset_1,67.05691670236311,63.05846523625377,60.61070771453577,63.57536321771755
2023-12-31,Asset_1,54.91279097499594,65.1929566968825,99.35521317836343,73.15365361674729
2015-01-31,Asset_2,69.0863718874151,60.41495978277503,95.79862024633587,75.09998397217534
2015-02-28,Asset_2,93.68996912754477,56.93510881722777,75.70841727264227,75.44449840580494
2015-03-31,Asset_2,58.8824899427194,71.84704549052947,63.298445602426945,64.67599367855861
2015-04-30,Asset_2,69.27103628755421,84.93850334325198,99.7257684773713,84.64510270272584
2015-05-31,Asset_2,97.13156414027267,97.44263770724206,79.25449727077483,91.27623303942987
2015-06-30,Asset_2,53.20147599787988,57.865263586259125,67.26182531578594,59.442854966641654
2015-07-31,Asset_2,59.349411543311696,64.66800124515434,52.897677020182776,58.971696602882936
2015-08-31,Asset_2,80.53549717790567,64.77582499837871,86.2189400011911,77.17675405915848
2015-09-30,Asset_2,50.8293509012217,81.36382221240952,53.11583808189199,61.769670398507735
2015-10-31,Asset_2,85.12092488826593,88.56624131022272,84.262169730409,85.98311197629921
2015-11-30,Asset_2,85.77115740723417,56.97747246814352,51.952612343328916,64.9004140729022
2015-12-31,Asset_2,50.588526045818035,70.1338293853899,97.98289949522224,72.9017516421434
2016-01-31,Asset_2,61.25146644257599,71.32687603068074,79.35713802591624,70.645160166391
2016-02-29,Asset_2,93.58508864695085,57.19164942287977,72.90535382367837,74.56069729783633
2016-03-31,Asset_2,85.3606474309575,65.65342014018505,57.71885696595608,69.57764151236621
2016-04-30,Asset_2,75.14593801741958,99.85345491005918,59.57129245327911,78.19022846025263
2016-05-31,Asset_2,52.04747869399775,95.61755226279436,95.14191078369251,80.93564724682821
2016-06-30,Asset_2,83.30903346624251,95.15268786371715,84.70421154610992,87.72197762535653
2016-07-31,Asset_2,56.36350936622778,60.092057295111644,82.85477518428306,66.4367806152075
2016-08-31,Asset_2,65.89676755139647,58.91544185690357,74.67838227163739,66.49686389331248
2016-09-30,Asset_2,58.99993467106168,59.69799170123413,52.386651090257544,57.02819248751778
2016-10-31,Asset_2,78.71902566203923,94.81370906047701,78.4603405615444,83.99769176135355
2016-11-30,Asset_2,78.88389395572328,58.05037685200024,71.97689898707037,69.63705659826464
2016-12-31,Asset_2,83.41874651890701,90.59181376207698,65.5595231381219,79.8566944730353
2017-01-31,Asset_2,58.77176661023232,90.57164754869292,84.94587487630875,78.09642967841133
2017-02-28,Asset_2,88.60720313178558,66.88737055765384,68.20300088833368,74.56585819259102
2017-03-31,Asset_2,92.3257635545887,78.52989971015653,63.46764053337989,78.10776793270837
2017-04-30,Asset_2,65.70882471245613,93.07281954304567,99.5161637018964,86.09926931913274
2017-05-31,Asset_2,64.34878772318157,77.37360899689541,95.23055970868998,78.98431880958898
2017-06-30,Asset_2,62.67100019134176,59.43064459072393,61.98531188059049,61.36231888755206
2017-07-31,Asset_2,50.126349916913306,90.50884448595922,99.55734446026342,80.06417962104531
2017-08-31,Asset_2,64.62413451399848,77.53441113651051,64.47599198680672,68.87817921243857
2017-09-30,Asset_2,76.33906353340778,54.11988560245386,76.2204206398498,68.89312325857048
2017-10-31,Asset_2,98.28206583488371,60.65368679852896,76.87973882587966,78.60516381976412
2017-11-30,Asset_2,94.49016420288959,86.20453676174725,59.16432291852911,79.95300796105532
2017-12-31,Asset_2,93.76890738257083,84.36654570839178,82.1261865539623,86.75387988164164
2018-01-31,Asset_2,64.29676227273049,55.76451574522665,70.18459825839584,63.41529209211766
2018-02-28,Asset_2,69.45802077225828,54.553818389149484,68.32924660018507,64.11369525386428
2018-03-31,Asset_2,81.57550845115813,81.23259532982455,76.03503914656957,79.61438097585075
2018-04-30,Asset_2,55.45835877616752,59.92129250014905,97.3937537326064,70.92446833630765
2018-05-31,Asset_2,92.47621067757714,93.06513187954563,62.74979776946786,82.76371344219689
2018-06-30,Asset_2,91.77567686538526,71.80486829662667,56.30060085423098,73.29371533874763
2018-07-31,Asset_2,88.50879948815702,66.72407339357457,56.546651225107404,70.59317470227967
2018-08-31,Asset_2,67.44264948249113,91.60279053708413,74.85059776513127,77.96534592823552
2018-09-30,Asset_2,68.28165111019055,84.12513706290287,61.46877393700695,71.29185403670012
2018-10-31,Asset_2,81.60349208595025,56.08033271754314,71.73859986262205,69.80747488870514
2018-11-30,Asset_2,95.54623179647183,56.29840082778728,86.06027122153318,79.30163461526409
2018-12-31,Asset_2,66.4883156780737,94.26537225230173,52.43260509256826,71.06209767431456
2019-01-31,Asset_2,83.1826829097615,70.62455434621018,71.10001476315391,74.96908400637518
2019-02-28,Asset_2,87.30919509430916,71.47256413213546,90.71488452864932,83.16554791836465
2019-03-31,Asset_2,66.48617997684399,69.41034628356972,89.65965961678958,75.1853952924011
2019-04-30,Asset_2,58.718682051249644,72.59481206754137,66.97285721810505,66.09545044563203
2019-05-31,Asset_2,56.05856760118341,63.91836020718634,56.055706518516956,58.677544775628895
2019-06-30,Asset_2,63.88873730406533,72.09839310826314,51.52422821926676,62.503786210531736
2019-07-31,Asset_2,77.39109252026502,99.73380551298857,71.71104240624774,82.94531347983379
2019-08-31,Asset_2,81.68954097480157,89.126792081099,97.41649121732361,89.41094142440807
2019-09-30,Asset_2,98.1684179789526,94.34311013919498,95.6232346613157,96.04492092648775
2019-10-31,Asset_2,59.55884516083065,56.49542245687941,82.20473429283803,66.0863339701827
2019-11-30,Asset_2,59.01335305096572,51.45545270006862,51.45679216005149,53.975199303695284
2019-12-31,Asset_2,61.16684367017335,95.0679846374856,77.39811592329616,77.87764807698504
2020-01-31,Asset_2,81.63193622979617,58.061056949481454,77.34566282902674,72.34621866943478
2020-02-29,Asset_2,66.33430761491404,58.511978134694345,94.03549195707066,72.960592568893
2020-03-31,Asset_2,81.41197456482288,96.0748185510609,61.26440214675514,79.58373175421298
2020-04-30,Asset_2,61.646544581423726,80.84089006188589,69.87936671215536,70.78893378515498
2020-05-31,Asset_2,63.220420261239774,77.98144114547597,97.84994592036583,79.68393577569385
2020-06-30,Asset_2,51.071682605475864,74.76251958102215,98.65492131068072,74.82970783239291
2020-07-31,Asset_2,76.28753186708984,55.17139815463507,77.85052769458007,69.76981923876832
2020-08-31,Asset_2,99.79096574109684,59.93477544157968,56.144669123959204,71.95680343554524
2020-09-30,Asset_2,55.24723949813394,72.50634144931321,68.738200913458,65.49726062030172
2020-10-31,Asset_2,81.64357315524309,70.70352885997235,81.82880956592518,78.05863719371355
2020-11-30,Asset_2,71.35425856002914,54.16780889030993,74.79941437038397,66.77382727357434
2020-12-31,Asset_2,85.18865966474644,75.70532598040838,60.481895185094935,73.79196027674992
2021-01-31,Asset_2,84.82094775831982,94.3388859274894,83.96679295748308,87.7088755477641
2021-02-28,Asset_2,73.61585037634954,57.87186517763804,79.58847178517794,70.35872911305518
2021-03-31,Asset_2,76.84826902444381,98.95575378281421,52.61949316264296,76.14117198996699
2021-04-30,Asset_2,93.6033745047811,59.999980151467724,79.98883760309339,77.8640640864474
2021-05-31,Asset_2,68.5665673733568,76.67138635497002,89.63686247288658,78.29160540040446
2021-06-30,Asset_2,56.92503878462073,77.4290279885677,81.7100400828506,72.021368952013
2021-07-31,Asset_2,57.94855121710136,51.68518197286657,60.81477203390192,56.81616840795662
2021-08-31,Asset_2,61.57862443838367,77.01971054313918,82.6588197812988,73.75238492094054
2021-09-30,Asset_2,66.12750691810669,80.71584291944431,56.68370708382866,67.84235230712655
2021-10-31,Asset_2,85.30634562887627,73.81091582301836,59.556040553546055,72.89110066848023
2021-11-30,Asset_2,72.97851820505578,94.3978733480266,85.70897389909197,84.36178848405812
2021-12-31,Asset_2,91.7722533023533,93.248302845618,95.63209276110473,93.55088296969201
2022-01-31,Asset_2,53.75855009713994,91.7474029223519,74.8296001845144,73.44518440133542
2022-02-28,Asset_2,76.2430723979497,97.5347921536103,98.36480257902022,90.71422237686006
2022-03-31,Asset_2,79.11888699048033,82.28683693447059,53.72041216182456,71.70871202892515
2022-04-30,Asset_2,92.54789921929905,65.47081109868621,96.6390848066446,84.88593170820995
2022-05-31,Asset_2,55.06893746198098,89.74571969371166,80.46778061121,75.09414592230088
2022-06-30,Asset_2,61.577881620409975,72.39432370275203,98.8794109267848,77.61720541664893
2022-07-31,Asset_2,79.26513497252016,61.46867253292531,59.92722793147246,66.88701181230597
2022-08-31,Asset_2,64.96306100917832,86.29811976899767,94.06993352694181,81.77703810170593
2022-09-30,Asset_2,74.62218961823855,76.48115311019302,72.09303232578776,74.39879168473978
2022-10-31,Asset_2,93.94917144277247,59.452975466706015,84.56462261051067,79.32225650666305
2022-11-30,Asset_2,95.47683603969767,75.26111546760653,91.2976956634945,87.34521572359957
2022-12-31,Asset_2,87.10306798976416,62.825202134410794,51.23888895884583,67.05571969434025
2023-01-31,Asset_2,66.42085709972959,99.71031048571449,73.43511304670517,79.85542687738308
2023-02-28,Asset_2,54.02604638250689,97.97278615310036,74.03029631323159,75.34304294961295
2023-03-31,Asset_2,76.95283759576684,87.33706145069621,86.72884683932108,83.67291529526138
2023-04-30,Asset_2,58.787999236663474,67.2846831601695,54.65398643878906,60.242222945207345
2023-05-31,Asset_2,77.08938737041566,72.99036088665156,64.21582264954087,71.43185696886935
2023-06-30,Asset_2,65.78843775706561,93.05861197957987,53.66820221630551,70.83841731765033
2023-07-31,Asset_2,75.7515194525285,64.55748885064887,89.70362461587021,76.67087763968253
2023-08-31,Asset_2,78.95823794226706,67.20331248739211,64.84674713792064,70.33609918919326
2023-09-30,Asset_2,63.443876236810205,95.03327119787788,54.114262679814104,70.86380337150074
2023-10-31,Asset_2,73.58867502285564,99.73847050660342,57.19915715514865,76.84210089486923
2023-11-30,Asset_2,92.77508455421052,95.56885737357581,61.56252027154112,83.30215406644248
2023-12-31,Asset_2,94.26210436347952,61.82605918202363,60.76141673896149,72.28319342815489
2015-01-31,Asset_3,69.31931593121135,86.84279766007765,80.4562313371463,78.87278164281177
2015-02-28,Asset_3,67.59114190237709,66.98373690022464,98.64585515259571,77.74024465173248
2015-03-31,Asset_3,80.51298427374691,95.96957095819809,57.12796887964412,77.87017470386304
2015-04-30,Asset_3,95.28518211054345,51.284443458409825,73.27315064904828,73.2809254060005
2015-05-31,Asset_3,98.15523557028054,67.11869301475446,98.06609440659722,87.78000766387738
2015-06-30,Asset_3,69.90783903042885,92.8629551151936,80.565469308551,81.11208781805782
2015-07-31,Asset_3,55.163525490689224,75.70411121291065,88.83541346350825,73.2343500557027
2015-08-31,Asset_3,54.47985652423887,95.80017155678308,73.28710785089233,74.52237864397142
2015-09-30,Asset_3,73.69053330643916,95.5789527459319,69.2152226115837,79.49490288798492
2015-10-31,Asset_3,67.47964914478803,59.44758933984901,83.05659227598653,69.99461025354118
2015-11-30,Asset_3,56.5204247892474,81.77309167273634,88.44407447500001,75.57919697899459
2015-12-31,Asset_3,59.38164163910421,71.148678915743,93.74856235329534,74.75962763604751
2016-01-31,Asset_3,80.90649149701336,82.63068290850194,88.99735577001371,84.17817672517634
2016-02-29,Asset_3,67.70903409193421,64.83610862158224,86.98094963948303,73.17536411766649
2016-03-31,Asset_3,98.43654794188654,92.27203110753837,53.499791803169366,81.40279028419809
2016-04-30,Asset_3,52.069830108421705,76.40931364594653,90.39592477371494,72.95835617602772
2016-05-31,Asset_3,98.63461586455404,68.8889176100815,89.95424997006853,85.82592781490136
2016-06-30,Asset_3,91.28750898458912,70.99261743377099,54.226265698380445,72.16879737224686
2016-07-31,Asset_3,63.071698971532726,86.80299697794698,59.38610557602906,69.75360050850291
2016-08-31,Asset_3,88.39582197377771,84.45312370394709,91.22522272489505,88.02472280087329
2016-09-30,Asset_3,70.6685483002662,60.55013482958657,76.16283000426832,69.12717104470703
2016-10-31,Asset_3,89.83600700179856,85.06110935370842,60.67620408375732,78.52444014642143
2016-11-30,Asset_3,89.80532493268078,89.8318815897885,52.82706954126861,77.48809202124596
2016-12-31,Asset_3,71.42541927183358,54.08749693810883,84.9686103013813,70.1605088371079
2017-01-31,Asset_3,80.60522897425399,54.96135183483548,69.95458311942878,68.50705464283942
2017-02-28,Asset_3,75.27974644261846,87.82718994765257,95.95619234533937,86.35437624520347
2017-03-31,Asset_3,53.08532291500872,80.79384611250846,75.14602016725428,69.67506306492382
2017-04-30,Asset_3,70.26095854078068,61.50048388680824,68.89604369084043,66.88582870614312
2017-05-31,Asset_3,61.95958682053634,72.74494540442488,69.60627104166592,68.10360108887572
2017-06-30,Asset_3,94.23981327151172,85.91467262664186,86.22563268661311,88.7933728615889
2017-07-31,Asset_3,96.21873207964586,88.08348987718388,60.931696421296564,81.74463945937543
2017-08-31,Asset_3,87.27035429240829,98.77012932678906,56.132618557878985,80.72436739235877
2017-09-30,Asset_3,60.5828876291006,95.94892876500981,57.79601011385817,71.44260883598953
2017-10-31,Asset_3,72.80774630010208,85.16803459064118,86.20820654324703,81.39466247799676
2017-11-30,Asset_3,58.56259941858757,51.39463840443094,65.28868972270801,58.415309181908846
2017-12-31,Asset_3,70.94667102493008,94.36745353592923,57.98382373737755,74.43264943274562
2018-01-31,Asset_3,88.38125903009905,88.27194765629928,64.64710442931215,80.43343703857016
2018-02-28,Asset_3,80.59771164377227,67.29401588661129,53.80962442524472,67.23378398520943
2018-03-31,Asset_3,86.47025386279641,67.8823025847302,88.35775219019055,80.90343621257239
2018-04-30,Asset_3,64.41986806164506,65.57068270917199,52.97055846736427,60.9870364127271
2018-05-31,Asset_3,55.67556933097892,80.93162155453942,83.16563287298933,73.25760791950255
2018-06-30,Asset_3,70.38136304594099,68.05636250307552,70.65700930134965,69.69824495012205
2018-07-31,Asset_3,64.30207755575127,57.33537499983763,62.09232702942444,61.24325986167111
2018-08-31,Asset_3,76.76274286123828,65.15507803994836,74.27562894681918,72.0644832826686
2018-09-30,Asset_3,58.47487226084614,87.97117837545854,86.27190387776265,77.57265150468912
2018-10-31,Asset_3,83.0274868018044,57.331813436598964,75.32431204757702,71.89453742866013
2018-11-30,Asset_3,69.02718395769271,66.6042340318439,72.83351197128397,69.4883099869402
2018-12-31,Asset_3,80.00962138190562,98.1177754725922,50.41228942746036,76.1798954273194
2019-01-31,Asset_3,81.54228520250636,67.63093706868571,65.0690131506743,71.41407847395546
2019-02-28,Asset_3,83.49856804026153,94.83576752477703,94.1488908568658,90.82774214063478
2019-03-31,Asset_3,68.75074889549228,64.7024599581425,54.69314804681349,62.71545230014942
2019-04-30,Asset_3,62.61854480693615,55.188915748917125,83.12197765963109,66.97647940516146
2019-05-31,Asset_3,89.53907520114046,56.07971477625259,69.83163306084877,71.81680767941394
2019-06-30,Asset_3,98.65386554316817,83.15865906238128,73.57395754117194,85.12882738224046
2019-07-31,Asset_3,59.10328065782099,85.51426963886207,64.10686320054668,69.57480449907659
2019-08-31,Asset_3,52.754630888550295,75.3593650461354,62.93461499273042,63.68287030913871
2019-09-30,Asset_3,70.34873695979006,66.72784382749933,73.85783091229874,70.31147056652938
2019-10-31,Asset_3,74.87148679483448,96.35360146418556,72.08304413831802,81.10271079911269
2019-11-30,Asset_3,68.53589976162161,82.28872132885621,73.9348575878478,74.91982622610854
2019-12-31,Asset_3,91.22438263693117,93.18337526881461,69.10399851633952,84.50391880736176
2020-01-31,Asset_3,57.511374906833495,76.43938408990356,88.96335640911674,74.3047051352846
2020-02-29,Asset_3,52.98333700172514,93.86280648081168,87.62492886129266,78.15702411460983
2020-03-31,Asset_3,67.26186588454286,70.89286160138631,90.05318495970067,76.06930414854328
2020-04-30,Asset_3,55.24968021818971,50.003437230135354,82.51186253145814,62.58832665992774
2020-05-31,Asset_3,98.20362244031335,98.39014676242246,66.0128118261219,87.53552700961923
2020-06-30,Asset_3,67.34204025695536,86.66271171088218,84.84258860972099,79.61578019251951
2020-07-31,Asset_3,94.75661228448112,95.36374872460527,55.389856691791636,81.836739233626
2020-08-31,Asset_3,54.70657393217163,92.0324544952834,77.21126383982924,74.65009742242809
2020-09-30,Asset_3,82.52379989645338,50.994854597990646,98.58383291619333,77.3674958035458
2020-10-31,Asset_3,94.2892504767986,52.56775952826874,87.45700461315089,78.10467153940607
2020-11-30,Asset_3,97.41633081624934,74.73726669340886,70.57578498699633,80.9097941655515
2020-12-31,Asset_3,87.79280944525122,90.74494120338206,99.47064543765737,92.66946536209689
2021-01-31,Asset_3,66.01122815762741,59.68862387411923,94.22239750331681,73.30741651168782
2021-02-28,Asset_3,88.98668910358725,97.54675598167661,54.978239148973174,80.50389474474566
2021-03-31,Asset_3,99.18505822968879,75.5414999227348,92.68828168421314,89.13827994554556
2021-04-30,Asset_3,75.11748049307148,57.4164704814308,51.85192434222789,61.46195843891005
2021-05-31,Asset_3,88.42704811423188,83.24600641275634,80.5308770421596,84.06797718971593
2021-06-30,Asset_3,81.49644245323766,53.66447596565245,88.64525624705632,74.60205822198215
2021-07-31,Asset_3,54.90874544753342,68.28219792984606,58.66876909527035,60.619904157549946
2021-08-31,Asset_3,52.12153981886749,73.01301302148994,50.3623597081291,58.498970849495514
2021-09-30,Asset_3,98.07012222930439,99.89355133506866,62.06746273354882,86.67704543264063
2021-10-31,Asset_3,72.55016000456895,70.56546488111162,99.20691342169907,80.77417943579322
2021-11-30,Asset_3,82.1200729050016,83.64019516146638,89.06019109510387,84.94015305385729
2021-12-31,Asset_3,79.87601112978199,98.26282125380514,77.28107970848866,85.13997069735859
2022-01-31,Asset_3,85.11833508396626,80.3519911990289,61.501780171585764,75.65736881819363
2022-02-28,Asset_3,56.89592665313775,75.30923872335808,75.63356573821189,69.2795770382359
2022-03-31,Asset_3,81.55072767671179,92.37455419881759,95.29506782482446,89.74011656678461
2022-04-30,Asset_3,88.87100968512107,50.138077443570566,58.8415258760779,65.95020433492319
2022-05-31,Asset_3,66.5258362466458,79.31841419698898,68.70960199849772,71.51795081404417
2022-06-30,Asset_3,91.40631151097085,92.04054489030347,61.28522071141331,81.57735903756254
2022-07-31,Asset_3,95.39850490655645,60.96467562822032,91.81256434399539,82.72524829292405
2022-08-31,Asset_3,53.67760560408219,72.58436260779786,67.41671639416496,64.55956153534834
2022-09-30,Asset_3,73.98667712260836,58.27531443819794,96.6135564358191,76.29184933220846
